"experiment","region","context","group","bin_mid","mean_count","min_count","max_count"
"exp2","downstream_region","CpG","primed",17.5,21,16,33
"exp2","downstream_region","CpG","primed",22.5,10.75,7,17
"exp2","downstream_region","CpG","primed",27.5,11,6,15
"exp2","downstream_region","CpG","primed",32.5,6.75,4,9
"exp2","downstream_region","CpG","primed",37.5,9.75,7,14
"exp2","downstream_region","CpG","primed",42.5,5.5,2,11
"exp2","downstream_region","CpG","primed",47.5,8.75,5,14
"exp2","downstream_region","CpG","primed",52.5,5.75,4,7
"exp2","downstream_region","CpG","primed",57.5,4.25,2,7
"exp2","downstream_region","CpG","primed",62.5,4.5,0,10
"exp2","downstream_region","CpG","primed",67.5,5.25,4,6
"exp2","downstream_region","CpG","primed",72.5,5.5,3,8
"exp2","downstream_region","CpG","primed",77.5,8.5,3,16
"exp2","downstream_region","CpG","primed",82.5,6.5,4,9
"exp2","downstream_region","CpG","primed",87.5,9.75,6,19
"exp2","downstream_region","CpG","primed",92.5,5.5,2,8
"exp2","downstream_region","CpG","primed",97.5,15.75,9,30
"exp2","downstream_region","CHG","naïve",2.5,1709.5,960,2947
"exp2","downstream_region","CHG","naïve",7.5,30.25,11,43
"exp2","downstream_region","CHG","naïve",12.5,0.5,0,1
"exp2","downstream_region","CHG","naïve",17.5,1,0,3
"exp2","downstream_region","CHG","naïve",22.5,0.5,0,1
"exp2","downstream_region","CHG","naïve",27.5,0,0,0
"exp2","downstream_region","CHG","naïve",32.5,0.25,0,1
"exp2","downstream_region","CHG","naïve",37.5,0.25,0,1
"exp2","downstream_region","CHG","naïve",42.5,0,0,0
"exp2","downstream_region","CHG","naïve",47.5,0,0,0
"exp2","downstream_region","CHG","naïve",52.5,0,0,0
"exp2","downstream_region","CHG","naïve",57.5,0,0,0
"exp2","downstream_region","CHG","naïve",62.5,0,0,0
"exp2","downstream_region","CHG","naïve",67.5,0,0,0
"exp2","downstream_region","CHG","naïve",72.5,0,0,0
"exp2","downstream_region","CHG","naïve",77.5,0,0,0
"exp2","downstream_region","CHG","naïve",82.5,0,0,0
"exp2","downstream_region","CHG","naïve",87.5,0,0,0
"exp2","downstream_region","CHG","naïve",92.5,0,0,0
"exp2","downstream_region","CHG","naïve",97.5,0,0,0
"exp2","downstream_region","CHG","primed",2.5,1173.5,688,2043
"exp2","downstream_region","CHG","primed",7.5,24.25,11,53
"exp2","downstream_region","CHG","primed",12.5,0.75,0,2
"exp2","downstream_region","CHG","primed",17.5,1,0,2
"exp2","downstream_region","CHG","primed",22.5,0,0,0
"exp2","downstream_region","CHG","primed",27.5,0.5,0,2
"exp2","downstream_region","CHG","primed",32.5,0,0,0
"exp2","downstream_region","CHG","primed",37.5,0,0,0
"exp2","downstream_region","CHG","primed",42.5,0,0,0
"exp2","downstream_region","CHG","primed",47.5,0,0,0
"exp2","downstream_region","CHG","primed",52.5,0,0,0
"exp2","downstream_region","CHG","primed",57.5,0,0,0
"exp2","downstream_region","CHG","primed",62.5,0,0,0
"exp2","downstream_region","CHG","primed",67.5,0,0,0
"exp2","downstream_region","CHG","primed",72.5,0,0,0
"exp2","downstream_region","CHG","primed",77.5,0,0,0
"exp2","downstream_region","CHG","primed",82.5,0,0,0
"exp2","downstream_region","CHG","primed",87.5,0,0,0
"exp2","downstream_region","CHG","primed",92.5,0,0,0
"exp2","downstream_region","CHG","primed",97.5,0,0,0
"exp2","downstream_region","CHH","naïve",2.5,2246,1224,3895
"exp2","downstream_region","CHH","naïve",7.5,37.25,11,60
"exp2","downstream_region","CHH","naïve",12.5,1,0,2
"exp2","downstream_region","CHH","naïve",17.5,0.25,0,1
"exp2","downstream_region","CHH","naïve",22.5,0,0,0
"exp2","downstream_region","CHH","naïve",27.5,0.5,0,1
"exp2","downstream_region","CHH","naïve",32.5,0,0,0
"exp2","downstream_region","CHH","naïve",37.5,0,0,0
"exp2","downstream_region","CHH","naïve",42.5,0,0,0
"exp2","downstream_region","CHH","naïve",47.5,0,0,0
"exp2","downstream_region","CHH","naïve",52.5,0,0,0
"exp2","downstream_region","CHH","naïve",57.5,0,0,0
"exp2","downstream_region","CHH","naïve",62.5,0,0,0
"exp2","downstream_region","CHH","naïve",67.5,0,0,0
"exp2","downstream_region","CHH","naïve",72.5,0,0,0
"exp2","downstream_region","CHH","naïve",77.5,0,0,0
"exp2","downstream_region","CHH","naïve",82.5,0,0,0
"exp2","downstream_region","CHH","naïve",87.5,0,0,0
"exp2","downstream_region","CHH","naïve",92.5,0,0,0
"exp2","downstream_region","CHH","naïve",97.5,0,0,0
"exp2","downstream_region","CHH","primed",2.5,1558.75,928,2759
"exp2","downstream_region","CHH","primed",7.5,33.5,21,63
"exp2","downstream_region","CHH","primed",12.5,1.75,0,4
"exp2","downstream_region","CHH","primed",17.5,1,0,2
"exp2","downstream_region","CHH","primed",22.5,0.5,0,1
"exp2","downstream_region","CHH","primed",27.5,0,0,0
"exp2","downstream_region","CHH","primed",32.5,0,0,0
"exp2","downstream_region","CHH","primed",37.5,0.25,0,1
"exp2","downstream_region","CHH","primed",42.5,0,0,0
"exp2","downstream_region","CHH","primed",47.5,0,0,0
"exp2","downstream_region","CHH","primed",52.5,0,0,0
"exp2","downstream_region","CHH","primed",57.5,0,0,0
"exp2","downstream_region","CHH","primed",62.5,0,0,0
"exp2","downstream_region","CHH","primed",67.5,0,0,0
"exp2","downstream_region","CHH","primed",72.5,0,0,0
"exp2","downstream_region","CHH","primed",77.5,0,0,0
"exp2","downstream_region","CHH","primed",82.5,0,0,0
"exp2","downstream_region","CHH","primed",87.5,0,0,0
"exp2","downstream_region","CHH","primed",92.5,0,0,0
"exp2","downstream_region","CHH","primed",97.5,0,0,0
"exp2","exon","CpG","naïve",2.5,3751.25,1946,6698
"exp2","exon","CpG","naïve",7.5,136,85,229
"exp2","exon","CpG","naïve",12.5,23.75,19,31
"exp2","exon","CpG","naïve",17.5,48,34,66
"exp2","exon","CpG","naïve",22.5,23.25,12,45
"exp2","exon","CpG","naïve",27.5,28.5,15,42
"exp2","exon","CpG","naïve",32.5,18.5,13,29
"exp2","exon","CpG","naïve",37.5,28.5,25,38
"exp2","exon","CpG","naïve",42.5,12.25,8,22
"exp2","exon","CpG","naïve",47.5,32.75,19,49
"exp2","exon","CpG","naïve",52.5,16.5,13,23
"exp2","exon","CpG","naïve",57.5,22.5,12,46
"exp2","exon","CpG","naïve",62.5,15.5,8,23
"exp2","exon","CpG","naïve",67.5,27,19,45
"exp2","exon","CpG","naïve",72.5,17,8,31
"exp2","exon","CpG","naïve",77.5,35,13,72
"exp2","exon","CpG","naïve",82.5,25.25,11,52
"exp2","exon","CpG","naïve",87.5,51.75,18,108
"exp2","exon","CpG","naïve",92.5,38.75,19,75
"exp2","exon","CpG","naïve",97.5,166,66,369
"exp2","exon","CpG","primed",2.5,2405.5,1240,4836
"exp2","exon","CpG","primed",7.5,90.75,44,172
"exp2","exon","CpG","primed",12.5,20.5,16,28
"exp2","exon","CpG","primed",17.5,28.25,19,48
"exp2","exon","CpG","primed",22.5,15.25,9,25
"exp2","exon","CpG","primed",27.5,24.5,17,36
"exp2","exon","CpG","primed",32.5,14,8,28
"exp2","exon","CpG","primed",37.5,21.25,13,36
"exp2","exon","CpG","primed",42.5,10.75,4,21
"exp2","exon","CpG","primed",47.5,24,11,52
"exp2","exon","CpG","primed",52.5,7,5,8
"exp2","exon","CpG","primed",57.5,12.5,6,18
"exp2","exon","CpG","primed",62.5,9.25,4,16
"exp2","exon","CpG","primed",67.5,20,13,37
"exp2","exon","CpG","primed",72.5,11.25,8,20
"exp2","exon","CpG","primed",77.5,18.75,9,35
"exp2","exon","CpG","primed",82.5,10.25,2,19
"exp2","exon","CpG","primed",87.5,33.75,17,70
"exp2","exon","CpG","primed",92.5,26,20,40
"exp2","exon","CpG","primed",97.5,110,39,238
"exp2","exon","CHG","naïve",2.5,5199.5,2684,9440
"exp2","exon","CHG","naïve",7.5,90.75,34,161
"exp2","exon","CHG","naïve",12.5,2.75,2,4
"exp2","exon","CHG","naïve",17.5,2.75,1,6
"exp2","exon","CHG","naïve",22.5,0.5,0,2
"exp2","exon","CHG","naïve",27.5,0.75,0,3
"exp2","exon","CHG","naïve",32.5,0,0,0
"exp2","exon","CHG","naïve",37.5,0,0,0
"exp2","exon","CHG","naïve",42.5,0,0,0
"exp2","exon","CHG","naïve",47.5,0,0,0
"exp2","exon","CHG","naïve",52.5,0,0,0
"exp2","exon","CHG","naïve",57.5,0,0,0
"exp2","exon","CHG","naïve",62.5,0,0,0
"exp2","exon","CHG","naïve",67.5,0,0,0
"exp2","exon","CHG","naïve",72.5,0,0,0
"exp2","exon","CHG","naïve",77.5,0,0,0
"exp2","exon","CHG","naïve",82.5,0,0,0
"exp2","exon","CHG","naïve",87.5,0,0,0
"exp2","exon","CHG","naïve",92.5,0,0,0
"exp2","exon","CHG","naïve",97.5,0,0,0
"exp2","exon","CHG","primed",2.5,3340.5,1760,6545
"exp2","exon","CHG","primed",7.5,70.5,29,150
"exp2","exon","CHG","primed",12.5,3.25,2,4
"exp2","exon","CHG","primed",17.5,2.25,0,6
"exp2","exon","CHG","primed",22.5,0,0,0
"exp2","exon","CHG","primed",27.5,0.25,0,1
"exp2","exon","CHG","primed",32.5,0.25,0,1
"exp2","exon","CHG","primed",37.5,0.5,0,1
"exp2","exon","CHG","primed",42.5,0,0,0
"exp2","exon","CHG","primed",47.5,0,0,0
"exp2","exon","CHG","primed",52.5,0,0,0
"exp2","exon","CHG","primed",57.5,0,0,0
"exp2","exon","CHG","primed",62.5,0,0,0
"exp2","exon","CHG","primed",67.5,0,0,0
"exp2","exon","CHG","primed",72.5,0,0,0
"exp2","exon","CHG","primed",77.5,0,0,0
"exp2","exon","CHG","primed",82.5,0,0,0
"exp2","exon","CHG","primed",87.5,0,0,0
"exp2","exon","CHG","primed",92.5,0,0,0
"exp2","exon","CHG","primed",97.5,0,0,0
"exp2","exon","CHH","naïve",2.5,6562.75,3378,11941
"exp2","exon","CHH","naïve",7.5,110.25,50,190
"exp2","exon","CHH","naïve",12.5,2.75,2,5
"exp2","exon","CHH","naïve",17.5,4,3,6
"exp2","exon","CHH","naïve",22.5,0.25,0,1
"exp2","exon","CHH","naïve",27.5,0,0,0
"exp2","exon","CHH","naïve",32.5,0,0,0
"exp2","exon","CHH","naïve",37.5,0,0,0
"exp2","exon","CHH","naïve",42.5,0,0,0
"exp2","exon","CHH","naïve",47.5,0,0,0
"exp2","exon","CHH","naïve",52.5,0,0,0
"exp2","exon","CHH","naïve",57.5,0,0,0
"exp2","exon","CHH","naïve",62.5,0,0,0
"exp2","exon","CHH","naïve",67.5,0,0,0
"exp2","exon","CHH","naïve",72.5,0,0,0
"exp2","exon","CHH","naïve",77.5,0,0,0
"exp2","exon","CHH","naïve",82.5,0,0,0
"exp2","exon","CHH","naïve",87.5,0,0,0
"exp2","exon","CHH","naïve",92.5,0,0,0
"exp2","exon","CHH","naïve",97.5,0,0,0
"exp2","exon","CHH","primed",2.5,4200.5,2232,8258
"exp2","exon","CHH","primed",7.5,93.25,43,203
"exp2","exon","CHH","primed",12.5,1.5,0,4
"exp2","exon","CHH","primed",17.5,3.25,0,5
"exp2","exon","CHH","primed",22.5,0.25,0,1
"exp2","exon","CHH","primed",27.5,0,0,0
"exp2","exon","CHH","primed",32.5,0,0,0
"exp2","exon","CHH","primed",37.5,0.5,0,1
"exp2","exon","CHH","primed",42.5,0,0,0
"exp2","exon","CHH","primed",47.5,0,0,0
"exp2","exon","CHH","primed",52.5,0,0,0
"exp2","exon","CHH","primed",57.5,0,0,0
"exp2","exon","CHH","primed",62.5,0,0,0
"exp2","exon","CHH","primed",67.5,0,0,0
"exp2","exon","CHH","primed",72.5,0,0,0
"exp2","exon","CHH","primed",77.5,0,0,0
"exp2","exon","CHH","primed",82.5,0,0,0
"exp2","exon","CHH","primed",87.5,0,0,0
"exp2","exon","CHH","primed",92.5,0,0,0
"exp2","exon","CHH","primed",97.5,0,0,0
"exp2","five_prime_UTR","CpG","naïve",2.5,190.25,77,372
"exp2","five_prime_UTR","CpG","naïve",7.5,4.5,3,7
"exp2","five_prime_UTR","CpG","naïve",12.5,0.25,0,1
"exp2","five_prime_UTR","CpG","naïve",17.5,1.5,0,2
"exp2","five_prime_UTR","CpG","naïve",22.5,0.5,0,2
"exp2","five_prime_UTR","CpG","naïve",27.5,0.25,0,1
"exp2","five_prime_UTR","CpG","naïve",32.5,1.25,0,2
"exp2","five_prime_UTR","CpG","naïve",37.5,0.5,0,2
"exp2","five_prime_UTR","CpG","naïve",42.5,1.25,0,2
"exp2","five_prime_UTR","CpG","naïve",47.5,0.75,0,1
"exp2","five_prime_UTR","CpG","naïve",52.5,0.25,0,1
"exp2","five_prime_UTR","CpG","naïve",57.5,0,0,0
"exp2","five_prime_UTR","CpG","naïve",62.5,0.25,0,1
"exp2","five_prime_UTR","CpG","naïve",67.5,0,0,0
"exp2","five_prime_UTR","CpG","naïve",72.5,0,0,0
"exp2","five_prime_UTR","CpG","naïve",77.5,0.75,0,2
"exp2","five_prime_UTR","CpG","naïve",82.5,0.5,0,2
"exp2","five_prime_UTR","CpG","naïve",87.5,0.5,0,1
"exp2","five_prime_UTR","CpG","naïve",92.5,0,0,0
"exp2","five_prime_UTR","CpG","naïve",97.5,2.5,0,5
"exp2","five_prime_UTR","CpG","primed",2.5,121.75,45,267
"exp2","five_prime_UTR","CpG","primed",7.5,3,1,9
"exp2","five_prime_UTR","CpG","primed",12.5,0,0,0
"exp2","five_prime_UTR","CpG","primed",17.5,0.5,0,1
"exp2","five_prime_UTR","CpG","primed",22.5,0.25,0,1
"exp2","five_prime_UTR","CpG","primed",27.5,0.25,0,1
"exp2","five_prime_UTR","CpG","primed",32.5,0,0,0
"exp2","five_prime_UTR","CpG","primed",37.5,0.25,0,1
"exp2","five_prime_UTR","CpG","primed",42.5,0,0,0
"exp2","five_prime_UTR","CpG","primed",47.5,0.5,0,1
"exp2","five_prime_UTR","CpG","primed",52.5,0.25,0,1
"exp2","five_prime_UTR","CpG","primed",57.5,0.25,0,1
"exp2","five_prime_UTR","CpG","primed",62.5,0.25,0,1
"exp2","five_prime_UTR","CpG","primed",67.5,1,0,2
"exp2","five_prime_UTR","CpG","primed",72.5,0.75,0,3
"exp2","five_prime_UTR","CpG","primed",77.5,0.5,0,1
"exp2","five_prime_UTR","CpG","primed",82.5,0,0,0
"exp2","five_prime_UTR","CpG","primed",87.5,1,0,4
"exp2","five_prime_UTR","CpG","primed",92.5,0,0,0
"exp2","five_prime_UTR","CpG","primed",97.5,2.5,1,4
"exp2","five_prime_UTR","CHG","naïve",2.5,207.25,75,423
"exp2","five_prime_UTR","CHG","naïve",7.5,4.5,0,10
"exp2","five_prime_UTR","CHG","naïve",12.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",17.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",22.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",27.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",32.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",37.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",42.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",47.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",52.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",57.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",62.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",67.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",72.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",77.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",82.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",87.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",92.5,0,0,0
"exp2","five_prime_UTR","CHG","naïve",97.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",2.5,133.25,53,288
"exp2","five_prime_UTR","CHG","primed",7.5,3,0,8
"exp2","five_prime_UTR","CHG","primed",12.5,0.25,0,1
"exp2","five_prime_UTR","CHG","primed",17.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",22.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",27.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",32.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",37.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",42.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",47.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",52.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",57.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",62.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",67.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",72.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",77.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",82.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",87.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",92.5,0,0,0
"exp2","five_prime_UTR","CHG","primed",97.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",2.5,295.75,144,567
"exp2","five_prime_UTR","CHH","naïve",7.5,9.25,5,18
"exp2","five_prime_UTR","CHH","naïve",12.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",17.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",22.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",27.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",32.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",37.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",42.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",47.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",52.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",57.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",62.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",67.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",72.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",77.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",82.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",87.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",92.5,0,0,0
"exp2","five_prime_UTR","CHH","naïve",97.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",2.5,183.75,75,412
"exp2","five_prime_UTR","CHH","primed",7.5,3.25,1,8
"exp2","five_prime_UTR","CHH","primed",12.5,0.25,0,1
"exp2","five_prime_UTR","CHH","primed",17.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",22.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",27.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",32.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",37.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",42.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",47.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",52.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",57.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",62.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",67.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",72.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",77.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",82.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",87.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",92.5,0,0,0
"exp2","five_prime_UTR","CHH","primed",97.5,0,0,0
"exp2","gene","CpG","naïve",2.5,3891.25,2112,6656
"exp2","gene","CpG","naïve",7.5,162.25,114,254
"exp2","gene","CpG","naïve",12.5,62.25,35,115
"exp2","gene","CpG","naïve",17.5,71,46,103
"exp2","gene","CpG","naïve",22.5,45.75,29,66
"exp2","gene","CpG","naïve",27.5,43.75,25,64
"exp2","gene","CpG","naïve",32.5,33.25,22,53
"exp2","gene","CpG","naïve",37.5,50,31,80
"exp2","gene","CpG","naïve",42.5,22,8,37
"exp2","gene","CpG","naïve",47.5,45.75,25,75
"exp2","gene","CpG","naïve",52.5,19.75,10,32
"exp2","gene","CpG","naïve",57.5,28.5,16,48
"exp2","gene","CpG","naïve",62.5,17.5,4,31
"exp2","gene","CpG","naïve",67.5,33,21,66
"exp2","gene","CpG","naïve",72.5,19.25,12,38
"exp2","gene","CpG","naïve",77.5,34.5,15,70
"exp2","gene","CpG","naïve",82.5,21.5,8,43
"exp2","gene","CpG","naïve",87.5,55.75,22,107
"exp2","gene","CpG","naïve",92.5,37.75,17,84
"exp2","gene","CpG","naïve",97.5,168.75,54,358
"exp2","gene","CpG","primed",2.5,2597,1463,4893
"exp2","gene","CpG","primed",7.5,123.25,67,211
"exp2","gene","CpG","primed",12.5,39.5,26,64
"exp2","gene","CpG","primed",17.5,45.5,32,78
"exp2","gene","CpG","primed",22.5,35,21,56
"exp2","gene","CpG","primed",27.5,37,28,53
"exp2","gene","CpG","primed",32.5,24.75,13,51
"exp2","gene","CpG","primed",37.5,35.75,19,61
"exp2","gene","CpG","primed",42.5,17.25,12,32
"exp2","gene","CpG","primed",47.5,35.5,18,60
"exp2","gene","CpG","primed",52.5,15,10,24
"exp2","gene","CpG","primed",57.5,20.25,12,27
"exp2","gene","CpG","primed",62.5,11.25,4,22
"exp2","gene","CpG","primed",67.5,18,7,42
"exp2","gene","CpG","primed",72.5,15.5,8,24
"exp2","gene","CpG","primed",77.5,25,12,55
"exp2","gene","CpG","primed",82.5,14,2,31
"exp2","gene","CpG","primed",87.5,32.25,18,63
"exp2","gene","CpG","primed",92.5,22.25,14,39
"exp2","gene","CpG","primed",97.5,108,44,235
"exp2","gene","CHG","naïve",2.5,5353,2893,9225
"exp2","gene","CHG","naïve",7.5,83.5,55,118
"exp2","gene","CHG","naïve",12.5,3.25,1,9
"exp2","gene","CHG","naïve",17.5,4,1,7
"exp2","gene","CHG","naïve",22.5,0.25,0,1
"exp2","gene","CHG","naïve",27.5,1,0,2
"exp2","gene","CHG","naïve",32.5,0,0,0
"exp2","gene","CHG","naïve",37.5,0.25,0,1
"exp2","gene","CHG","naïve",42.5,0,0,0
"exp2","gene","CHG","naïve",47.5,0.5,0,2
"exp2","gene","CHG","naïve",52.5,0,0,0
"exp2","gene","CHG","naïve",57.5,0,0,0
"exp2","gene","CHG","naïve",62.5,0,0,0
"exp2","gene","CHG","naïve",67.5,0,0,0
"exp2","gene","CHG","naïve",72.5,0,0,0
"exp2","gene","CHG","naïve",77.5,0,0,0
"exp2","gene","CHG","naïve",82.5,0,0,0
"exp2","gene","CHG","naïve",87.5,0,0,0
"exp2","gene","CHG","naïve",92.5,0,0,0
"exp2","gene","CHG","naïve",97.5,0,0,0
"exp2","gene","CHG","primed",2.5,3593.75,2037,6745
"exp2","gene","CHG","primed",7.5,76,37,153
"exp2","gene","CHG","primed",12.5,2.25,1,3
"exp2","gene","CHG","primed",17.5,2.5,0,6
"exp2","gene","CHG","primed",22.5,0.25,0,1
"exp2","gene","CHG","primed",27.5,0.75,0,2
"exp2","gene","CHG","primed",32.5,0.5,0,2
"exp2","gene","CHG","primed",37.5,1,0,2
"exp2","gene","CHG","primed",42.5,0,0,0
"exp2","gene","CHG","primed",47.5,0.5,0,1
"exp2","gene","CHG","primed",52.5,0.25,0,1
"exp2","gene","CHG","primed",57.5,0,0,0
"exp2","gene","CHG","primed",62.5,0,0,0
"exp2","gene","CHG","primed",67.5,0,0,0
"exp2","gene","CHG","primed",72.5,0,0,0
"exp2","gene","CHG","primed",77.5,0,0,0
"exp2","gene","CHG","primed",82.5,0,0,0
"exp2","gene","CHG","primed",87.5,0,0,0
"exp2","gene","CHG","primed",92.5,0,0,0
"exp2","gene","CHG","primed",97.5,0.25,0,1
"exp2","gene","CHH","naïve",2.5,6748.25,3670,11496
"exp2","gene","CHH","naïve",7.5,112,67,188
"exp2","gene","CHH","naïve",12.5,4.75,2,10
"exp2","gene","CHH","naïve",17.5,4.75,3,8
"exp2","gene","CHH","naïve",22.5,1.25,0,2
"exp2","gene","CHH","naïve",27.5,0.25,0,1
"exp2","gene","CHH","naïve",32.5,0.5,0,2
"exp2","gene","CHH","naïve",37.5,0,0,0
"exp2","gene","CHH","naïve",42.5,0,0,0
"exp2","gene","CHH","naïve",47.5,0.25,0,1
"exp2","gene","CHH","naïve",52.5,0,0,0
"exp2","gene","CHH","naïve",57.5,0,0,0
"exp2","gene","CHH","naïve",62.5,0,0,0
"exp2","gene","CHH","naïve",67.5,0,0,0
"exp2","gene","CHH","naïve",72.5,0,0,0
"exp2","gene","CHH","naïve",77.5,0,0,0
"exp2","gene","CHH","naïve",82.5,0,0,0
"exp2","gene","CHH","naïve",87.5,0,0,0
"exp2","gene","CHH","naïve",92.5,0,0,0
"exp2","gene","CHH","naïve",97.5,0,0,0
"exp2","gene","CHH","primed",2.5,4616.75,2674,8584
"exp2","gene","CHH","primed",7.5,96.5,49,190
"exp2","gene","CHH","primed",12.5,4.25,2,7
"exp2","gene","CHH","primed",17.5,2.5,2,4
"exp2","gene","CHH","primed",22.5,0.75,0,3
"exp2","gene","CHH","primed",27.5,0.75,0,2
"exp2","gene","CHH","primed",32.5,0,0,0
"exp2","gene","CHH","primed",37.5,0.5,0,2
"exp2","gene","CHH","primed",42.5,0,0,0
"exp2","gene","CHH","primed",47.5,0.25,0,1
"exp2","gene","CHH","primed",52.5,0,0,0
"exp2","gene","CHH","primed",57.5,0,0,0
"exp2","gene","CHH","primed",62.5,0,0,0
"exp2","gene","CHH","primed",67.5,0,0,0
"exp2","gene","CHH","primed",72.5,0,0,0
"exp2","gene","CHH","primed",77.5,0,0,0
"exp2","gene","CHH","primed",82.5,0,0,0
"exp2","gene","CHH","primed",87.5,0,0,0
"exp2","gene","CHH","primed",92.5,0,0,0
"exp2","gene","CHH","primed",97.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",2.5,87.75,61,128
"exp2","ncRNA_gene","CpG","naïve",7.5,1.75,1,3
"exp2","ncRNA_gene","CpG","naïve",12.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",17.5,0.5,0,1
"exp2","ncRNA_gene","CpG","naïve",22.5,0.25,0,1
"exp2","ncRNA_gene","CpG","naïve",27.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",32.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",37.5,0.25,0,1
"exp2","ncRNA_gene","CpG","naïve",42.5,0.25,0,1
"exp2","ncRNA_gene","CpG","naïve",47.5,0.5,0,1
"exp2","ncRNA_gene","CpG","naïve",52.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",57.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",62.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",67.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",72.5,0,0,0
"exp2","ncRNA_gene","CpG","naïve",77.5,0.25,0,1
"exp2","ncRNA_gene","CpG","naïve",82.5,0.25,0,1
"exp2","ncRNA_gene","CpG","naïve",87.5,1.5,1,3
"exp2","ncRNA_gene","CpG","naïve",92.5,0.5,0,1
"exp2","ncRNA_gene","CpG","naïve",97.5,0,0,0
"exp2","ncRNA_gene","CpG","primed",2.5,64.25,47,88
"exp2","ncRNA_gene","CpG","primed",7.5,1,0,2
"exp2","ncRNA_gene","CpG","primed",12.5,0,0,0
"exp2","ncRNA_gene","CpG","primed",17.5,0,0,0
"exp2","ncRNA_gene","CpG","primed",22.5,0,0,0
"exp2","ncRNA_gene","CpG","primed",27.5,0.25,0,1
"exp2","ncRNA_gene","CpG","primed",32.5,0,0,0
