"experiment","region","context","group","bin_mid","mean_count","min_count","max_count"
"exp1","ncRNA_gene","CHG","control",57.5,0,0,0
"exp1","ncRNA_gene","CHG","control",62.5,0,0,0
"exp1","ncRNA_gene","CHG","control",67.5,0,0,0
"exp1","ncRNA_gene","CHG","control",72.5,0,0,0
"exp1","ncRNA_gene","CHG","control",77.5,0,0,0
"exp1","ncRNA_gene","CHG","control",82.5,0,0,0
"exp1","ncRNA_gene","CHG","control",87.5,0,0,0
"exp1","ncRNA_gene","CHG","control",92.5,0,0,0
"exp1","ncRNA_gene","CHG","control",97.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",2.5,73,52,100
"exp1","ncRNA_gene","CHG","acute",7.5,0.666666666666667,0,1
"exp1","ncRNA_gene","CHG","acute",12.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",17.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",22.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",27.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",32.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",37.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",42.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",47.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",52.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",57.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",62.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",67.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",72.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",77.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",82.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",87.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",92.5,0,0,0
"exp1","ncRNA_gene","CHG","acute",97.5,0,0,0
"exp1","ncRNA_gene","CHH","control",2.5,99,82,113
"exp1","ncRNA_gene","CHH","control",7.5,1,0,3
"exp1","ncRNA_gene","CHH","control",12.5,0,0,0
"exp1","ncRNA_gene","CHH","control",17.5,0,0,0
"exp1","ncRNA_gene","CHH","control",22.5,0,0,0
"exp1","ncRNA_gene","CHH","control",27.5,0,0,0
"exp1","ncRNA_gene","CHH","control",32.5,0,0,0
"exp1","ncRNA_gene","CHH","control",37.5,0,0,0
"exp1","ncRNA_gene","CHH","control",42.5,0,0,0
"exp1","ncRNA_gene","CHH","control",47.5,0,0,0
"exp1","ncRNA_gene","CHH","control",52.5,0,0,0
"exp1","ncRNA_gene","CHH","control",57.5,0,0,0
"exp1","ncRNA_gene","CHH","control",62.5,0,0,0
"exp1","ncRNA_gene","CHH","control",67.5,0,0,0
"exp1","ncRNA_gene","CHH","control",72.5,0,0,0
"exp1","ncRNA_gene","CHH","control",77.5,0,0,0
"exp1","ncRNA_gene","CHH","control",82.5,0,0,0
"exp1","ncRNA_gene","CHH","control",87.5,0,0,0
"exp1","ncRNA_gene","CHH","control",92.5,0,0,0
"exp1","ncRNA_gene","CHH","control",97.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",2.5,76.6666666666667,55,105
"exp1","ncRNA_gene","CHH","acute",7.5,0.333333333333333,0,1
"exp1","ncRNA_gene","CHH","acute",12.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",17.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",22.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",27.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",32.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",37.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",42.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",47.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",52.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",57.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",62.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",67.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",72.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",77.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",82.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",87.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",92.5,0,0,0
"exp1","ncRNA_gene","CHH","acute",97.5,0,0,0
"exp1","promoter","CpG","control",2.5,1556.33333333333,1060,1812
"exp1","promoter","CpG","control",7.5,64,44,80
"exp1","promoter","CpG","control",12.5,10.6666666666667,9,13
"exp1","promoter","CpG","control",17.5,19,9,29
"exp1","promoter","CpG","control",22.5,9,8,11
"exp1","promoter","CpG","control",27.5,6.66666666666667,4,9
"exp1","promoter","CpG","control",32.5,7,6,8
"exp1","promoter","CpG","control",37.5,11,9,14
"exp1","promoter","CpG","control",42.5,6.33333333333333,4,10
"exp1","promoter","CpG","control",47.5,8.33333333333333,5,11
"exp1","promoter","CpG","control",52.5,3.66666666666667,2,5
"exp1","promoter","CpG","control",57.5,5.66666666666667,1,12
"exp1","promoter","CpG","control",62.5,5.33333333333333,4,6
"exp1","promoter","CpG","control",67.5,3,1,4
"exp1","promoter","CpG","control",72.5,2.33333333333333,1,4
"exp1","promoter","CpG","control",77.5,6.66666666666667,2,9
"exp1","promoter","CpG","control",82.5,1.33333333333333,1,2
"exp1","promoter","CpG","control",87.5,5.33333333333333,4,7
"exp1","promoter","CpG","control",92.5,2.33333333333333,1,4
"exp1","promoter","CpG","control",97.5,9,7,10
"exp1","promoter","CpG","acute",2.5,951,685,1480
"exp1","promoter","CpG","acute",7.5,36.6666666666667,26,50
"exp1","promoter","CpG","acute",12.5,8,4,13
"exp1","promoter","CpG","acute",17.5,10.3333333333333,9,12
"exp1","promoter","CpG","acute",22.5,7,3,10
"exp1","promoter","CpG","acute",27.5,8.66666666666667,5,14
"exp1","promoter","CpG","acute",32.5,5,3,8
"exp1","promoter","CpG","acute",37.5,3.66666666666667,3,5
"exp1","promoter","CpG","acute",42.5,2,1,3
"exp1","promoter","CpG","acute",47.5,3.66666666666667,3,5
"exp1","promoter","CpG","acute",52.5,1.66666666666667,0,4
"exp1","promoter","CpG","acute",57.5,3.66666666666667,2,7
"exp1","promoter","CpG","acute",62.5,1.66666666666667,0,5
"exp1","promoter","CpG","acute",67.5,4,2,7
"exp1","promoter","CpG","acute",72.5,3,2,4
"exp1","promoter","CpG","acute",77.5,3.33333333333333,1,7
"exp1","promoter","CpG","acute",82.5,2.33333333333333,1,4
"exp1","promoter","CpG","acute",87.5,1.66666666666667,1,3
"exp1","promoter","CpG","acute",92.5,3.66666666666667,0,9
"exp1","promoter","CpG","acute",97.5,4.33333333333333,2,9
"exp1","promoter","CHG","control",2.5,1780,1231,2073
"exp1","promoter","CHG","control",7.5,32.6666666666667,18,42
"exp1","promoter","CHG","control",12.5,1.66666666666667,1,3
"exp1","promoter","CHG","control",17.5,1.33333333333333,1,2
"exp1","promoter","CHG","control",22.5,0.333333333333333,0,1
"exp1","promoter","CHG","control",27.5,0.333333333333333,0,1
"exp1","promoter","CHG","control",32.5,0.333333333333333,0,1
"exp1","promoter","CHG","control",37.5,0,0,0
"exp1","promoter","CHG","control",42.5,0,0,0
"exp1","promoter","CHG","control",47.5,0,0,0
"exp1","promoter","CHG","control",52.5,0,0,0
"exp1","promoter","CHG","control",57.5,0,0,0
"exp1","promoter","CHG","control",62.5,0,0,0
"exp1","promoter","CHG","control",67.5,0,0,0
"exp1","promoter","CHG","control",72.5,0,0,0
"exp1","promoter","CHG","control",77.5,0,0,0
"exp1","promoter","CHG","control",82.5,0,0,0
"exp1","promoter","CHG","control",87.5,0,0,0
"exp1","promoter","CHG","control",92.5,0,0,0
"exp1","promoter","CHG","control",97.5,0,0,0
"exp1","promoter","CHG","acute",2.5,1090.66666666667,775,1669
"exp1","promoter","CHG","acute",7.5,20,9,30
"exp1","promoter","CHG","acute",12.5,0.666666666666667,0,1
"exp1","promoter","CHG","acute",17.5,1.33333333333333,0,2
"exp1","promoter","CHG","acute",22.5,0.333333333333333,0,1
"exp1","promoter","CHG","acute",27.5,0,0,0
"exp1","promoter","CHG","acute",32.5,0,0,0
"exp1","promoter","CHG","acute",37.5,0.666666666666667,0,2
"exp1","promoter","CHG","acute",42.5,0,0,0
"exp1","promoter","CHG","acute",47.5,0,0,0
"exp1","promoter","CHG","acute",52.5,0,0,0
"exp1","promoter","CHG","acute",57.5,0,0,0
"exp1","promoter","CHG","acute",62.5,0,0,0
"exp1","promoter","CHG","acute",67.5,0,0,0
"exp1","promoter","CHG","acute",72.5,0,0,0
"exp1","promoter","CHG","acute",77.5,0,0,0
"exp1","promoter","CHG","acute",82.5,0,0,0
"exp1","promoter","CHG","acute",87.5,0,0,0
"exp1","promoter","CHG","acute",92.5,0,0,0
"exp1","promoter","CHG","acute",97.5,0,0,0
"exp1","promoter","CHH","control",2.5,2314,1603,2681
"exp1","promoter","CHH","control",7.5,51.3333333333333,25,66
"exp1","promoter","CHH","control",12.5,1,0,2
"exp1","promoter","CHH","control",17.5,0.333333333333333,0,1
"exp1","promoter","CHH","control",22.5,0.333333333333333,0,1
"exp1","promoter","CHH","control",27.5,0.666666666666667,0,1
"exp1","promoter","CHH","control",32.5,0,0,0
"exp1","promoter","CHH","control",37.5,0,0,0
"exp1","promoter","CHH","control",42.5,0,0,0
"exp1","promoter","CHH","control",47.5,0,0,0
"exp1","promoter","CHH","control",52.5,0,0,0
"exp1","promoter","CHH","control",57.5,0,0,0
"exp1","promoter","CHH","control",62.5,0,0,0
"exp1","promoter","CHH","control",67.5,0,0,0
"exp1","promoter","CHH","control",72.5,0,0,0
"exp1","promoter","CHH","control",77.5,0,0,0
"exp1","promoter","CHH","control",82.5,0,0,0
"exp1","promoter","CHH","control",87.5,0,0,0
"exp1","promoter","CHH","control",92.5,0,0,0
"exp1","promoter","CHH","control",97.5,0,0,0
"exp1","promoter","CHH","acute",2.5,1392,994,2135
"exp1","promoter","CHH","acute",7.5,23.3333333333333,12,43
"exp1","promoter","CHH","acute",12.5,1,1,1
"exp1","promoter","CHH","acute",17.5,1,0,2
"exp1","promoter","CHH","acute",22.5,0.333333333333333,0,1
"exp1","promoter","CHH","acute",27.5,0,0,0
"exp1","promoter","CHH","acute",32.5,0.666666666666667,0,2
"exp1","promoter","CHH","acute",37.5,0,0,0
"exp1","promoter","CHH","acute",42.5,0,0,0
"exp1","promoter","CHH","acute",47.5,0,0,0
"exp1","promoter","CHH","acute",52.5,0,0,0
"exp1","promoter","CHH","acute",57.5,0,0,0
"exp1","promoter","CHH","acute",62.5,0,0,0
"exp1","promoter","CHH","acute",67.5,0,0,0
"exp1","promoter","CHH","acute",72.5,0,0,0
"exp1","promoter","CHH","acute",77.5,0,0,0
"exp1","promoter","CHH","acute",82.5,0,0,0
"exp1","promoter","CHH","acute",87.5,0,0,0
"exp1","promoter","CHH","acute",92.5,0,0,0
"exp1","promoter","CHH","acute",97.5,0,0,0
"exp1","three_prime_UTR","CpG","control",2.5,204,127,267
"exp1","three_prime_UTR","CpG","control",7.5,6,1,13
"exp1","three_prime_UTR","CpG","control",12.5,2.33333333333333,1,3
"exp1","three_prime_UTR","CpG","control",17.5,2.33333333333333,1,3
"exp1","three_prime_UTR","CpG","control",22.5,2.66666666666667,1,4
"exp1","three_prime_UTR","CpG","control",27.5,2.66666666666667,0,5
"exp1","three_prime_UTR","CpG","control",32.5,2.33333333333333,0,6
"exp1","three_prime_UTR","CpG","control",37.5,2.66666666666667,1,5
"exp1","three_prime_UTR","CpG","control",42.5,0.666666666666667,0,1
"exp1","three_prime_UTR","CpG","control",47.5,2,1,4
"exp1","three_prime_UTR","CpG","control",52.5,2,1,3
"exp1","three_prime_UTR","CpG","control",57.5,2.66666666666667,1,5
"exp1","three_prime_UTR","CpG","control",62.5,0.666666666666667,0,1
"exp1","three_prime_UTR","CpG","control",67.5,2,1,3
"exp1","three_prime_UTR","CpG","control",72.5,0,0,0
"exp1","three_prime_UTR","CpG","control",77.5,4,0,7
"exp1","three_prime_UTR","CpG","control",82.5,1.33333333333333,1,2
"exp1","three_prime_UTR","CpG","control",87.5,3.33333333333333,1,5
"exp1","three_prime_UTR","CpG","control",92.5,2.66666666666667,0,5
"exp1","three_prime_UTR","CpG","control",97.5,7.66666666666667,5,12
"exp1","three_prime_UTR","CpG","acute",2.5,88.6666666666667,49,146
"exp1","three_prime_UTR","CpG","acute",7.5,5.66666666666667,3,7
"exp1","three_prime_UTR","CpG","acute",12.5,1,0,2
"exp1","three_prime_UTR","CpG","acute",17.5,1,0,2
"exp1","three_prime_UTR","CpG","acute",22.5,1.33333333333333,1,2
"exp1","three_prime_UTR","CpG","acute",27.5,1.33333333333333,1,2
"exp1","three_prime_UTR","CpG","acute",32.5,0.333333333333333,0,1
"exp1","three_prime_UTR","CpG","acute",37.5,0.666666666666667,0,2
"exp1","three_prime_UTR","CpG","acute",42.5,0.666666666666667,0,2
"exp1","three_prime_UTR","CpG","acute",47.5,2.33333333333333,1,3
"exp1","three_prime_UTR","CpG","acute",52.5,1,0,2
"exp1","three_prime_UTR","CpG","acute",57.5,0,0,0
"exp1","three_prime_UTR","CpG","acute",62.5,1.33333333333333,0,3
"exp1","three_prime_UTR","CpG","acute",67.5,1,0,3
"exp1","three_prime_UTR","CpG","acute",72.5,0,0,0
"exp1","three_prime_UTR","CpG","acute",77.5,1,0,2
"exp1","three_prime_UTR","CpG","acute",82.5,0,0,0
"exp1","three_prime_UTR","CpG","acute",87.5,1.33333333333333,0,2
"exp1","three_prime_UTR","CpG","acute",92.5,1.66666666666667,0,5
"exp1","three_prime_UTR","CpG","acute",97.5,3.66666666666667,3,5
"exp1","three_prime_UTR","CHG","control",2.5,303,187,379
"exp1","three_prime_UTR","CHG","control",7.5,6,1,10
"exp1","three_prime_UTR","CHG","control",12.5,0,0,0
"exp1","three_prime_UTR","CHG","control",17.5,0.333333333333333,0,1
"exp1","three_prime_UTR","CHG","control",22.5,0,0,0
"exp1","three_prime_UTR","CHG","control",27.5,0,0,0
"exp1","three_prime_UTR","CHG","control",32.5,0,0,0
"exp1","three_prime_UTR","CHG","control",37.5,0,0,0
"exp1","three_prime_UTR","CHG","control",42.5,0,0,0
"exp1","three_prime_UTR","CHG","control",47.5,0,0,0
"exp1","three_prime_UTR","CHG","control",52.5,0,0,0
"exp1","three_prime_UTR","CHG","control",57.5,0,0,0
"exp1","three_prime_UTR","CHG","control",62.5,0,0,0
"exp1","three_prime_UTR","CHG","control",67.5,0,0,0
"exp1","three_prime_UTR","CHG","control",72.5,0,0,0
"exp1","three_prime_UTR","CHG","control",77.5,0,0,0
"exp1","three_prime_UTR","CHG","control",82.5,0,0,0
"exp1","three_prime_UTR","CHG","control",87.5,0,0,0
"exp1","three_prime_UTR","CHG","control",92.5,0,0,0
"exp1","three_prime_UTR","CHG","control",97.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",2.5,141,93,229
"exp1","three_prime_UTR","CHG","acute",7.5,7.33333333333333,2,11
"exp1","three_prime_UTR","CHG","acute",12.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",17.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",22.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",27.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",32.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",37.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",42.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",47.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",52.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",57.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",62.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",67.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",72.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",77.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",82.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",87.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",92.5,0,0,0
"exp1","three_prime_UTR","CHG","acute",97.5,0,0,0
"exp1","three_prime_UTR","CHH","control",2.5,442.333333333333,260,572
"exp1","three_prime_UTR","CHH","control",7.5,7.66666666666667,3,16
"exp1","three_prime_UTR","CHH","control",12.5,1.33333333333333,0,4
"exp1","three_prime_UTR","CHH","control",17.5,1.33333333333333,0,4
"exp1","three_prime_UTR","CHH","control",22.5,0,0,0
"exp1","three_prime_UTR","CHH","control",27.5,0,0,0
"exp1","three_prime_UTR","CHH","control",32.5,0.333333333333333,0,1
"exp1","three_prime_UTR","CHH","control",37.5,0,0,0
"exp1","three_prime_UTR","CHH","control",42.5,0,0,0
"exp1","three_prime_UTR","CHH","control",47.5,0,0,0
"exp1","three_prime_UTR","CHH","control",52.5,0,0,0
"exp1","three_prime_UTR","CHH","control",57.5,0,0,0
"exp1","three_prime_UTR","CHH","control",62.5,0,0,0
"exp1","three_prime_UTR","CHH","control",67.5,0,0,0
"exp1","three_prime_UTR","CHH","control",72.5,0,0,0
"exp1","three_prime_UTR","CHH","control",77.5,0,0,0
"exp1","three_prime_UTR","CHH","control",82.5,0,0,0
"exp1","three_prime_UTR","CHH","control",87.5,0,0,0
"exp1","three_prime_UTR","CHH","control",92.5,0,0,0
"exp1","three_prime_UTR","CHH","control",97.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",2.5,208.666666666667,138,335
"exp1","three_prime_UTR","CHH","acute",7.5,4.66666666666667,3,6
"exp1","three_prime_UTR","CHH","acute",12.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",17.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",22.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",27.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",32.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",37.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",42.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",47.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",52.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",57.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",62.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",67.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",72.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",77.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",82.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",87.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",92.5,0,0,0
"exp1","three_prime_UTR","CHH","acute",97.5,0,0,0
"exp2","dispersed_repeat","CpG","naïve",2.5,7961,4877,12772
"exp2","dispersed_repeat","CpG","naïve",7.5,343,236,496
"exp2","dispersed_repeat","CpG","naïve",12.5,98.25,76,141
"exp2","dispersed_repeat","CpG","naïve",17.5,129,70,202
"exp2","dispersed_repeat","CpG","naïve",22.5,60.75,31,92
"exp2","dispersed_repeat","CpG","naïve",27.5,88.25,60,121
"exp2","dispersed_repeat","CpG","naïve",32.5,41.25,28,57
"exp2","dispersed_repeat","CpG","naïve",37.5,73,36,115
"exp2","dispersed_repeat","CpG","naïve",42.5,32.75,22,46
"exp2","dispersed_repeat","CpG","naïve",47.5,56.75,40,96
"exp2","dispersed_repeat","CpG","naïve",52.5,25.75,17,32
"exp2","dispersed_repeat","CpG","naïve",57.5,44,22,70
"exp2","dispersed_repeat","CpG","naïve",62.5,26.5,18,38
"exp2","dispersed_repeat","CpG","naïve",67.5,44,24,71
"exp2","dispersed_repeat","CpG","naïve",72.5,28,19,47
"exp2","dispersed_repeat","CpG","naïve",77.5,41.25,20,79
"exp2","dispersed_repeat","CpG","naïve",82.5,32.5,18,57
"exp2","dispersed_repeat","CpG","naïve",87.5,52,27,105
"exp2","dispersed_repeat","CpG","naïve",92.5,40.75,20,82
"exp2","dispersed_repeat","CpG","naïve",97.5,153,54,318
"exp2","dispersed_repeat","CpG","primed",2.5,5622,3616,9362
"exp2","dispersed_repeat","CpG","primed",7.5,273,155,467
"exp2","dispersed_repeat","CpG","primed",12.5,74,44,122
"exp2","dispersed_repeat","CpG","primed",17.5,87.5,62,122
"exp2","dispersed_repeat","CpG","primed",22.5,53,44,80
"exp2","dispersed_repeat","CpG","primed",27.5,68,47,111
"exp2","dispersed_repeat","CpG","primed",32.5,36.75,26,62
"exp2","dispersed_repeat","CpG","primed",37.5,60,33,80
"exp2","dispersed_repeat","CpG","primed",42.5,25.75,18,37
"exp2","dispersed_repeat","CpG","primed",47.5,53.75,39,73
"exp2","dispersed_repeat","CpG","primed",52.5,21.5,12,31
"exp2","dispersed_repeat","CpG","primed",57.5,42.75,27,61
"exp2","dispersed_repeat","CpG","primed",62.5,26.75,19,39
"exp2","dispersed_repeat","CpG","primed",67.5,27.25,16,59
"exp2","dispersed_repeat","CpG","primed",72.5,24.5,20,29
"exp2","dispersed_repeat","CpG","primed",77.5,34,20,66
"exp2","dispersed_repeat","CpG","primed",82.5,22.25,14,36
"exp2","dispersed_repeat","CpG","primed",87.5,38,25,72
"exp2","dispersed_repeat","CpG","primed",92.5,24.5,17,41
"exp2","dispersed_repeat","CpG","primed",97.5,100.75,42,220
"exp2","dispersed_repeat","CHG","naïve",2.5,9625.25,5869,15520
"exp2","dispersed_repeat","CHG","naïve",7.5,181.75,120,250
"exp2","dispersed_repeat","CHG","naïve",12.5,14,10,22
"exp2","dispersed_repeat","CHG","naïve",17.5,13.25,5,28
"exp2","dispersed_repeat","CHG","naïve",22.5,4,1,6
"exp2","dispersed_repeat","CHG","naïve",27.5,1.5,0,4
"exp2","dispersed_repeat","CHG","naïve",32.5,0.75,0,2
"exp2","dispersed_repeat","CHG","naïve",37.5,1.5,1,2
"exp2","dispersed_repeat","CHG","naïve",42.5,0.5,0,2
"exp2","dispersed_repeat","CHG","naïve",47.5,1.25,0,3
"exp2","dispersed_repeat","CHG","naïve",52.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",57.5,0.25,0,1
"exp2","dispersed_repeat","CHG","naïve",62.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",67.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",72.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",77.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",82.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",87.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",92.5,0,0,0
"exp2","dispersed_repeat","CHG","naïve",97.5,0,0,0
"exp2","dispersed_repeat","CHG","primed",2.5,6834.75,4451,11324
"exp2","dispersed_repeat","CHG","primed",7.5,154.75,86,311
"exp2","dispersed_repeat","CHG","primed",12.5,12.75,8,20
"exp2","dispersed_repeat","CHG","primed",17.5,10.5,4,21
"exp2","dispersed_repeat","CHG","primed",22.5,2,0,4
"exp2","dispersed_repeat","CHG","primed",27.5,3.25,0,8
"exp2","dispersed_repeat","CHG","primed",32.5,0.25,0,1
"exp2","dispersed_repeat","CHG","primed",37.5,1.25,0,3
"exp2","dispersed_repeat","CHG","primed",42.5,0.25,0,1
"exp2","dispersed_repeat","CHG","primed",47.5,1.25,0,3
"exp2","dispersed_repeat","CHG","primed",52.5,0.5,0,2
"exp2","dispersed_repeat","CHG","primed",57.5,0.75,0,2
"exp2","dispersed_repeat","CHG","primed",62.5,0,0,0
"exp2","dispersed_repeat","CHG","primed",67.5,0.75,0,2
"exp2","dispersed_repeat","CHG","primed",72.5,0,0,0
"exp2","dispersed_repeat","CHG","primed",77.5,0,0,0
"exp2","dispersed_repeat","CHG","primed",82.5,0,0,0
"exp2","dispersed_repeat","CHG","primed",87.5,0.5,0,2
"exp2","dispersed_repeat","CHG","primed",92.5,0,0,0
"exp2","dispersed_repeat","CHG","primed",97.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",2.5,12911.75,7633,21121
"exp2","dispersed_repeat","CHH","naïve",7.5,258.75,174,379
"exp2","dispersed_repeat","CHH","naïve",12.5,17.5,10,26
"exp2","dispersed_repeat","CHH","naïve",17.5,15,4,29
"exp2","dispersed_repeat","CHH","naïve",22.5,3.5,1,6
"exp2","dispersed_repeat","CHH","naïve",27.5,1.75,0,5
"exp2","dispersed_repeat","CHH","naïve",32.5,0.25,0,1
"exp2","dispersed_repeat","CHH","naïve",37.5,1.25,0,4
"exp2","dispersed_repeat","CHH","naïve",42.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",47.5,0.75,0,1
"exp2","dispersed_repeat","CHH","naïve",52.5,0.5,0,2
"exp2","dispersed_repeat","CHH","naïve",57.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",62.5,0.25,0,1
"exp2","dispersed_repeat","CHH","naïve",67.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",72.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",77.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",82.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",87.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",92.5,0,0,0
"exp2","dispersed_repeat","CHH","naïve",97.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",2.5,9307,6080,15485
"exp2","dispersed_repeat","CHH","primed",7.5,226.75,149,407
"exp2","dispersed_repeat","CHH","primed",12.5,19.25,6,42
"exp2","dispersed_repeat","CHH","primed",17.5,15.25,11,26
"exp2","dispersed_repeat","CHH","primed",22.5,3,1,4
"exp2","dispersed_repeat","CHH","primed",27.5,3.75,0,10
"exp2","dispersed_repeat","CHH","primed",32.5,1.5,0,3
"exp2","dispersed_repeat","CHH","primed",37.5,3.75,1,11
"exp2","dispersed_repeat","CHH","primed",42.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",47.5,1.5,0,3
"exp2","dispersed_repeat","CHH","primed",52.5,0.5,0,2
"exp2","dispersed_repeat","CHH","primed",57.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",62.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",67.5,0.5,0,1
"exp2","dispersed_repeat","CHH","primed",72.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",77.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",82.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",87.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",92.5,0,0,0
"exp2","dispersed_repeat","CHH","primed",97.5,0,0,0
"exp2","downstream_region","CpG","naïve",2.5,1340.75,730,2330
"exp2","downstream_region","CpG","naïve",7.5,53.75,36,74
"exp2","downstream_region","CpG","naïve",12.5,16,7,24
"exp2","downstream_region","CpG","naïve",17.5,20.5,11,34
"exp2","downstream_region","CpG","naïve",22.5,13.5,6,17
"exp2","downstream_region","CpG","naïve",27.5,18.25,15,22
"exp2","downstream_region","CpG","naïve",32.5,10.75,7,15
"exp2","downstream_region","CpG","naïve",37.5,12.75,3,23
"exp2","downstream_region","CpG","naïve",42.5,7.5,2,12
"exp2","downstream_region","CpG","naïve",47.5,13.5,6,21
"exp2","downstream_region","CpG","naïve",52.5,5.5,2,10
"exp2","downstream_region","CpG","naïve",57.5,8.5,3,15
"exp2","downstream_region","CpG","naïve",62.5,4,2,5
"exp2","downstream_region","CpG","naïve",67.5,8.75,5,12
"exp2","downstream_region","CpG","naïve",72.5,6.5,4,9
"exp2","downstream_region","CpG","naïve",77.5,7.5,4,11
"exp2","downstream_region","CpG","naïve",82.5,6.75,3,14
"exp2","downstream_region","CpG","naïve",87.5,12.5,1,29
"exp2","downstream_region","CpG","naïve",92.5,5,1,13
"exp2","downstream_region","CpG","naïve",97.5,24.5,10,51
"exp2","downstream_region","CpG","primed",2.5,889.5,524,1577
"exp2","downstream_region","CpG","primed",7.5,48.25,31,84
"exp2","downstream_region","CpG","primed",12.5,13,8,16
