"region","context","experiment","group","sample_id","bin_mid","count"
"dispersed_repeat","CpG","exp1","control","13",2.5,9394
"dispersed_repeat","CpG","exp1","control","13",7.5,456
"dispersed_repeat","CpG","exp1","control","13",12.5,106
"dispersed_repeat","CpG","exp1","control","13",17.5,162
"dispersed_repeat","CpG","exp1","control","13",22.5,92
"dispersed_repeat","CpG","exp1","control","13",27.5,92
"dispersed_repeat","CpG","exp1","control","13",32.5,64
"dispersed_repeat","CpG","exp1","control","13",37.5,74
"dispersed_repeat","CpG","exp1","control","13",42.5,43
"dispersed_repeat","CpG","exp1","control","13",47.5,71
"dispersed_repeat","CpG","exp1","control","13",52.5,40
"dispersed_repeat","CpG","exp1","control","13",57.5,53
"dispersed_repeat","CpG","exp1","control","13",62.5,29
"dispersed_repeat","CpG","exp1","control","13",67.5,50
"dispersed_repeat","CpG","exp1","control","13",72.5,31
"dispersed_repeat","CpG","exp1","control","13",77.5,56
"dispersed_repeat","CpG","exp1","control","13",82.5,45
"dispersed_repeat","CpG","exp1","control","13",87.5,69
"dispersed_repeat","CpG","exp1","control","13",92.5,53
"dispersed_repeat","CpG","exp1","control","13",97.5,179
"dispersed_repeat","CpG","exp1","control","16",2.5,6217
"dispersed_repeat","CpG","exp1","control","16",7.5,307
"dispersed_repeat","CpG","exp1","control","16",12.5,81
"dispersed_repeat","CpG","exp1","control","16",17.5,126
"dispersed_repeat","CpG","exp1","control","16",22.5,67
"dispersed_repeat","CpG","exp1","control","16",27.5,58
"dispersed_repeat","CpG","exp1","control","16",32.5,49
"dispersed_repeat","CpG","exp1","control","16",37.5,58
"dispersed_repeat","CpG","exp1","control","16",42.5,34
"dispersed_repeat","CpG","exp1","control","16",47.5,47
"dispersed_repeat","CpG","exp1","control","16",52.5,23
"dispersed_repeat","CpG","exp1","control","16",57.5,30
"dispersed_repeat","CpG","exp1","control","16",62.5,25
"dispersed_repeat","CpG","exp1","control","16",67.5,35
"dispersed_repeat","CpG","exp1","control","16",72.5,16
"dispersed_repeat","CpG","exp1","control","16",77.5,41
"dispersed_repeat","CpG","exp1","control","16",82.5,30
"dispersed_repeat","CpG","exp1","control","16",87.5,27
"dispersed_repeat","CpG","exp1","control","16",92.5,19
"dispersed_repeat","CpG","exp1","control","16",97.5,117
"dispersed_repeat","CpG","exp1","control","9",2.5,9067
"dispersed_repeat","CpG","exp1","control","9",7.5,375
"dispersed_repeat","CpG","exp1","control","9",12.5,125
"dispersed_repeat","CpG","exp1","control","9",17.5,149
"dispersed_repeat","CpG","exp1","control","9",22.5,77
"dispersed_repeat","CpG","exp1","control","9",27.5,86
"dispersed_repeat","CpG","exp1","control","9",32.5,50
"dispersed_repeat","CpG","exp1","control","9",37.5,85
"dispersed_repeat","CpG","exp1","control","9",42.5,41
"dispersed_repeat","CpG","exp1","control","9",47.5,72
"dispersed_repeat","CpG","exp1","control","9",52.5,54
"dispersed_repeat","CpG","exp1","control","9",57.5,42
"dispersed_repeat","CpG","exp1","control","9",62.5,36
"dispersed_repeat","CpG","exp1","control","9",67.5,32
"dispersed_repeat","CpG","exp1","control","9",72.5,30
"dispersed_repeat","CpG","exp1","control","9",77.5,53
"dispersed_repeat","CpG","exp1","control","9",82.5,38
"dispersed_repeat","CpG","exp1","control","9",87.5,64
"dispersed_repeat","CpG","exp1","control","9",92.5,50
"dispersed_repeat","CpG","exp1","control","9",97.5,211
"dispersed_repeat","CpG","exp1","acute","15",2.5,7766
"dispersed_repeat","CpG","exp1","acute","15",7.5,316
"dispersed_repeat","CpG","exp1","acute","15",12.5,97
"dispersed_repeat","CpG","exp1","acute","15",17.5,131
"dispersed_repeat","CpG","exp1","acute","15",22.5,66
"dispersed_repeat","CpG","exp1","acute","15",27.5,103
"dispersed_repeat","CpG","exp1","acute","15",32.5,39
"dispersed_repeat","CpG","exp1","acute","15",37.5,64
"dispersed_repeat","CpG","exp1","acute","15",42.5,37
"dispersed_repeat","CpG","exp1","acute","15",47.5,56
"dispersed_repeat","CpG","exp1","acute","15",52.5,33
"dispersed_repeat","CpG","exp1","acute","15",57.5,45
"dispersed_repeat","CpG","exp1","acute","15",62.5,19
"dispersed_repeat","CpG","exp1","acute","15",67.5,41
"dispersed_repeat","CpG","exp1","acute","15",72.5,26
"dispersed_repeat","CpG","exp1","acute","15",77.5,37
"dispersed_repeat","CpG","exp1","acute","15",82.5,33
"dispersed_repeat","CpG","exp1","acute","15",87.5,51
"dispersed_repeat","CpG","exp1","acute","15",92.5,42
"dispersed_repeat","CpG","exp1","acute","15",97.5,136
"dispersed_repeat","CpG","exp1","acute","22",2.5,4115
"dispersed_repeat","CpG","exp1","acute","22",7.5,213
"dispersed_repeat","CpG","exp1","acute","22",12.5,49
"dispersed_repeat","CpG","exp1","acute","22",17.5,75
"dispersed_repeat","CpG","exp1","acute","22",22.5,43
"dispersed_repeat","CpG","exp1","acute","22",27.5,43
"dispersed_repeat","CpG","exp1","acute","22",32.5,34
"dispersed_repeat","CpG","exp1","acute","22",37.5,43
"dispersed_repeat","CpG","exp1","acute","22",42.5,35
"dispersed_repeat","CpG","exp1","acute","22",47.5,23
"dispersed_repeat","CpG","exp1","acute","22",52.5,18
"dispersed_repeat","CpG","exp1","acute","22",57.5,21
"dispersed_repeat","CpG","exp1","acute","22",62.5,14
"dispersed_repeat","CpG","exp1","acute","22",67.5,23
"dispersed_repeat","CpG","exp1","acute","22",72.5,16
"dispersed_repeat","CpG","exp1","acute","22",77.5,26
"dispersed_repeat","CpG","exp1","acute","22",82.5,24
"dispersed_repeat","CpG","exp1","acute","22",87.5,19
"dispersed_repeat","CpG","exp1","acute","22",92.5,16
"dispersed_repeat","CpG","exp1","acute","22",97.5,48
"dispersed_repeat","CpG","exp1","acute","27",2.5,4111
"dispersed_repeat","CpG","exp1","acute","27",7.5,192
"dispersed_repeat","CpG","exp1","acute","27",12.5,69
"dispersed_repeat","CpG","exp1","acute","27",17.5,82
"dispersed_repeat","CpG","exp1","acute","27",22.5,41
"dispersed_repeat","CpG","exp1","acute","27",27.5,38
"dispersed_repeat","CpG","exp1","acute","27",32.5,28
"dispersed_repeat","CpG","exp1","acute","27",37.5,38
"dispersed_repeat","CpG","exp1","acute","27",42.5,17
"dispersed_repeat","CpG","exp1","acute","27",47.5,43
"dispersed_repeat","CpG","exp1","acute","27",52.5,19
"dispersed_repeat","CpG","exp1","acute","27",57.5,24
"dispersed_repeat","CpG","exp1","acute","27",62.5,13
"dispersed_repeat","CpG","exp1","acute","27",67.5,17
"dispersed_repeat","CpG","exp1","acute","27",72.5,20
"dispersed_repeat","CpG","exp1","acute","27",77.5,26
"dispersed_repeat","CpG","exp1","acute","27",82.5,9
"dispersed_repeat","CpG","exp1","acute","27",87.5,23
"dispersed_repeat","CpG","exp1","acute","27",92.5,25
"dispersed_repeat","CpG","exp1","acute","27",97.5,45
"dispersed_repeat","CpG","exp2","naïve","10",2.5,4877
"dispersed_repeat","CpG","exp2","naïve","10",7.5,236
"dispersed_repeat","CpG","exp2","naïve","10",12.5,76
"dispersed_repeat","CpG","exp2","naïve","10",17.5,70
"dispersed_repeat","CpG","exp2","naïve","10",22.5,31
"dispersed_repeat","CpG","exp2","naïve","10",27.5,60
"dispersed_repeat","CpG","exp2","naïve","10",32.5,28
"dispersed_repeat","CpG","exp2","naïve","10",37.5,36
"dispersed_repeat","CpG","exp2","naïve","10",42.5,27
"dispersed_repeat","CpG","exp2","naïve","10",47.5,40
"dispersed_repeat","CpG","exp2","naïve","10",52.5,17
"dispersed_repeat","CpG","exp2","naïve","10",57.5,22
"dispersed_repeat","CpG","exp2","naïve","10",62.5,19
"dispersed_repeat","CpG","exp2","naïve","10",67.5,24
"dispersed_repeat","CpG","exp2","naïve","10",72.5,20
"dispersed_repeat","CpG","exp2","naïve","10",77.5,20
"dispersed_repeat","CpG","exp2","naïve","10",82.5,20
"dispersed_repeat","CpG","exp2","naïve","10",87.5,27
"dispersed_repeat","CpG","exp2","naïve","10",92.5,23
"dispersed_repeat","CpG","exp2","naïve","10",97.5,54
"dispersed_repeat","CpG","exp2","naïve","11",2.5,5871
"dispersed_repeat","CpG","exp2","naïve","11",7.5,279
"dispersed_repeat","CpG","exp2","naïve","11",12.5,78
"dispersed_repeat","CpG","exp2","naïve","11",17.5,95
"dispersed_repeat","CpG","exp2","naïve","11",22.5,47
"dispersed_repeat","CpG","exp2","naïve","11",27.5,78
"dispersed_repeat","CpG","exp2","naïve","11",32.5,35
"dispersed_repeat","CpG","exp2","naïve","11",37.5,66
"dispersed_repeat","CpG","exp2","naïve","11",42.5,22
"dispersed_repeat","CpG","exp2","naïve","11",47.5,42
"dispersed_repeat","CpG","exp2","naïve","11",52.5,25
"dispersed_repeat","CpG","exp2","naïve","11",57.5,31
"dispersed_repeat","CpG","exp2","naïve","11",62.5,18
"dispersed_repeat","CpG","exp2","naïve","11",67.5,31
"dispersed_repeat","CpG","exp2","naïve","11",72.5,19
"dispersed_repeat","CpG","exp2","naïve","11",77.5,27
"dispersed_repeat","CpG","exp2","naïve","11",82.5,18
"dispersed_repeat","CpG","exp2","naïve","11",87.5,30
"dispersed_repeat","CpG","exp2","naïve","11",92.5,20
"dispersed_repeat","CpG","exp2","naïve","11",97.5,83
"dispersed_repeat","CpG","exp2","naïve","6",2.5,8324
"dispersed_repeat","CpG","exp2","naïve","6",7.5,361
"dispersed_repeat","CpG","exp2","naïve","6",12.5,98
"dispersed_repeat","CpG","exp2","naïve","6",17.5,149
"dispersed_repeat","CpG","exp2","naïve","6",22.5,73
"dispersed_repeat","CpG","exp2","naïve","6",27.5,94
"dispersed_repeat","CpG","exp2","naïve","6",32.5,45
"dispersed_repeat","CpG","exp2","naïve","6",37.5,75
"dispersed_repeat","CpG","exp2","naïve","6",42.5,36
"dispersed_repeat","CpG","exp2","naïve","6",47.5,49
"dispersed_repeat","CpG","exp2","naïve","6",52.5,29
"dispersed_repeat","CpG","exp2","naïve","6",57.5,53
"dispersed_repeat","CpG","exp2","naïve","6",62.5,31
"dispersed_repeat","CpG","exp2","naïve","6",67.5,50
"dispersed_repeat","CpG","exp2","naïve","6",72.5,26
"dispersed_repeat","CpG","exp2","naïve","6",77.5,39
"dispersed_repeat","CpG","exp2","naïve","6",82.5,35
"dispersed_repeat","CpG","exp2","naïve","6",87.5,46
"dispersed_repeat","CpG","exp2","naïve","6",92.5,38
"dispersed_repeat","CpG","exp2","naïve","6",97.5,157
"dispersed_repeat","CpG","exp2","naïve","7",2.5,12772
"dispersed_repeat","CpG","exp2","naïve","7",7.5,496
"dispersed_repeat","CpG","exp2","naïve","7",12.5,141
"dispersed_repeat","CpG","exp2","naïve","7",17.5,202
"dispersed_repeat","CpG","exp2","naïve","7",22.5,92
"dispersed_repeat","CpG","exp2","naïve","7",27.5,121
"dispersed_repeat","CpG","exp2","naïve","7",32.5,57
"dispersed_repeat","CpG","exp2","naïve","7",37.5,115
"dispersed_repeat","CpG","exp2","naïve","7",42.5,46
"dispersed_repeat","CpG","exp2","naïve","7",47.5,96
"dispersed_repeat","CpG","exp2","naïve","7",52.5,32
"dispersed_repeat","CpG","exp2","naïve","7",57.5,70
"dispersed_repeat","CpG","exp2","naïve","7",62.5,38
"dispersed_repeat","CpG","exp2","naïve","7",67.5,71
"dispersed_repeat","CpG","exp2","naïve","7",72.5,47
"dispersed_repeat","CpG","exp2","naïve","7",77.5,79
"dispersed_repeat","CpG","exp2","naïve","7",82.5,57
"dispersed_repeat","CpG","exp2","naïve","7",87.5,105
"dispersed_repeat","CpG","exp2","naïve","7",92.5,82
"dispersed_repeat","CpG","exp2","naïve","7",97.5,318
"dispersed_repeat","CpG","exp2","primed","14",2.5,5263
"dispersed_repeat","CpG","exp2","primed","14",7.5,258
"dispersed_repeat","CpG","exp2","primed","14",12.5,70
"dispersed_repeat","CpG","exp2","primed","14",17.5,88
"dispersed_repeat","CpG","exp2","primed","14",22.5,44
"dispersed_repeat","CpG","exp2","primed","14",27.5,64
"dispersed_repeat","CpG","exp2","primed","14",32.5,26
"dispersed_repeat","CpG","exp2","primed","14",37.5,71
"dispersed_repeat","CpG","exp2","primed","14",42.5,18
"dispersed_repeat","CpG","exp2","primed","14",47.5,55
"dispersed_repeat","CpG","exp2","primed","14",52.5,29
"dispersed_repeat","CpG","exp2","primed","14",57.5,48
"dispersed_repeat","CpG","exp2","primed","14",62.5,29
"dispersed_repeat","CpG","exp2","primed","14",67.5,16
"dispersed_repeat","CpG","exp2","primed","14",72.5,28
"dispersed_repeat","CpG","exp2","primed","14",77.5,20
"dispersed_repeat","CpG","exp2","primed","14",82.5,25
"dispersed_repeat","CpG","exp2","primed","14",87.5,28
"dispersed_repeat","CpG","exp2","primed","14",92.5,22
"dispersed_repeat","CpG","exp2","primed","14",97.5,79
"dispersed_repeat","CpG","exp2","primed","2",2.5,9362
"dispersed_repeat","CpG","exp2","primed","2",7.5,467
"dispersed_repeat","CpG","exp2","primed","2",12.5,122
"dispersed_repeat","CpG","exp2","primed","2",17.5,122
"dispersed_repeat","CpG","exp2","primed","2",22.5,80
"dispersed_repeat","CpG","exp2","primed","2",27.5,111
"dispersed_repeat","CpG","exp2","primed","2",32.5,62
"dispersed_repeat","CpG","exp2","primed","2",37.5,80
"dispersed_repeat","CpG","exp2","primed","2",42.5,37
"dispersed_repeat","CpG","exp2","primed","2",47.5,73
"dispersed_repeat","CpG","exp2","primed","2",52.5,31
"dispersed_repeat","CpG","exp2","primed","2",57.5,61
"dispersed_repeat","CpG","exp2","primed","2",62.5,39
"dispersed_repeat","CpG","exp2","primed","2",67.5,59
"dispersed_repeat","CpG","exp2","primed","2",72.5,29
"dispersed_repeat","CpG","exp2","primed","2",77.5,66
"dispersed_repeat","CpG","exp2","primed","2",82.5,36
"dispersed_repeat","CpG","exp2","primed","2",87.5,72
"dispersed_repeat","CpG","exp2","primed","2",92.5,41
"dispersed_repeat","CpG","exp2","primed","2",97.5,220
"dispersed_repeat","CpG","exp2","primed","20",2.5,3616
"dispersed_repeat","CpG","exp2","primed","20",7.5,155
"dispersed_repeat","CpG","exp2","primed","20",12.5,60
"dispersed_repeat","CpG","exp2","primed","20",17.5,62
"dispersed_repeat","CpG","exp2","primed","20",22.5,44
"dispersed_repeat","CpG","exp2","primed","20",27.5,50
"dispersed_repeat","CpG","exp2","primed","20",32.5,26
"dispersed_repeat","CpG","exp2","primed","20",37.5,33
"dispersed_repeat","CpG","exp2","primed","20",42.5,24
"dispersed_repeat","CpG","exp2","primed","20",47.5,39
"dispersed_repeat","CpG","exp2","primed","20",52.5,12
"dispersed_repeat","CpG","exp2","primed","20",57.5,35
"dispersed_repeat","CpG","exp2","primed","20",62.5,19
"dispersed_repeat","CpG","exp2","primed","20",67.5,17
"dispersed_repeat","CpG","exp2","primed","20",72.5,20
"dispersed_repeat","CpG","exp2","primed","20",77.5,25
"dispersed_repeat","CpG","exp2","primed","20",82.5,14
"dispersed_repeat","CpG","exp2","primed","20",87.5,27
"dispersed_repeat","CpG","exp2","primed","20",92.5,18
"dispersed_repeat","CpG","exp2","primed","20",97.5,42
"dispersed_repeat","CpG","exp2","primed","21",2.5,4247
"dispersed_repeat","CpG","exp2","primed","21",7.5,212
"dispersed_repeat","CpG","exp2","primed","21",12.5,44
"dispersed_repeat","CpG","exp2","primed","21",17.5,78
"dispersed_repeat","CpG","exp2","primed","21",22.5,44
"dispersed_repeat","CpG","exp2","primed","21",27.5,47
"dispersed_repeat","CpG","exp2","primed","21",32.5,33
"dispersed_repeat","CpG","exp2","primed","21",37.5,56
"dispersed_repeat","CpG","exp2","primed","21",42.5,24
"dispersed_repeat","CpG","exp2","primed","21",47.5,48
"dispersed_repeat","CpG","exp2","primed","21",52.5,14
"dispersed_repeat","CpG","exp2","primed","21",57.5,27
"dispersed_repeat","CpG","exp2","primed","21",62.5,20
"dispersed_repeat","CpG","exp2","primed","21",67.5,17
"dispersed_repeat","CpG","exp2","primed","21",72.5,21
"dispersed_repeat","CpG","exp2","primed","21",77.5,25
"dispersed_repeat","CpG","exp2","primed","21",82.5,14
"dispersed_repeat","CpG","exp2","primed","21",87.5,25
"dispersed_repeat","CpG","exp2","primed","21",92.5,17
"dispersed_repeat","CpG","exp2","primed","21",97.5,62
"dispersed_repeat","CHG","exp1","control","13",2.5,11354
"dispersed_repeat","CHG","exp1","control","13",7.5,267
"dispersed_repeat","CHG","exp1","control","13",12.5,10
"dispersed_repeat","CHG","exp1","control","13",17.5,19
"dispersed_repeat","CHG","exp1","control","13",22.5,2
"dispersed_repeat","CHG","exp1","control","13",27.5,4
"dispersed_repeat","CHG","exp1","control","13",32.5,0
"dispersed_repeat","CHG","exp1","control","13",37.5,5
"dispersed_repeat","CHG","exp1","control","13",42.5,0
"dispersed_repeat","CHG","exp1","control","13",47.5,0
"dispersed_repeat","CHG","exp1","control","13",52.5,0
"dispersed_repeat","CHG","exp1","control","13",57.5,1
"dispersed_repeat","CHG","exp1","control","13",62.5,0
"dispersed_repeat","CHG","exp1","control","13",67.5,0
"dispersed_repeat","CHG","exp1","control","13",72.5,0
"dispersed_repeat","CHG","exp1","control","13",77.5,0
"dispersed_repeat","CHG","exp1","control","13",82.5,0
"dispersed_repeat","CHG","exp1","control","13",87.5,0
"dispersed_repeat","CHG","exp1","control","13",92.5,0
"dispersed_repeat","CHG","exp1","control","13",97.5,1
"dispersed_repeat","CHG","exp1","control","16",2.5,7479
"dispersed_repeat","CHG","exp1","control","16",7.5,139
"dispersed_repeat","CHG","exp1","control","16",12.5,9
"dispersed_repeat","CHG","exp1","control","16",17.5,13
"dispersed_repeat","CHG","exp1","control","16",22.5,2
"dispersed_repeat","CHG","exp1","control","16",27.5,7
"dispersed_repeat","CHG","exp1","control","16",32.5,0
"dispersed_repeat","CHG","exp1","control","16",37.5,1
"dispersed_repeat","CHG","exp1","control","16",42.5,0
"dispersed_repeat","CHG","exp1","control","16",47.5,0
"dispersed_repeat","CHG","exp1","control","16",52.5,1
"dispersed_repeat","CHG","exp1","control","16",57.5,0
"dispersed_repeat","CHG","exp1","control","16",62.5,0
"dispersed_repeat","CHG","exp1","control","16",67.5,0
"dispersed_repeat","CHG","exp1","control","16",72.5,0
"dispersed_repeat","CHG","exp1","control","16",77.5,0
"dispersed_repeat","CHG","exp1","control","16",82.5,0
"dispersed_repeat","CHG","exp1","control","16",87.5,0
"dispersed_repeat","CHG","exp1","control","16",92.5,0
"dispersed_repeat","CHG","exp1","control","16",97.5,0
"dispersed_repeat","CHG","exp1","control","9",2.5,11069
"dispersed_repeat","CHG","exp1","control","9",7.5,202
"dispersed_repeat","CHG","exp1","control","9",12.5,11
"dispersed_repeat","CHG","exp1","control","9",17.5,9
"dispersed_repeat","CHG","exp1","control","9",22.5,6
"dispersed_repeat","CHG","exp1","control","9",27.5,5
"dispersed_repeat","CHG","exp1","control","9",32.5,2
"dispersed_repeat","CHG","exp1","control","9",37.5,1
"dispersed_repeat","CHG","exp1","control","9",42.5,1
"dispersed_repeat","CHG","exp1","control","9",47.5,2
"dispersed_repeat","CHG","exp1","control","9",52.5,0
"dispersed_repeat","CHG","exp1","control","9",57.5,0
"dispersed_repeat","CHG","exp1","control","9",62.5,0
"dispersed_repeat","CHG","exp1","control","9",67.5,0
"dispersed_repeat","CHG","exp1","control","9",72.5,0
"dispersed_repeat","CHG","exp1","control","9",77.5,0
"dispersed_repeat","CHG","exp1","control","9",82.5,0
"dispersed_repeat","CHG","exp1","control","9",87.5,0
"dispersed_repeat","CHG","exp1","control","9",92.5,0
"dispersed_repeat","CHG","exp1","control","9",97.5,0
"dispersed_repeat","CHG","exp1","acute","15",2.5,9323
"dispersed_repeat","CHG","exp1","acute","15",7.5,201
"dispersed_repeat","CHG","exp1","acute","15",12.5,15
"dispersed_repeat","CHG","exp1","acute","15",17.5,16
"dispersed_repeat","CHG","exp1","acute","15",22.5,3
"dispersed_repeat","CHG","exp1","acute","15",27.5,1
"dispersed_repeat","CHG","exp1","acute","15",32.5,0
"dispersed_repeat","CHG","exp1","acute","15",37.5,2
"dispersed_repeat","CHG","exp1","acute","15",42.5,0
"dispersed_repeat","CHG","exp1","acute","15",47.5,0
"dispersed_repeat","CHG","exp1","acute","15",52.5,0
"dispersed_repeat","CHG","exp1","acute","15",57.5,1
"dispersed_repeat","CHG","exp1","acute","15",62.5,0
"dispersed_repeat","CHG","exp1","acute","15",67.5,0
"dispersed_repeat","CHG","exp1","acute","15",72.5,0
"dispersed_repeat","CHG","exp1","acute","15",77.5,1
"dispersed_repeat","CHG","exp1","acute","15",82.5,0
"dispersed_repeat","CHG","exp1","acute","15",87.5,0
"dispersed_repeat","CHG","exp1","acute","15",92.5,0
"dispersed_repeat","CHG","exp1","acute","15",97.5,0
"dispersed_repeat","CHG","exp1","acute","22",2.5,4947
"dispersed_repeat","CHG","exp1","acute","22",7.5,89
"dispersed_repeat","CHG","exp1","acute","22",12.5,2
"dispersed_repeat","CHG","exp1","acute","22",17.5,7
"dispersed_repeat","CHG","exp1","acute","22",22.5,2
"dispersed_repeat","CHG","exp1","acute","22",27.5,1
"dispersed_repeat","CHG","exp1","acute","22",32.5,0
"dispersed_repeat","CHG","exp1","acute","22",37.5,0
"dispersed_repeat","CHG","exp1","acute","22",42.5,0
"dispersed_repeat","CHG","exp1","acute","22",47.5,1
"dispersed_repeat","CHG","exp1","acute","22",52.5,0
"dispersed_repeat","CHG","exp1","acute","22",57.5,0
"dispersed_repeat","CHG","exp1","acute","22",62.5,0
"dispersed_repeat","CHG","exp1","acute","22",67.5,0
"dispersed_repeat","CHG","exp1","acute","22",72.5,0
"dispersed_repeat","CHG","exp1","acute","22",77.5,0
"dispersed_repeat","CHG","exp1","acute","22",82.5,0
"dispersed_repeat","CHG","exp1","acute","22",87.5,0
"dispersed_repeat","CHG","exp1","acute","22",92.5,0
"dispersed_repeat","CHG","exp1","acute","22",97.5,0
"dispersed_repeat","CHG","exp1","acute","27",2.5,4998
"dispersed_repeat","CHG","exp1","acute","27",7.5,83
"dispersed_repeat","CHG","exp1","acute","27",12.5,8
"dispersed_repeat","CHG","exp1","acute","27",17.5,8
"dispersed_repeat","CHG","exp1","acute","27",22.5,4
"dispersed_repeat","CHG","exp1","acute","27",27.5,3
"dispersed_repeat","CHG","exp1","acute","27",32.5,0
"dispersed_repeat","CHG","exp1","acute","27",37.5,0
"dispersed_repeat","CHG","exp1","acute","27",42.5,0
"dispersed_repeat","CHG","exp1","acute","27",47.5,2
"dispersed_repeat","CHG","exp1","acute","27",52.5,0
"dispersed_repeat","CHG","exp1","acute","27",57.5,0
"dispersed_repeat","CHG","exp1","acute","27",62.5,0
"dispersed_repeat","CHG","exp1","acute","27",67.5,0
"dispersed_repeat","CHG","exp1","acute","27",72.5,0
"dispersed_repeat","CHG","exp1","acute","27",77.5,0
"dispersed_repeat","CHG","exp1","acute","27",82.5,0
"dispersed_repeat","CHG","exp1","acute","27",87.5,0
"dispersed_repeat","CHG","exp1","acute","27",92.5,0
"dispersed_repeat","CHG","exp1","acute","27",97.5,0
"dispersed_repeat","CHG","exp2","naïve","10",2.5,5869
"dispersed_repeat","CHG","exp2","naïve","10",7.5,120
"dispersed_repeat","CHG","exp2","naïve","10",12.5,10
"dispersed_repeat","CHG","exp2","naïve","10",17.5,5
"dispersed_repeat","CHG","exp2","naïve","10",22.5,6
"dispersed_repeat","CHG","exp2","naïve","10",27.5,0
"dispersed_repeat","CHG","exp2","naïve","10",32.5,0
"dispersed_repeat","CHG","exp2","naïve","10",37.5,1
"dispersed_repeat","CHG","exp2","naïve","10",42.5,0
"dispersed_repeat","CHG","exp2","naïve","10",47.5,0
"dispersed_repeat","CHG","exp2","naïve","10",52.5,0
"dispersed_repeat","CHG","exp2","naïve","10",57.5,0
"dispersed_repeat","CHG","exp2","naïve","10",62.5,0
"dispersed_repeat","CHG","exp2","naïve","10",67.5,0
"dispersed_repeat","CHG","exp2","naïve","10",72.5,0
"dispersed_repeat","CHG","exp2","naïve","10",77.5,0
"dispersed_repeat","CHG","exp2","naïve","10",82.5,0
"dispersed_repeat","CHG","exp2","naïve","10",87.5,0
"dispersed_repeat","CHG","exp2","naïve","10",92.5,0
"dispersed_repeat","CHG","exp2","naïve","10",97.5,0
"dispersed_repeat","CHG","exp2","naïve","11",2.5,7048
"dispersed_repeat","CHG","exp2","naïve","11",7.5,161
"dispersed_repeat","CHG","exp2","naïve","11",12.5,10
"dispersed_repeat","CHG","exp2","naïve","11",17.5,7
"dispersed_repeat","CHG","exp2","naïve","11",22.5,3
"dispersed_repeat","CHG","exp2","naïve","11",27.5,2
"dispersed_repeat","CHG","exp2","naïve","11",32.5,2
"dispersed_repeat","CHG","exp2","naïve","11",37.5,2
"dispersed_repeat","CHG","exp2","naïve","11",42.5,0
"dispersed_repeat","CHG","exp2","naïve","11",47.5,1
"dispersed_repeat","CHG","exp2","naïve","11",52.5,0
"dispersed_repeat","CHG","exp2","naïve","11",57.5,0
"dispersed_repeat","CHG","exp2","naïve","11",62.5,0
"dispersed_repeat","CHG","exp2","naïve","11",67.5,0
"dispersed_repeat","CHG","exp2","naïve","11",72.5,0
"dispersed_repeat","CHG","exp2","naïve","11",77.5,0
"dispersed_repeat","CHG","exp2","naïve","11",82.5,0
"dispersed_repeat","CHG","exp2","naïve","11",87.5,0
"dispersed_repeat","CHG","exp2","naïve","11",92.5,0
"dispersed_repeat","CHG","exp2","naïve","11",97.5,0
"dispersed_repeat","CHG","exp2","naïve","6",2.5,10064
"dispersed_repeat","CHG","exp2","naïve","6",7.5,196
"dispersed_repeat","CHG","exp2","naïve","6",12.5,14
"dispersed_repeat","CHG","exp2","naïve","6",17.5,13
"dispersed_repeat","CHG","exp2","naïve","6",22.5,1
"dispersed_repeat","CHG","exp2","naïve","6",27.5,0
"dispersed_repeat","CHG","exp2","naïve","6",32.5,0
"dispersed_repeat","CHG","exp2","naïve","6",37.5,2
"dispersed_repeat","CHG","exp2","naïve","6",42.5,0
"dispersed_repeat","CHG","exp2","naïve","6",47.5,3
"dispersed_repeat","CHG","exp2","naïve","6",52.5,0
"dispersed_repeat","CHG","exp2","naïve","6",57.5,1
"dispersed_repeat","CHG","exp2","naïve","6",62.5,0
"dispersed_repeat","CHG","exp2","naïve","6",67.5,0
"dispersed_repeat","CHG","exp2","naïve","6",72.5,0
"dispersed_repeat","CHG","exp2","naïve","6",77.5,0
"dispersed_repeat","CHG","exp2","naïve","6",82.5,0
"dispersed_repeat","CHG","exp2","naïve","6",87.5,0
"dispersed_repeat","CHG","exp2","naïve","6",92.5,0
"dispersed_repeat","CHG","exp2","naïve","6",97.5,0
"dispersed_repeat","CHG","exp2","naïve","7",2.5,15520
"dispersed_repeat","CHG","exp2","naïve","7",7.5,250
"dispersed_repeat","CHG","exp2","naïve","7",12.5,22
"dispersed_repeat","CHG","exp2","naïve","7",17.5,28
"dispersed_repeat","CHG","exp2","naïve","7",22.5,6
"dispersed_repeat","CHG","exp2","naïve","7",27.5,4
"dispersed_repeat","CHG","exp2","naïve","7",32.5,1
"dispersed_repeat","CHG","exp2","naïve","7",37.5,1
"dispersed_repeat","CHG","exp2","naïve","7",42.5,2
"dispersed_repeat","CHG","exp2","naïve","7",47.5,1
"dispersed_repeat","CHG","exp2","naïve","7",52.5,0
"dispersed_repeat","CHG","exp2","naïve","7",57.5,0
"dispersed_repeat","CHG","exp2","naïve","7",62.5,0
"dispersed_repeat","CHG","exp2","naïve","7",67.5,0
"dispersed_repeat","CHG","exp2","naïve","7",72.5,0
"dispersed_repeat","CHG","exp2","naïve","7",77.5,0
"dispersed_repeat","CHG","exp2","naïve","7",82.5,0
"dispersed_repeat","CHG","exp2","naïve","7",87.5,0
"dispersed_repeat","CHG","exp2","naïve","7",92.5,0
