"geneID","proteinID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"utg10114.evm.utg6875.9.mrna2","A0A6P8ISZ2",68.3771504853599,0.804344413802858,0.640103655420378,0.000190260618716278,0.0476925769283015
"evm.utg13.51","A0A6P8HSE0",399.180490122968,-0.283203137789641,0.817304248042139,0.0001887904764844,0.0476925769283015
"evm.utg2801.36","A0A6P8HT45",62.6524658552764,-0.751550541966359,0.721296039459208,0.000192670179770319,0.0478575211078584
"evm.utg4455.19","A0A6P8HWQ3",39.3504903755923,0.796934142310124,0.574053268430522,0.000198341353039154,0.0482887141288
"evm.utg505.78","NA",26593.3657358455,0.58959626951856,0.328163016392986,0.000200362613803475,0.0482887141288
"evm.utg6117.8","A0A6P8HBJ4",30.97467723839,-0.536994613045851,0.785513716797668,0.000203431452102071,0.0482887141288
"utg55.equina_smart_376502.mrna1","A0A6P8HBX8",467.16150196841,-0.526247663707411,0.788105816022741,0.000200647932013928,0.0482887141288
"utg1345.equina_smart_814569.mrna1","A0A6P8J6W2",978.630776542309,0.447114580583582,0.78683607834842,0.000202765933259418,0.0482887141288
"evm.utg567.14","A0A6P8HBS0",102.91145071618,-0.209572756709609,0.810669391085942,0.000205010095485152,0.0482887141288
"evm.utg116.310","A0A6P8I4R9",52.4959802281681,-0.568425420456434,0.77871181460649,0.000209357563062394,0.048891253808152
"evm.utg1345.2","A0A6S7IFQ3",94.8776954344582,0.783216745403287,0.599058228363121,0.000213225908370869,0.0493716681288235
"evm.utg338.79","A0A6P8J2H6",302.961612733539,0.747244277551095,0.490529991914594,0.000215028675743146,0.0493716681288235
"evm.utg441.10","A0A6P8HLZ0",136.163877367749,0.715841484124176,0.718770052646463,0.000219248663497862,0.0499210936062673
"evm.utg1234.23","A0A6P8IWD7",203.531262087963,0.703507967560594,0.439821751005268,0.000221533778737923,0.0500245242682337
"evm.utg1140.8","A7SLA3",2097.52646516653,-0.723539943277697,0.468888533744349,0.000225019171352684,0.0503950722858146
"evm.utg1575.17","A0A6P8I5Y1",1122.54568755033,0.765648707228602,0.563604817473025,0.000227107449270917,0.0504492425725957
"evm.utg55.197","A0A6P8HNN6",250.60305922168,-0.638118642497244,0.383886210621643,0.00023058155543338,0.0508079019282761
"evm.utg417.48","A0A6P8HTJ6",11885.7709273135,0.723218614404074,0.481878338854525,0.000235336939213627,0.0510326284931265
"evm.utg6078.62","A0A6P8IKA8",790.449911685161,-0.55396068935877,0.323467477114228,0.000233858689883984,0.0510326284931265
"evm.utg34.9","A0A6P8ITT3",71.1685288231496,0.581288189852024,0.756827860433128,0.000240893436225926,0.051826231165362
