"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.TU.utg989.32",0.279535321984833,-0.58021367800752,3.06357391510877,-0.1893911144582,0.849786288083243,NA
"evm.TU.utg4922.18",0.279535321984833,-0.58021367800752,3.06357391510877,-0.1893911144582,0.849786288083243,NA
"utg890.equina_smart_1425778.path1",0.202955356643864,-0.582511452982223,3.07591210214912,-0.189378445689403,0.849796216640388,NA
"utg379.evm.utg2129.56.path11",0.96368343386474,0.349366180641856,1.84480618513156,0.189378257433011,0.849796364177741,NA
"utg55.equina_smart_1459371.path2",335.563098689504,-0.0378210992311791,0.1997274776791,-0.189363525092655,0.849807909993295,0.99999995182314
"evm.TU.utg236.4",14.5703558222614,-0.128679810241403,0.679807867418677,-0.189288498131124,0.849866709532241,0.99999995182314
"evm.TU.utg1347.13",3.11798183853037,0.279333622693695,1.47576231963415,0.189280901793822,0.849872662920398,NA
"evm.TU.utg56.46",586.298528644769,-0.157720276636968,0.833263203397789,-0.189280261019367,0.849873165107422,0.99999995182314
"evm.TU.utg2097.23",5.80953026074734,-0.155661573902619,0.82245333325148,-0.189264931649347,0.849885179041952,NA
"evm.TU.utg1192.20",0.716201501309447,-0.57563093114026,3.04141099399016,-0.189264434263475,0.849885568853813,NA
"evm.TU.utg86.42",194.087081799135,-0.0355114726341014,0.187636168374268,-0.189257076297085,0.849891335452472,0.99999995182314
"evm.TU.utg7616.23",15.1292576451876,-0.0934787760977534,0.493947837890445,-0.18924827467002,0.849898233490021,0.99999995182314
"evm.TU.utg729.124",454.833193593156,0.0781216839762947,0.412854997591126,0.189223055145533,0.84991799867498,0.99999995182314
"evm.TU.utg3041.37",1.2701360755713,-0.438706540274443,2.318815446756,-0.18919424609155,0.849940577181227,NA
"evm.TU.utg31822.5",72.7247110599817,-0.0443857755676463,0.234616291848082,-0.189184541354813,0.84994818309767,0.99999995182314
"evm.TU.utg5975.24",254.98546009592,-0.0318077082721618,0.168132684070626,-0.189182183392734,0.849950031111016,0.99999995182314
"evm.TU.utg72.6",71.9441033704344,-0.0748427568141075,0.395614332557737,-0.189181105573785,0.849950875833868,0.99999995182314
"evm.TU.utg4709.11",0.876391437618892,-0.571232927415931,3.01979540624804,-0.189162791040093,0.849965229574361,NA
"evm.TU.utg35662.3",0.514913440338848,-0.576228553133594,3.0467838998786,-0.189126820959161,0.849993420729358,NA
"tRNAscan-SE.tRNA.utg194.Pseudo(CAA).3",0.354467417508333,0.577688011620109,3.05466604685212,0.189116585171537,0.850001442950294,NA
"evm.TU.utg259.7",0.354467417508333,0.577688011620109,3.05466604685212,0.189116585171537,0.850001442950294,NA
"evm.TU.utg14.19",4.72535412259278,0.199414832609755,1.05457555231239,0.189094875348186,0.850018457911124,NA
"evm.TU.utg2298.35",1810.96742780339,-0.0380228412354659,0.201104160122874,-0.189070386272636,0.850037651180205,0.99999995182314
"evm.TU.utg243.82",10.5426271031281,0.161832823483813,0.855956479485283,0.189066649254327,0.850040580069424,NA
"evm.TU.utg2353.44",18.7779366255264,-0.0819378276465723,0.433387486910105,-0.189063667321729,0.850042917161475,0.99999995182314
"evm.TU.utg209.55",1.17699802616621,-0.574423437811509,3.03846373257392,-0.189050615168906,0.850053146812162,NA
"evm.TU.utg194.45",206.582737690439,0.0399140421498348,0.211135366197551,0.189044795614624,0.850057707907521,0.99999995182314
"evm.TU.utg3292.21",1.46303735886243,0.561309600642506,2.96954430612967,0.189022133626315,0.850075469365347,NA
"RNAmmer.utg9603.18s.2",175590.362833885,-0.0520383146987857,0.275310793843805,-0.189016616356528,0.850079793567368,0.99999995182314
"RNAmmer.utg9603.18s.1",174451.435527258,-0.0522121000437123,0.276263234740318,-0.188994022649415,0.850097501603639,0.99999995182314
"tRNAscan-SE.tRNA.utg2216.Leu(TAG).28",0.287736631366757,0.576898279124368,3.05249692040229,0.18899225590319,0.850098886311252,NA
"evm.TU.utg262.70",1032.38404094001,0.114278377821306,0.604717738339017,0.188978048064533,0.850110021884532,0.99999995182314
"evm.TU.utg3870.14",2.64870367153941,-0.441807443400445,2.33798804374588,-0.188969077315121,0.850117052838264,NA
"evm.TU.utg2929.7",18.8958815998626,-0.127913028326496,0.676918104146206,-0.188963816365692,0.850121176188507,0.99999995182314
"utg3090.evm.utg7909.8.path4",32.5258783360214,-0.0826256059707751,0.437312552899916,-0.188939479150247,0.85014025090975,0.99999995182314
"evm.TU.utg8494.94",1420.90358102144,0.0386453156509781,0.204554877712597,0.188923950790728,0.850152421580852,0.99999995182314
"evm.TU.utg187.10",1.07453871833853,0.462214406115249,2.44662246761878,0.188919382631644,0.850156001976272,NA
"evm.TU.utg20678.3",14.3784806298336,0.0849531515294789,0.449743400783163,0.188892491544168,0.850177078521717,0.99999995182314
"evm.TU.utg2521.18",982.281628607563,-0.0245013924298231,0.129745086801776,-0.188842545284634,0.850216225404449,0.99999995182314
"evm.TU.utg190.44",0.369123967045439,-0.575682059291104,3.04854134801177,-0.188838527535983,0.85021937445181,NA
"evm.TU.utg30575.4",82.9261509821711,-0.0902661425313628,0.478012470953744,-0.188836375652002,0.850221061065162,0.99999995182314
"evm.TU.utg3222.6",76.8946682885993,-0.0469438116639369,0.248652019478167,-0.188793204907225,0.850254897771392,0.99999995182314
"evm.TU.utg13474.14",3.58314050216486,0.343886561521855,1.82172280114226,0.188769971647844,0.850273107832498,NA
"evm.TU.utg1278.39.41",128.023940833025,0.0444854687695816,0.235664174420992,0.188766361619788,0.850275937353616,0.99999995182314
"evm.TU.utg2012.12",5814.3289296125,-0.0389001912420389,0.206084215059586,-0.188758713183305,0.850281932164517,0.99999995182314
"tRNAscan-SE.tRNA.utg625.Pseudo(AGA).6",0.47969273191455,-0.576528340599331,3.05490191554713,-0.188722373594137,0.85031041509304,NA
"evm.TU.utg268.8",108.64974885256,0.0402532194223611,0.213298625595138,0.188717668995982,0.850314102565988,0.99999995182314
"evm.TU.utg298.46",14.3681068262463,-0.576222469651866,3.05380659221897,-0.188689902995189,0.850335865676696,0.99999995182314
"evm.TU.utg2601.57",1.02298407687954,0.449997221217685,2.38530342452936,0.188654079221168,0.85036394467313,NA
"tRNAscan-SE.tRNA.utg7821.Pseudo(GTT).1",1.79813883480003,0.288879320201988,1.53126728911299,0.1886537525198,0.850364200745475,NA
"evm.TU.utg2216.37",92.1077337368861,-0.0552510416419162,0.292897604767433,-0.188636030963062,0.850378091132127,0.99999995182314
"evm.TU.utg1056.116",11792.8219874047,-0.0371540834811078,0.197057502460001,-0.188544374191738,0.850449933642601,0.99999995182314
"utg625.evm.utg130819.2.path2",0.531670625982917,-0.571779472194892,3.03265776737987,-0.188540717764172,0.850452799653401,NA
"evm.TU.utg27.36",44.7719072627039,0.0573839773729828,0.304365747947796,0.188536252058248,0.850456300002026,0.99999995182314
"evm.TU.utg9657.4",3.26209920243973,0.187077079405058,0.99228921202938,0.188530800433129,0.850460573146441,NA
"evm.TU.utg17181.1",0.448682067663948,0.573972128213707,3.04469746621923,0.188515323634581,0.850472704341142,NA
"evm.TU.utg125.17",0.182160047282501,0.57776072489443,3.06494188208888,0.18850625790681,0.850479810356173,NA
