"region_from_list","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","gene_id_labelling","Count","geneID_gene_level","dmr_feature_id","region_feature","context","methDiff","p_fdr","n_unique_genes_for_term","n_dmr_features_for_term","GO","region","experiment","GeneRatio_raw","BgRatio_raw","ontology","semantic_cluster_id","semantic_cluster_GO","semantic_cluster_Description","cluster_size","mean_similarity_to_cluster"
"exon","GO:0006468","protein phosphorylation",0.5,0.0797546012269939,0.0769230769230769,6.26923076923077,2.20055806673319,0.153601454214951,0.153601454214951,0.107790494185931,"evm.utg2661.21",1,"evm.utg2661.21","exp1__exon__evm.utg2661.21__7936","exon","CHG",-0.856327307,0.055779643,1,1,"Biological Processes","exon","Acute Experiment","1/2","13/163","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"exon","GO:0005044","scavenger receptor activity",0.5,0.0177777777777778,0.5,28.125,7.34787016226195,0.00141151721869211,0.00846910331215265,0.00742903799311636,"evm.utg9625.2",2,"evm.utg9625.2/evm.utg363.1","exp1__exon__evm.utg9625.2__3503","exon","CpG",-2.108963093,0.084442031,2,3,"Molecular Functions","exon","Acute Experiment","2/4","4/225","MF","MF_22","GO:0005044","scavenger receptor activity",1,1
"exon","GO:0005044","scavenger receptor activity",0.5,0.0177777777777778,0.5,28.125,7.34787016226195,0.00141151721869211,0.00846910331215265,0.00742903799311636,"evm.utg9625.2",2,"evm.utg9625.2/evm.utg363.1","exp1__exon__evm.utg9625.2__8203","exon","CHG",-1.901140684,0.055779643,2,3,"Molecular Functions","exon","Acute Experiment","2/4","4/225","MF","MF_22","GO:0005044","scavenger receptor activity",1,1
"exon","GO:0005044","scavenger receptor activity",0.5,0.0177777777777778,0.5,28.125,7.34787016226195,0.00141151721869211,0.00846910331215265,0.00742903799311636,"evm.utg363.1",2,"evm.utg9625.2/evm.utg363.1","exp1__exon__evm.utg363.1__8018","exon","CHG",-1.141552511,0.055779643,2,3,"Molecular Functions","exon","Acute Experiment","2/4","4/225","MF","MF_22","GO:0005044","scavenger receptor activity",1,1
"exon","GO:0004540","RNA nuclease activity",0.25,0.0177777777777778,0.25,14.0625,3.53849046984504,0.0696910715969011,0.209073214790703,0.18339755683395,"evm.utg2661.21",1,"evm.utg2661.21","exp1__exon__evm.utg2661.21__7936","exon","CHG",-0.856327307,0.055779643,1,1,"Molecular Functions","exon","Acute Experiment","1/4","4/225","MF","MF_16","GO:0004540","RNA nuclease activity",1,1
"exon","GO:0004672","protein kinase activity",0.25,0.0311111111111111,0.142857142857143,8.03571428571428,2.53855651276471,0.11951884620046,0.239037692400921,0.209682186316597,"evm.utg2661.21",1,"evm.utg2661.21","exp1__exon__evm.utg2661.21__7936","exon","CHG",-0.856327307,0.055779643,1,1,"Molecular Functions","exon","Acute Experiment","1/4","7/225","MF","MF_18","GO:0004674","protein serine/threonine kinase activity",3,0.853897841963767
"exon","GO:0005509","calcium ion binding",0.25,0.0488888888888889,0.0909090909090909,5.11363636363636,1.87790328770323,0.182809481486612,0.274214222229917,0.240538791429752,"evm.utg363.1",1,"evm.utg363.1","exp1__exon__evm.utg363.1__8018","exon","CHG",-1.141552511,0.055779643,1,1,"Molecular Functions","exon","Acute Experiment","1/4","11/225","MF","MF_25","GO:0046872","metal ion binding",3,0.791666231249055
"exon","GO:0008270","zinc ion binding",0.25,0.0755555555555556,0.0588235294117647,3.30882352941176,1.32905024824323,0.271270437638151,0.325524525165781,0.28554782909279,"evm.utg3906.20",1,"evm.utg3906.20","exp1__exon__evm.utg3906.20__3322","exon","CpG",-2.631578947,0.001579901,1,2,"Molecular Functions","exon","Acute Experiment","1/4","17/225","MF","MF_25","GO:0046872","metal ion binding",3,0.752833309165074
"exon","GO:0008270","zinc ion binding",0.25,0.0755555555555556,0.0588235294117647,3.30882352941176,1.32905024824323,0.271270437638151,0.325524525165781,0.28554782909279,"evm.utg3906.20",1,"evm.utg3906.20","exp1__exon__evm.utg3906.20__8028","exon","CHG",-2.355072464,0.055779643,1,2,"Molecular Functions","exon","Acute Experiment","1/4","17/225","MF","MF_25","GO:0046872","metal ion binding",3,0.752833309165074
"exon","GO:0005524","ATP binding",0.25,0.115555555555556,0.0384615384615385,2.16346153846154,0.846778913717965,0.390249464711348,0.390249464711348,0.34232409185206,"evm.utg2661.21",1,"evm.utg2661.21","exp1__exon__evm.utg2661.21__7936","exon","CHG",-0.856327307,0.055779643,1,1,"Molecular Functions","exon","Acute Experiment","1/4","26/225","MF","MF_1","GO:0000166","nucleotide binding",5,0.668475810051244
"gene","GO:0006281","DNA repair",0.222222222222222,0.064638783269962,0.117647058823529,3.43790849673203,2.76412931085679,0.0233422457915191,0.0760456273764255,0.0440264158495095,"evm.utg29536.5",4,"evm.utg29536.5/evm.utg4428.2/utg101.equina_smart_1609707.mrna1/evm.utg28737.6","exp1__gene__evm.utg29536.5__4072","gene","CpG",-3.658536585,0.030262681,4,4,"Biological Processes","gene","Acute Experiment","4/18","34/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"gene","GO:0006281","DNA repair",0.222222222222222,0.064638783269962,0.117647058823529,3.43790849673203,2.76412931085679,0.0233422457915191,0.0760456273764255,0.0440264158495095,"evm.utg4428.2",4,"evm.utg29536.5/evm.utg4428.2/utg101.equina_smart_1609707.mrna1/evm.utg28737.6","exp1__gene__evm.utg4428.2__4327","gene","CpG",4.08340657,0.093112178,4,4,"Biological Processes","gene","Acute Experiment","4/18","34/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"gene","GO:0006281","DNA repair",0.222222222222222,0.064638783269962,0.117647058823529,3.43790849673203,2.76412931085679,0.0233422457915191,0.0760456273764255,0.0440264158495095,"utg101.equina_smart_1609707.mrna1",4,"evm.utg29536.5/evm.utg4428.2/utg101.equina_smart_1609707.mrna1/evm.utg28737.6","exp1__gene__utg101.equina_smart_1609707.mrna1__8225","gene","CHG",0.355111086,0.094705362,4,4,"Biological Processes","gene","Acute Experiment","4/18","34/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"gene","GO:0006281","DNA repair",0.222222222222222,0.064638783269962,0.117647058823529,3.43790849673203,2.76412931085679,0.0233422457915191,0.0760456273764255,0.0440264158495095,"evm.utg28737.6",4,"evm.utg29536.5/evm.utg4428.2/utg101.equina_smart_1609707.mrna1/evm.utg28737.6","exp1__gene__evm.utg28737.6__8770","gene","CHG",-1.290322581,0.020971094,4,4,"Biological Processes","gene","Acute Experiment","4/18","34/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"gene","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg162.19",1,"evm.utg162.19","exp1__gene__evm.utg162.19__3759","gene","CpG",-0.840727496,0.022309193,1,1,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.483274077491479
"gene","GO:0006635","fatty acid beta-oxidation",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg11814.7",1,"evm.utg11814.7","exp1__gene__evm.utg11814.7__8293","gene","CHG",-2.763800327,0.078881824,1,1,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_9","GO:0006635","fatty acid beta-oxidation",2,0.742963013239012
"gene","GO:0010571","positive regulation of nuclear cell cycle DNA replication",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg40512.5",1,"evm.utg40512.5","exp1__gene__evm.utg40512.5__8931","gene","CHG",-0.444444444,0.053161946,1,1,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_15","GO:0010571","positive regulation of nuclear cell cycle DNA replication",1,1
"gene","GO:0030705","cytoskeleton-dependent intracellular transport",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg4428.8",1,"evm.utg4428.8","exp1__gene__evm.utg4428.8__9008","gene","CHG",2.283105023,0.078881824,1,2,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_11","GO:0055085","transmembrane transport",5,0.569133148034833
"gene","GO:0030705","cytoskeleton-dependent intracellular transport",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg4428.8",1,"evm.utg4428.8","exp1__gene__evm.utg4428.8__15555","gene","CHH",1.353345571,0.089022737,1,2,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_11","GO:0055085","transmembrane transport",5,0.569133148034833
"gene","GO:0043631","RNA polyadenylation",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg6459.27",1,"evm.utg6459.27","exp1__gene__evm.utg6459.27__15885","gene","CHH",-1.271571299,0.000841832,1,1,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.662687501246019
"gene","GO:0045087","innate immune response",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg1571.14",1,"evm.utg1571.14","exp1__gene__evm.utg1571.14__3751","gene","CpG",-0.954979536,0.049259963,1,1,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_24","GO:0045087","innate immune response",2,0.815987186574425
"gene","GO:0070507","regulation of microtubule cytoskeleton organization",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg4428.8",1,"evm.utg4428.8","exp1__gene__evm.utg4428.8__9008","gene","CHG",2.283105023,0.078881824,1,2,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_30","GO:0070507","regulation of microtubule cytoskeleton organization",1,1
"gene","GO:0070507","regulation of microtubule cytoskeleton organization",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg4428.8",1,"evm.utg4428.8","exp1__gene__evm.utg4428.8__15555","gene","CHH",1.353345571,0.089022737,1,2,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_30","GO:0070507","regulation of microtubule cytoskeleton organization",1,1
"gene","GO:1901987","regulation of cell cycle phase transition",0.0555555555555556,0.00190114068441065,1,29.2222222222222,5.31245915016974,0.0342205323193915,0.0760456273764255,0.0440264158495095,"evm.utg40512.5",1,"evm.utg40512.5","exp1__gene__evm.utg40512.5__8931","gene","CHG",-0.444444444,0.053161946,1,1,"Biological Processes","gene","Acute Experiment","1/18","1/526","BP","BP_13","GO:1901987","regulation of cell cycle phase transition",2,0.678415728034602
"gene","GO:0006397","mRNA processing",0.111111111111111,0.0209125475285171,0.181818181818182,5.31313131313131,2.71875114122586,0.0506936957341879,0.101387391468376,0.0586979634816913,"evm.utg2661.21",2,"evm.utg2661.21/evm.utg1032.34","exp1__gene__evm.utg2661.21__8712","gene","CHG",-0.856327307,0.034308825,2,2,"Biological Processes","gene","Acute Experiment","2/18","11/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.611456692555683
"gene","GO:0006397","mRNA processing",0.111111111111111,0.0209125475285171,0.181818181818182,5.31313131313131,2.71875114122586,0.0506936957341879,0.101387391468376,0.0586979634816913,"evm.utg1032.34",2,"evm.utg2661.21/evm.utg1032.34","exp1__gene__evm.utg1032.34__14629","gene","CHH",0.759296997,0.025055526,2,2,"Biological Processes","gene","Acute Experiment","2/18","11/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.611456692555683
"gene","GO:0046416","D-amino acid metabolic process",0.0555555555555556,0.00380228136882129,0.5,14.6111111111111,3.62682818191555,0.0673329712112986,0.112221618685498,0.0649704108179197,"evm.utg35662.1",1,"evm.utg35662.1","exp1__gene__evm.utg35662.1__4150","gene","CpG",-1.724137931,0.030262681,1,1,"Biological Processes","gene","Acute Experiment","1/18","2/526","BP","BP_5","GO:0006508","proteolysis",3,0.604026913947936
"gene","GO:0051607","defense response to virus",0.0555555555555556,0.00380228136882129,0.5,14.6111111111111,3.62682818191555,0.0673329712112986,0.112221618685498,0.0649704108179197,"evm.utg1571.14",1,"evm.utg1571.14","exp1__gene__evm.utg1571.14__3751","gene","CpG",-0.954979536,0.049259963,1,1,"Biological Processes","gene","Acute Experiment","1/18","2/526","BP","BP_24","GO:0045087","innate immune response",2,0.815987186574425
"gene","GO:0001822","kidney development",0.0555555555555556,0.00570342205323194,0.333333333333333,9.74074074074074,2.8552363885673,0.0993711515895362,0.152878694753133,0.0885087180149716,"evm.utg512.80",1,"evm.utg512.80","exp1__gene__evm.utg512.80__15669","gene","CHH",-2.519379845,0.097939042,1,1,"Biological Processes","gene","Acute Experiment","1/18","3/526","BP","BP_4","GO:0001822","kidney development",2,0.774944169954757
"gene","GO:0008380","RNA splicing",0.0555555555555556,0.00760456273764259,0.25,7.30555555555556,2.38068616820233,0.130367937959304,0.186239911370434,0.107823106582883,"evm.utg1032.34",1,"evm.utg1032.34","exp1__gene__evm.utg1032.34__14629","gene","CHH",0.759296997,0.025055526,1,1,"Biological Processes","gene","Acute Experiment","1/18","4/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.628108811427088
"gene","GO:0006325","chromatin organization",0.0555555555555556,0.0133079847908745,0.142857142857143,4.17460317460317,1.5901527162183,0.217424563961604,0.289899418615472,0.167836505514221,"evm.utg4428.2",1,"evm.utg4428.2","exp1__gene__evm.utg4428.2__4327","gene","CpG",4.08340657,0.093112178,1,1,"Biological Processes","gene","Acute Experiment","1/18","7/526","BP","BP_6","GO:0030261","chromosome condensation",2,0.77729439755601
"gene","GO:0016310","phosphorylation",0.0555555555555556,0.0228136882129278,0.0833333333333333,2.43518518518519,0.945803799464477,0.344495574869953,0.430619468587441,0.249306008129571,"evm.utg162.19",1,"evm.utg162.19","exp1__gene__evm.utg162.19__3759","gene","CpG",-0.840727496,0.022309193,1,1,"Biological Processes","gene","Acute Experiment","1/18","12/526","BP","BP_16","GO:0016310","phosphorylation",1,1
"gene","GO:0006468","protein phosphorylation",0.111111111111111,0.0741444866920152,0.0512820512820513,1.4985754985755,0.608531134693146,0.391512478538895,0.460602915928112,0.266664846063644,"evm.utg116.142",2,"evm.utg116.142/evm.utg2661.21","exp1__gene__evm.utg116.142__8287","gene","CHG",-2.764976959,0.011207233,2,3,"Biological Processes","gene","Acute Experiment","2/18","39/526","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"gene","GO:0006468","protein phosphorylation",0.111111111111111,0.0741444866920152,0.0512820512820513,1.4985754985755,0.608531134693146,0.391512478538895,0.460602915928112,0.266664846063644,"evm.utg116.142",2,"evm.utg116.142/evm.utg2661.21","exp1__gene__evm.utg116.142__14681","gene","CHH",-1.025641026,0.001101447,2,3,"Biological Processes","gene","Acute Experiment","2/18","39/526","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"gene","GO:0006468","protein phosphorylation",0.111111111111111,0.0741444866920152,0.0512820512820513,1.4985754985755,0.608531134693146,0.391512478538895,0.460602915928112,0.266664846063644,"evm.utg2661.21",2,"evm.utg116.142/evm.utg2661.21","exp1__gene__evm.utg2661.21__8712","gene","CHG",-0.856327307,0.034308825,2,3,"Biological Processes","gene","Acute Experiment","2/18","39/526","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"gene","GO:0016567","protein ubiquitination",0.0555555555555556,0.0342205323193916,0.0555555555555556,1.62345679012346,0.50616813778493,0.47128252755987,0.5236472528443,0.303164199015121,"evm.utg11814.6",1,"evm.utg11814.6","exp1__gene__evm.utg11814.6__8292","gene","CHG",-2.763800327,0.078881824,1,1,"Biological Processes","gene","Acute Experiment","1/18","18/526","BP","BP_8","GO:0006468","protein phosphorylation",4,0.64162730393185
"gene","GO:0006508","proteolysis",0.0555555555555556,0.0741444866920152,0.0256410256410256,0.749287749287749,-0.30600422773141,0.755981966649557,0.79577049121006,0.460709231753193,"evm.utg4856.49",1,"evm.utg4856.49","exp1__gene__evm.utg4856.49__4379","gene","CpG",-2.83286119,0.043912743,1,1,"Biological Processes","gene","Acute Experiment","1/18","39/526","BP","BP_5","GO:0006508","proteolysis",3,0.629328943199752
"gene","GO:0015074","DNA integration",0.0555555555555556,0.091254752851711,0.0208333333333333,0.608796296296296,-0.534679676102021,0.826631610753064,0.826631610753064,0.478576195699142,"evm.utg334.43",1,"evm.utg334.43","exp1__gene__evm.utg334.43__15342","gene","CHH",1.161751564,0.07081632,1,1,"Biological Processes","gene","Acute Experiment","1/18","48/526","BP","BP_1","GO:0016070","RNA metabolic process",9,0.668692195122565
"gene","GO:0035368","selenocysteine insertion sequence binding",0.0833333333333333,0.00492004920049201,0.5,16.9375,5.56956230343832,0.0048372987662867,0.120932469157167,0.096745975325734,"evm.utg7127.52",2,"evm.utg7127.52/utg7127.equina_smart_1282991.mrna2","exp1__gene__evm.utg7127.52__4622","gene","CpG",-3.080892396,0.070392316,2,2,"Molecular Functions","gene","Acute Experiment","2/24","4/813","MF","MF_4","GO:0003676","nucleic acid binding",7,0.601111659998764
"gene","GO:0035368","selenocysteine insertion sequence binding",0.0833333333333333,0.00492004920049201,0.5,16.9375,5.56956230343832,0.0048372987662867,0.120932469157167,0.096745975325734,"utg7127.equina_smart_1282991.mrna2",2,"evm.utg7127.52/utg7127.equina_smart_1282991.mrna2","exp1__gene__utg7127.equina_smart_1282991.mrna2__4623","gene","CpG",-3.080892396,0.070392316,2,2,"Molecular Functions","gene","Acute Experiment","2/24","4/813","MF","MF_4","GO:0003676","nucleic acid binding",7,0.601111659998764
"gene","GO:0003724","RNA helicase activity",0.0416666666666667,0.001230012300123,1,33.875,5.73367247058986,0.029520295202952,0.1230012300123,0.0984009840098399,"evm.utg1571.14",1,"evm.utg1571.14","exp1__gene__evm.utg1571.14__3751","gene","CpG",-0.954979536,0.049259963,1,1,"Molecular Functions","gene","Acute Experiment","1/24","1/813","MF","MF_6","GO:0003724","RNA helicase activity",2,0.89203599873924
"gene","GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity",0.0416666666666667,0.001230012300123,1,33.875,5.73367247058986,0.029520295202952,0.1230012300123,0.0984009840098399,"evm.utg11814.7",1,"evm.utg11814.7","exp1__gene__evm.utg11814.7__8293","gene","CHG",-2.763800327,0.078881824,1,1,"Molecular Functions","gene","Acute Experiment","1/24","1/813","MF","MF_8","GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity",1,1
"gene","GO:0004300","enoyl-CoA hydratase activity",0.0416666666666667,0.001230012300123,1,33.875,5.73367247058986,0.029520295202952,0.1230012300123,0.0984009840098399,"evm.utg11814.7",1,"evm.utg11814.7","exp1__gene__evm.utg11814.7__8293","gene","CHG",-2.763800327,0.078881824,1,1,"Molecular Functions","gene","Acute Experiment","1/24","1/813","MF","MF_14","GO:0004300","enoyl-CoA hydratase activity",1,1
"gene","GO:0004721","phosphoprotein phosphatase activity",0.0416666666666667,0.001230012300123,1,33.875,5.73367247058986,0.029520295202952,0.1230012300123,0.0984009840098399,"evm.utg6459.27",1,"evm.utg6459.27","exp1__gene__evm.utg6459.27__15885","gene","CHH",-1.271571299,0.000841832,1,1,"Molecular Functions","gene","Acute Experiment","1/24","1/813","MF","MF_11","GO:0004721","phosphoprotein phosphatase activity",3,0.83773674242409
"gene","GO:0043539","protein serine/threonine kinase activator activity",0.0416666666666667,0.001230012300123,1,33.875,5.73367247058986,0.029520295202952,0.1230012300123,0.0984009840098399,"evm.utg40512.5",1,"evm.utg40512.5","exp1__gene__evm.utg40512.5__8931","gene","CHG",-0.444444444,0.053161946,1,1,"Molecular Functions","gene","Acute Experiment","1/24","1/813","MF","MF_35","GO:0043539","protein serine/threonine kinase activator activity",1,1
"gene","GO:0003884","D-amino-acid oxidase activity",0.0416666666666667,0.002460024600246,0.5,16.9375,3.93341620233877,0.0582044244087758,0.195625159762658,0.156500127810127,"evm.utg35662.1",1,"evm.utg35662.1","exp1__gene__evm.utg35662.1__4150","gene","CpG",-1.724137931,0.030262681,1,1,"Molecular Functions","gene","Acute Experiment","1/24","2/813","MF","MF_9","GO:0003884","D-amino-acid oxidase activity",1,1
"gene","GO:0046872","metal ion binding",0.25,0.125461254612546,0.0588235294117647,1.99264705882353,1.86855239222517,0.0683640600112229,0.195625159762658,0.156500127810127,"evm.utg1571.14",6,"evm.utg1571.14/evm.utg29536.5/utg101.equina_smart_1619046.mrna5/evm.utg11814.6/evm.utg2327.13/evm.utg6459.27","exp1__gene__evm.utg1571.14__3751","gene","CpG",-0.954979536,0.049259963,6,6,"Molecular Functions","gene","Acute Experiment","6/24","102/813","MF","MF_25","GO:0046872","metal ion binding",3,0.844500090415137
"gene","GO:0046872","metal ion binding",0.25,0.125461254612546,0.0588235294117647,1.99264705882353,1.86855239222517,0.0683640600112229,0.195625159762658,0.156500127810127,"evm.utg29536.5",6,"evm.utg1571.14/evm.utg29536.5/utg101.equina_smart_1619046.mrna5/evm.utg11814.6/evm.utg2327.13/evm.utg6459.27","exp1__gene__evm.utg29536.5__4072","gene","CpG",-3.658536585,0.030262681,6,6,"Molecular Functions","gene","Acute Experiment","6/24","102/813","MF","MF_25","GO:0046872","metal ion binding",3,0.844500090415137
"gene","GO:0046872","metal ion binding",0.25,0.125461254612546,0.0588235294117647,1.99264705882353,1.86855239222517,0.0683640600112229,0.195625159762658,0.156500127810127,"utg101.equina_smart_1619046.mrna5",6,"evm.utg1571.14/evm.utg29536.5/utg101.equina_smart_1619046.mrna5/evm.utg11814.6/evm.utg2327.13/evm.utg6459.27","exp1__gene__utg101.equina_smart_1619046.mrna5__8226","gene","CHG",0.355111086,0.094705362,6,6,"Molecular Functions","gene","Acute Experiment","6/24","102/813","MF","MF_25","GO:0046872","metal ion binding",3,0.844500090415137
"gene","GO:0046872","metal ion binding",0.25,0.125461254612546,0.0588235294117647,1.99264705882353,1.86855239222517,0.0683640600112229,0.195625159762658,0.156500127810127,"evm.utg11814.6",6,"evm.utg1571.14/evm.utg29536.5/utg101.equina_smart_1619046.mrna5/evm.utg11814.6/evm.utg2327.13/evm.utg6459.27","exp1__gene__evm.utg11814.6__8292","gene","CHG",-2.763800327,0.078881824,6,6,"Molecular Functions","gene","Acute Experiment","6/24","102/813","MF","MF_25","GO:0046872","metal ion binding",3,0.844500090415137
