"region_from_list","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","gene_id_labelling","Count","geneID_gene_level","dmr_feature_id","region_feature","context","methDiff","p_fdr","n_unique_genes_for_term","n_dmr_features_for_term","GO","region","experiment","GeneRatio_raw","BgRatio_raw","ontology","semantic_cluster_id","semantic_cluster_GO","semantic_cluster_Description","cluster_size","mean_similarity_to_cluster"
"gene","GO:0003677","DNA binding",0.0909090909090909,0.101694915254237,0.125,0.893939393939394,-0.220564024246079,0.685423457896122,0.720018249482514,0.67370128606551,"utg5074.evm.utg2367.2.mrna2",3,"utg5074.evm.utg2367.2.mrna2/evm.utg159619.2/evm.utg1127.12","exp2__gene__utg5074.evm.utg2367.2.mrna2__5888","gene","CpG",-1.701323251,0.0062511,3,4,"Molecular Functions","gene","Acute Experiment","3/33","24/236","MF","MF_4","GO:0003676","nucleic acid binding",7,0.690061607206899
"gene","GO:0003677","DNA binding",0.0909090909090909,0.101694915254237,0.125,0.893939393939394,-0.220564024246079,0.685423457896122,0.720018249482514,0.67370128606551,"utg5074.evm.utg2367.2.mrna2",3,"utg5074.evm.utg2367.2.mrna2/evm.utg159619.2/evm.utg1127.12","exp2__gene__utg5074.evm.utg2367.2.mrna2__5894","gene","CpG",-2.572347267,0.089681931,3,4,"Molecular Functions","gene","Acute Experiment","3/33","24/236","MF","MF_4","GO:0003676","nucleic acid binding",7,0.690061607206899
"gene","GO:0003677","DNA binding",0.0909090909090909,0.101694915254237,0.125,0.893939393939394,-0.220564024246079,0.685423457896122,0.720018249482514,0.67370128606551,"evm.utg159619.2",3,"utg5074.evm.utg2367.2.mrna2/evm.utg159619.2/evm.utg1127.12","exp2__gene__evm.utg159619.2__11392","gene","CHG",0.815047022,0.038906857,3,4,"Molecular Functions","gene","Acute Experiment","3/33","24/236","MF","MF_4","GO:0003676","nucleic acid binding",7,0.690061607206899
"gene","GO:0003677","DNA binding",0.0909090909090909,0.101694915254237,0.125,0.893939393939394,-0.220564024246079,0.685423457896122,0.720018249482514,0.67370128606551,"evm.utg1127.12",3,"utg5074.evm.utg2367.2.mrna2/evm.utg159619.2/evm.utg1127.12","exp2__gene__evm.utg1127.12__20204","gene","CHH",-2.637877102,0.024881072,3,4,"Molecular Functions","gene","Acute Experiment","3/33","24/236","MF","MF_4","GO:0003676","nucleic acid binding",7,0.690061607206899
"gene","GO:0004672","protein kinase activity",0.0303030303030303,0.0338983050847458,0.125,0.893939393939394,-0.122793267667811,0.706167995527483,0.720018249482514,0.67370128606551,"evm.utg1890.18",1,"evm.utg1890.18","exp2__gene__evm.utg1890.18__11471","gene","CHG",-0.57208238,0.005708196,1,1,"Molecular Functions","gene","Acute Experiment","1/33","8/236","MF","MF_18","GO:0004674","protein serine/threonine kinase activity",3,0.853897841963767
"gene","GO:0008270","zinc ion binding",0.0606060606060606,0.0720338983050847,0.117647058823529,0.841354723707665,-0.273194801299133,0.720018249482514,0.720018249482514,0.67370128606551,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3",2,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3/evm.utg320.52","exp2__gene__utg579.evm.utg11123.1.6.5c22e8a4.mrna3__12276","gene","CHG",-0.643500644,0.086817633,2,2,"Molecular Functions","gene","Acute Experiment","2/33","17/236","MF","MF_25","GO:0046872","metal ion binding",3,0.752833309165074
"gene","GO:0008270","zinc ion binding",0.0606060606060606,0.0720338983050847,0.117647058823529,0.841354723707665,-0.273194801299133,0.720018249482514,0.720018249482514,0.67370128606551,"evm.utg320.52",2,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3/evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,2,2,"Molecular Functions","gene","Acute Experiment","2/33","17/236","MF","MF_25","GO:0046872","metal ion binding",3,0.752833309165074
"downstream_region","GO:0071705","nitrogen compound transport",0.5,0.0714285714285714,1,7,2.44948974278318,0.142857142857143,0.285714285714286,0.285714285714286,"evm.utg2353.42",1,"evm.utg2353.42","exp2__downstream_region__evm.utg2353.42__3818","downstream_region","CpG",-0.759013283,0.022132257,1,1,"Biological Processes","downstream_region","Acute Experiment","1/2","1/14","BP","BP_11","GO:0055085","transmembrane transport",5,0.583130205738377
"downstream_region","GO:0015074","DNA integration",0.5,0.214285714285714,0.333333333333333,2.33333333333333,1.02494148638108,0.395604395604396,0.395604395604396,0.395604395604396,"evm.utg3839.77",1,"evm.utg3839.77","exp2__downstream_region__evm.utg3839.77__3916","downstream_region","CpG",-2.051282051,0.022132257,1,1,"Biological Processes","downstream_region","Acute Experiment","1/2","3/14","BP","BP_1","GO:0016070","RNA metabolic process",9,0.668692195122565
"downstream_region","GO:0035368","selenocysteine insertion sequence binding",0.333333333333333,0.0833333333333333,1,4,2.50454132981017,0.0543478260869565,0.271739130434782,0.271739130434782,"evm.utg2661.19",2,"evm.utg2661.19/evm.utg2661.20","exp2__downstream_region__evm.utg2661.19__18642","downstream_region","CHH",0.900321543,0.09433267,2,4,"Molecular Functions","downstream_region","Acute Experiment","2/6","2/24","MF","MF_4","GO:0003676","nucleic acid binding",7,0.601111659998764
"downstream_region","GO:0035368","selenocysteine insertion sequence binding",0.333333333333333,0.0833333333333333,1,4,2.50454132981017,0.0543478260869565,0.271739130434782,0.271739130434782,"evm.utg2661.19",2,"evm.utg2661.19/evm.utg2661.20","exp2__downstream_region__evm.utg2661.19__18644","downstream_region","CHH",0.954328562,0.09433267,2,4,"Molecular Functions","downstream_region","Acute Experiment","2/6","2/24","MF","MF_4","GO:0003676","nucleic acid binding",7,0.601111659998764
"downstream_region","GO:0035368","selenocysteine insertion sequence binding",0.333333333333333,0.0833333333333333,1,4,2.50454132981017,0.0543478260869565,0.271739130434782,0.271739130434782,"evm.utg2661.20",2,"evm.utg2661.19/evm.utg2661.20","exp2__downstream_region__evm.utg2661.20__18643","downstream_region","CHH",0.900321543,0.09433267,2,4,"Molecular Functions","downstream_region","Acute Experiment","2/6","2/24","MF","MF_4","GO:0003676","nucleic acid binding",7,0.601111659998764
"downstream_region","GO:0035368","selenocysteine insertion sequence binding",0.333333333333333,0.0833333333333333,1,4,2.50454132981017,0.0543478260869565,0.271739130434782,0.271739130434782,"evm.utg2661.20",2,"evm.utg2661.19/evm.utg2661.20","exp2__downstream_region__evm.utg2661.20__18645","downstream_region","CHH",0.954328562,0.09433267,2,4,"Molecular Functions","downstream_region","Acute Experiment","2/6","2/24","MF","MF_4","GO:0003676","nucleic acid binding",7,0.601111659998764
"downstream_region","GO:0022857","transmembrane transporter activity",0.166666666666667,0.0416666666666667,1,4,1.73205080756888,0.25,0.625,0.625,"evm.utg2353.42",1,"evm.utg2353.42","exp2__downstream_region__evm.utg2353.42__3818","downstream_region","CpG",-0.759013283,0.022132257,1,1,"Molecular Functions","downstream_region","Acute Experiment","1/6","1/24","MF","MF_29","GO:0015267","channel activity",2,0.828736072212931
"downstream_region","GO:0003677","DNA binding",0.166666666666667,0.125,0.333333333333333,1.33333333333333,0.348845412314856,0.596837944664032,0.712027103331451,0.712027103331451,"evm.utg1746.24",1,"evm.utg1746.24","exp2__downstream_region__evm.utg1746.24__18493","downstream_region","CHH",-0.145687646,0.098544452,1,1,"Molecular Functions","downstream_region","Acute Experiment","1/6","3/24","MF","MF_4","GO:0003676","nucleic acid binding",7,0.690061607206899
"downstream_region","GO:0003676","nucleic acid binding",0.166666666666667,0.166666666666667,0.25,1,0,0.712027103331451,0.712027103331451,0.712027103331451,"evm.utg3839.77",1,"evm.utg3839.77","exp2__downstream_region__evm.utg3839.77__3916","downstream_region","CpG",-2.051282051,0.022132257,1,1,"Molecular Functions","downstream_region","Acute Experiment","1/6","4/24","MF","MF_4","GO:0003676","nucleic acid binding",7,0.755500533475712
"downstream_region","GO:0046872","metal ion binding",0.166666666666667,0.166666666666667,0.25,1,0,0.712027103331451,0.712027103331451,0.712027103331451,"evm.utg169038.1",1,"evm.utg169038.1","exp2__downstream_region__evm.utg169038.1__10088","downstream_region","CHG",-1.533219761,0.017699158,1,1,"Molecular Functions","downstream_region","Acute Experiment","1/6","4/24","MF","MF_25","GO:0046872","metal ion binding",3,0.844500090415137
"dispersed_repeat","GO:0001732","formation of cytoplasmic translation initiation complex",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg2353.1",1,"evm.utg2353.1","exp2__dispersed_repeat__evm.utg2353.1__14655","dispersed_repeat","CHH",-1.479289941,0.062541456,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_3","GO:0001732","formation of cytoplasmic translation initiation complex",1,1
"dispersed_repeat","GO:0001732","formation of cytoplasmic translation initiation complex",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg2353.1",1,"evm.utg2353.1","exp2__dispersed_repeat__evm.utg2353.1__14656","dispersed_repeat","CHH",-1.479289941,0.062541456,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_3","GO:0001732","formation of cytoplasmic translation initiation complex",1,1
"dispersed_repeat","GO:0042254","ribosome biogenesis",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg3753.7",1,"evm.utg3753.7","exp2__dispersed_repeat__evm.utg3753.7__16437","dispersed_repeat","CHH",0.990799717,0.021971185,1,1,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_22","GO:0042254","ribosome biogenesis",1,1
"dispersed_repeat","GO:0051260","protein homooligomerization",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg12724.17",1,"evm.utg12724.17","exp2__dispersed_repeat__evm.utg12724.17__293","dispersed_repeat","CpG",1.631701632,0.054220244,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_25","GO:0046931","pore complex assembly",2,0.822743744846685
"dispersed_repeat","GO:0051260","protein homooligomerization",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg12724.17",1,"evm.utg12724.17","exp2__dispersed_repeat__evm.utg12724.17__294","dispersed_repeat","CpG",1.631701632,0.054220244,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_25","GO:0046931","pore complex assembly",2,0.822743744846685
"dispersed_repeat","GO:1904294","positive regulation of ERAD pathway",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg17994.17",1,"evm.utg17994.17","exp2__dispersed_repeat__evm.utg17994.17__650","dispersed_repeat","CpG",2.803738318,0.040187555,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_19","GO:1904294","positive regulation of ERAD pathway",2,0.765087682369792
"dispersed_repeat","GO:1904294","positive regulation of ERAD pathway",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg17994.17",1,"evm.utg17994.17","exp2__dispersed_repeat__evm.utg17994.17__651","dispersed_repeat","CpG",2.803738318,0.040187555,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","1/384","BP","BP_19","GO:1904294","positive regulation of ERAD pathway",2,0.765087682369792
"dispersed_repeat","GO:0006812","monoatomic cation transport",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2041","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_11","GO:0055085","transmembrane transport",5,0.532251635770685
"dispersed_repeat","GO:0006812","monoatomic cation transport",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2042","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_11","GO:0055085","transmembrane transport",5,0.532251635770685
"dispersed_repeat","GO:0007155","cell adhesion",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13266","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_12","GO:0007155","cell adhesion",3,0.785413042091751
"dispersed_repeat","GO:0007155","cell adhesion",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13267","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_12","GO:0007155","cell adhesion",3,0.785413042091751
"dispersed_repeat","GO:0007155","cell adhesion",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13268","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_12","GO:0007155","cell adhesion",3,0.785413042091751
"dispersed_repeat","GO:0034765","regulation of monoatomic ion transmembrane transport",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg12724.17",1,"evm.utg12724.17","exp2__dispersed_repeat__evm.utg12724.17__293","dispersed_repeat","CpG",1.631701632,0.054220244,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_21","GO:0034765","regulation of monoatomic ion transmembrane transport",1,1
"dispersed_repeat","GO:0034765","regulation of monoatomic ion transmembrane transport",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg12724.17",1,"evm.utg12724.17","exp2__dispersed_repeat__evm.utg12724.17__294","dispersed_repeat","CpG",1.631701632,0.054220244,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_21","GO:0034765","regulation of monoatomic ion transmembrane transport",1,1
"dispersed_repeat","GO:0046931","pore complex assembly",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2041","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_25","GO:0046931","pore complex assembly",2,0.822743744846685
"dispersed_repeat","GO:0046931","pore complex assembly",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2042","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_25","GO:0046931","pore complex assembly",2,0.822743744846685
"dispersed_repeat","GO:0051715","cytolysis in another organism",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2041","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_27","GO:0051715","cytolysis in another organism",1,1
"dispersed_repeat","GO:0051715","cytolysis in another organism",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2042","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","2/384","BP","BP_27","GO:0051715","cytolysis in another organism",1,1
"dispersed_repeat","GO:0007165","signal transduction",0.166666666666667,0.0520833333333333,0.1,3.2,1.81261482174899,0.124342161924863,0.186513242887294,0.143975134860368,"evm.utg5122.15",2,"evm.utg5122.15/evm.utg259.49","exp2__dispersed_repeat__evm.utg5122.15__2941","dispersed_repeat","CpG",-2.686567164,0.04655111,2,3,"Biological Processes","dispersed_repeat","Acute Experiment","2/12","20/384","BP","BP_13","GO:1901987","regulation of cell cycle phase transition",2,0.678415728034602
"dispersed_repeat","GO:0007165","signal transduction",0.166666666666667,0.0520833333333333,0.1,3.2,1.81261482174899,0.124342161924863,0.186513242887294,0.143975134860368,"evm.utg5122.15",2,"evm.utg5122.15/evm.utg259.49","exp2__dispersed_repeat__evm.utg5122.15__2942","dispersed_repeat","CpG",-2.686567164,0.04655111,2,3,"Biological Processes","dispersed_repeat","Acute Experiment","2/12","20/384","BP","BP_13","GO:1901987","regulation of cell cycle phase transition",2,0.678415728034602
"dispersed_repeat","GO:0007165","signal transduction",0.166666666666667,0.0520833333333333,0.1,3.2,1.81261482174899,0.124342161924863,0.186513242887294,0.143975134860368,"evm.utg259.49",2,"evm.utg5122.15/evm.utg259.49","exp2__dispersed_repeat__evm.utg259.49__15041","dispersed_repeat","CHH",-0.766703176,0.020806747,2,3,"Biological Processes","dispersed_repeat","Acute Experiment","2/12","20/384","BP","BP_13","GO:1901987","regulation of cell cycle phase transition",2,0.678415728034602
"dispersed_repeat","GO:0007154","cell communication",0.0833333333333333,0.0130208333333333,0.2,6.4,2.18010643628658,0.147506993599396,0.201145900362813,0.155270519578312,"evm.utg268.25.1.5c22edff",1,"evm.utg268.25.1.5c22edff","exp2__dispersed_repeat__evm.utg268.25.1.5c22edff__1646","dispersed_repeat","CpG",2.333333333,0.087943269,1,1,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","5/384","BP","BP_2","GO:0007154","cell communication",3,0.657236149017841
"dispersed_repeat","GO:0005975","carbohydrate metabolic process",0.0833333333333333,0.0182291666666667,0.142857142857143,4.57142857142857,1.71056213252438,0.200705242103685,0.250881552629606,0.193662952907064,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13266","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","7/384","BP","BP_5","GO:0006508","proteolysis",3,0.625119628442948
"dispersed_repeat","GO:0005975","carbohydrate metabolic process",0.0833333333333333,0.0182291666666667,0.142857142857143,4.57142857142857,1.71056213252438,0.200705242103685,0.250881552629606,0.193662952907064,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13267","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","7/384","BP","BP_5","GO:0006508","proteolysis",3,0.625119628442948
"dispersed_repeat","GO:0005975","carbohydrate metabolic process",0.0833333333333333,0.0182291666666667,0.142857142857143,4.57142857142857,1.71056213252438,0.200705242103685,0.250881552629606,0.193662952907064,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13268","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","7/384","BP","BP_5","GO:0006508","proteolysis",3,0.625119628442948
"dispersed_repeat","GO:0006281","DNA repair",0.0833333333333333,0.0598958333333333,0.0434782608695652,1.39130434782609,0.347171072066789,0.52874529792757,0.610090728377965,0.470947228923341,"evm.utg1818.2",1,"evm.utg1818.2","exp2__dispersed_repeat__evm.utg1818.2__7385","dispersed_repeat","CHG",-2.749140893,0.027993535,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","23/384","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"dispersed_repeat","GO:0006281","DNA repair",0.0833333333333333,0.0598958333333333,0.0434782608695652,1.39130434782609,0.347171072066789,0.52874529792757,0.610090728377965,0.470947228923341,"evm.utg1818.2",1,"evm.utg1818.2","exp2__dispersed_repeat__evm.utg1818.2__7386","dispersed_repeat","CHG",-2.749140893,0.027993535,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","23/384","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"dispersed_repeat","GO:0006281","DNA repair",0.0833333333333333,0.0598958333333333,0.0434782608695652,1.39130434782609,0.347171072066789,0.52874529792757,0.610090728377965,0.470947228923341,"evm.utg1818.2",1,"evm.utg1818.2","exp2__dispersed_repeat__evm.utg1818.2__7387","dispersed_repeat","CHG",-2.749140893,0.027993535,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","23/384","BP","BP_1","GO:0016070","RNA metabolic process",9,0.631366091364411
"dispersed_repeat","GO:0006468","protein phosphorylation",0.0833333333333333,0.0729166666666667,0.0357142857142857,1.14285714285714,0.14082329985192,0.602415319485838,0.645444985163398,0.49823823416122,"evm.utg2355.3",1,"evm.utg2355.3","exp2__dispersed_repeat__evm.utg2355.3__1139","dispersed_repeat","CpG",0.582072177,0.058025385,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","28/384","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"dispersed_repeat","GO:0006468","protein phosphorylation",0.0833333333333333,0.0729166666666667,0.0357142857142857,1.14285714285714,0.14082329985192,0.602415319485838,0.645444985163398,0.49823823416122,"evm.utg2355.3",1,"evm.utg2355.3","exp2__dispersed_repeat__evm.utg2355.3__1140","dispersed_repeat","CpG",0.582072177,0.058025385,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","28/384","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"dispersed_repeat","GO:0006468","protein phosphorylation",0.0833333333333333,0.0729166666666667,0.0357142857142857,1.14285714285714,0.14082329985192,0.602415319485838,0.645444985163398,0.49823823416122,"evm.utg2355.3",1,"evm.utg2355.3","exp2__dispersed_repeat__evm.utg2355.3__1141","dispersed_repeat","CpG",0.582072177,0.058025385,1,3,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","28/384","BP","BP_8","GO:0006468","protein phosphorylation",4,0.703374850063978
"dispersed_repeat","GO:0015074","DNA integration",0.0833333333333333,0.0859375,0.0303030303030303,0.96969696969697,-0.0326593857143337,0.665387142381081,0.665387142381081,0.513632180083642,"evm.utg334.83",1,"evm.utg334.83","exp2__dispersed_repeat__evm.utg334.83__8648","dispersed_repeat","CHG",-2.482269504,0.032922784,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","33/384","BP","BP_1","GO:0016070","RNA metabolic process",9,0.668692195122565
"dispersed_repeat","GO:0015074","DNA integration",0.0833333333333333,0.0859375,0.0303030303030303,0.96969696969697,-0.0326593857143337,0.665387142381081,0.665387142381081,0.513632180083642,"evm.utg334.83",1,"evm.utg334.83","exp2__dispersed_repeat__evm.utg334.83__8649","dispersed_repeat","CHG",-2.482269504,0.032922784,1,2,"Biological Processes","dispersed_repeat","Acute Experiment","1/12","33/384","BP","BP_1","GO:0016070","RNA metabolic process",9,0.668692195122565
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg17994.17",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg17994.17__650","dispersed_repeat","CpG",2.803738318,0.040187555,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg17994.17",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg17994.17__651","dispersed_repeat","CpG",2.803738318,0.040187555,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg4290.31",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg4290.31__2574","dispersed_repeat","CpG",-1.818686213,0.023983681,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg4290.31",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg4290.31__2575","dispersed_repeat","CpG",-1.818686213,0.023983681,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg4290.31",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg4290.31__2576","dispersed_repeat","CpG",-1.818686213,0.023983681,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg4290.31",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg4290.31__2577","dispersed_repeat","CpG",-1.818686213,0.023983681,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg4290.31",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg4290.31__8992","dispersed_repeat","CHG",-2.243589744,0.06966454,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
"dispersed_repeat","GO:0061630","ubiquitin protein ligase activity",0.0833333333333333,0.00859106529209622,0.4,9.7,4.04848874068688,0.0151194686654587,0.17638205788746,0.14698504823955,"evm.utg4290.31",2,"evm.utg17994.17/evm.utg4290.31","exp2__dispersed_repeat__evm.utg4290.31__8993","dispersed_repeat","CHG",-2.243589744,0.06966454,2,10,"Molecular Functions","dispersed_repeat","Acute Experiment","2/24","5/582","MF","MF_19","GO:0061630","ubiquitin protein ligase activity",2,0.882714456616078
