"region","context","file_prefix","percent_methylation","sample_id","treatment","group"
"dispersed_repeat","CpG","13",18.1818181818182,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",12,"13",0,"Control"
"dispersed_repeat","CpG","13",8.82352941176471,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",8.33333333333333,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",20.7317073170732,"13",0,"Control"
"dispersed_repeat","CpG","13",12.987012987013,"13",0,"Control"
"dispersed_repeat","CpG","13",26.4248704663212,"13",0,"Control"
"dispersed_repeat","CpG","13",0.476190476190476,"13",0,"Control"
"dispersed_repeat","CpG","13",0.476190476190476,"13",0,"Control"
"dispersed_repeat","CpG","13",8.33333333333333,"13",0,"Control"
"dispersed_repeat","CpG","13",100,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",9.09090909090909,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",10,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",7.89473684210526,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0.611620795107034,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",2.38095238095238,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",72.7272727272727,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",8.16326530612245,"13",0,"Control"
"dispersed_repeat","CpG","13",100,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",3.03030303030303,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",39.3939393939394,"13",0,"Control"
"dispersed_repeat","CpG","13",23.8095238095238,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0.657894736842105,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",29.6703296703297,"13",0,"Control"
"dispersed_repeat","CpG","13",33.3333333333333,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",100,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
"dispersed_repeat","CpG","13",0,"13",0,"Control"
