"experiment","ontology","region","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","n_unique_genes","n_dmr_features","contributing_genes","methDiff_values","semantic_cluster_description","significance"
"Primed Experiment","Biological process","gene","GO:0046416","D-amino acid metabolic process","1/16","1/153",0.104575163398693,0.167320261437909,0.167320261437909,1,1,1,"evm.utg684.27","-0.176056338","proteolysis","ns"
"Primed Experiment","Biological process","gene","GO:0048511","rhythmic process","1/16","1/153",0.104575163398693,0.167320261437909,0.167320261437909,1,1,1,"evm.utg320.52","-1.041293593","response to stimulus","ns"
"Primed Experiment","Biological process","gene","GO:0050896","response to stimulus","1/16","1/153",0.104575163398693,0.167320261437909,0.167320261437909,1,1,1,"evm.utg320.52","-1.041293593","response to stimulus","ns"
"Primed Experiment","Biological process","gene","GO:0051301","cell division","1/16","1/153",0.104575163398693,0.167320261437909,0.167320261437909,1,1,1,"evm.utg1890.18","-0.57208238","cell communication","ns"
"Primed Experiment","Biological process","gene","GO:0070202","regulation of establishment of protein localization to chromosome","1/16","1/153",0.104575163398693,0.167320261437909,0.167320261437909,1,1,1,"evm.utg43451.17","-3.041825095","regulation of establishment of protein localization to chromosome","ns"
"Primed Experiment","Biological process","gene","GO:0006886","intracellular protein transport","1/16","2/153",0.198830409356725,0.265107212475634,0.265107212475634,1,1,1,"evm.utg7656.7","-2.369114397","transmembrane transport","ns"
"Primed Experiment","Biological process","gene","GO:0030154","cell differentiation","1/16","2/153",0.198830409356725,0.265107212475634,0.265107212475634,1,1,1,"evm.utg1828.1","-0.414937759","dendrite self-avoidance","ns"
"Primed Experiment","Biological process","gene","GO:0055085","transmembrane transport","1/16","2/153",0.198830409356725,0.265107212475634,0.265107212475634,1,1,1,"evm.utg3522.31","-1.175406872","transmembrane transport","ns"
"Primed Experiment","Biological process","gene","GO:0007165","signal transduction","1/16","3/153",0.283722551411641,0.34046706169397,0.34046706169397,1,1,1,"utg11962.equina_smart_1469162utrorf.mrna1","4.368932039","regulation of cell cycle phase transition","ns"
"Primed Experiment","Biological process","gene","GO:0045892","negative regulation of DNA-templated transcription","1/16","3/153",0.283722551411641,0.34046706169397,0.34046706169397,1,1,1,"evm.utg2606.44","-0.586206897","positive regulation of transcription by RNA polymerase II","ns"
"Primed Experiment","Biological process","gene","GO:0006468","protein phosphorylation","2/16","11/153",0.322681965044022,0.368779388621739,0.368779388621739,2,2,2,"evm.utg1890.18; evm.utg483.15","-0.57208238; -2.005730659","protein phosphorylation","ns"
"Primed Experiment","Biological process","gene","GO:0042981","regulation of apoptotic process","1/16","4/153",0.360125479261066,0.392864159193891,0.392864159193891,1,1,1,"utg11962.equina_smart_1469162utrorf.mrna1","4.368932039","regulation of apoptotic process","ns"
"Primed Experiment","Biological process","gene","GO:0006281","DNA repair","1/16","9/153",0.640384360153323,0.668227158420859,0.668227158420859,1,1,2,"utg5074.evm.utg7286.34.mrna4","-1.701323251; -2.572347267","RNA metabolic process","ns"
"Primed Experiment","Biological process","gene","GO:0015074","DNA integration","1/16","13/153",0.776680404126303,0.776680404126303,0.776680404126303,1,1,1,"evm.utg2073.53","0.955963917","RNA metabolic process","ns"
"Primed Experiment","Biological process","promoter","GO:0005975","carbohydrate metabolic process","1/4","1/9",0.444444444444444,0.592592592592593,0.592592592592593,1,1,1,"evm.utg4428.1","-0.702106319","proteolysis","ns"
"Primed Experiment","Biological process","promoter","GO:0006659","phosphatidylserine biosynthetic process","1/4","1/9",0.444444444444444,0.592592592592593,0.592592592592593,1,1,1,"utg5417.equina_smart_1738001.mrna6","-1.622418879","phosphatidylserine biosynthetic process","ns"
"Primed Experiment","Biological process","promoter","GO:0071705","nitrogen compound transport","1/4","1/9",0.444444444444444,0.592592592592593,0.592592592592593,1,1,1,"evm.utg2353.44","-0.418799442","transmembrane transport","ns"
"Primed Experiment","Biological process","promoter","GO:0015074","DNA integration","1/4","2/9",0.722222222222222,0.722222222222222,0.722222222222222,1,1,1,"evm.utg1253.19","-2.653399668","RNA metabolic process","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0001732","formation of cytoplasmic translation initiation complex","1/12","1/384",0.0312499999999999,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg2353.1","-1.479289941; -1.479289941","formation of cytoplasmic translation initiation complex","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0042254","ribosome biogenesis","1/12","1/384",0.0312499999999999,0.102670800696258,0.0792546531690409,1,1,1,"evm.utg3753.7","0.990799717","ribosome biogenesis","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0051260","protein homooligomerization","1/12","1/384",0.0312499999999999,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg12724.17","1.631701632; 1.631701632","pore complex assembly","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:1904294","positive regulation of ERAD pathway","1/12","1/384",0.0312499999999999,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg17994.17","2.803738318; 2.803738318","positive regulation of ERAD pathway","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0006812","monoatomic cation transport","1/12","2/384",0.0616024804177545,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg3210.25","-3.846153846; -3.846153846","transmembrane transport","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0007155","cell adhesion","1/12","2/384",0.0616024804177545,0.102670800696258,0.0792546531690409,1,1,3,"evm.utg1162.37","-1.340482574; -1.340482574; -1.340482574","cell adhesion","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0034765","regulation of monoatomic ion transmembrane transport","1/12","2/384",0.0616024804177545,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg12724.17","1.631701632; 1.631701632","regulation of monoatomic ion transmembrane transport","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0046931","pore complex assembly","1/12","2/384",0.0616024804177545,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg3210.25","-3.846153846; -3.846153846","pore complex assembly","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0051715","cytolysis in another organism","1/12","2/384",0.0616024804177545,0.102670800696258,0.0792546531690409,1,1,2,"evm.utg3210.25","-3.846153846; -3.846153846","cytolysis in another organism","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0007165","signal transduction","2/12","20/384",0.124342161924863,0.186513242887294,0.143975134860368,2,2,3,"evm.utg259.49; evm.utg5122.15","-2.686567164; -2.686567164; -0.766703176","regulation of cell cycle phase transition","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0007154","cell communication","1/12","5/384",0.147506993599396,0.201145900362813,0.155270519578312,1,1,1,"evm.utg268.25.1.5c22edff","2.333333333","cell communication","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0005975","carbohydrate metabolic process","1/12","7/384",0.200705242103685,0.250881552629606,0.193662952907064,1,1,3,"evm.utg1162.37","-1.340482574; -1.340482574; -1.340482574","proteolysis","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0006281","DNA repair","1/12","23/384",0.52874529792757,0.610090728377965,0.470947228923341,1,1,3,"evm.utg1818.2","-2.749140893; -2.749140893; -2.749140893","RNA metabolic process","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0006468","protein phosphorylation","1/12","28/384",0.602415319485838,0.645444985163398,0.49823823416122,1,1,3,"evm.utg2355.3","0.582072177; 0.582072177; 0.582072177","protein phosphorylation","ns"
"Primed Experiment","Biological process","dispersed_repeat","GO:0015074","DNA integration","1/12","33/384",0.665387142381081,0.665387142381081,0.513632180083642,1,1,2,"evm.utg334.83","-2.482269504; -2.482269504","RNA metabolic process","ns"
"Primed Experiment","Molecular function","downstream_region","GO:0035368","selenocysteine insertion sequence binding","2/6","2/24",0.0543478260869565,0.271739130434782,0.271739130434782,2,2,4,"evm.utg2661.19; evm.utg2661.20","0.900321543; 0.954328562; 0.900321543; 0.954328562","nucleic acid binding","ns"
"Primed Experiment","Molecular function","downstream_region","GO:0022857","transmembrane transporter activity","1/6","1/24",0.25,0.625,0.625,1,1,1,"evm.utg2353.42","-0.759013283","channel activity","ns"
"Primed Experiment","Molecular function","downstream_region","GO:0003677","DNA binding","1/6","3/24",0.596837944664032,0.712027103331451,0.712027103331451,1,1,1,"evm.utg1746.24","-0.145687646","nucleic acid binding","ns"
"Primed Experiment","Molecular function","downstream_region","GO:0003676","nucleic acid binding","1/6","4/24",0.712027103331451,0.712027103331451,0.712027103331451,1,1,1,"evm.utg3839.77","-2.051282051","nucleic acid binding","ns"
"Primed Experiment","Molecular function","downstream_region","GO:0046872","metal ion binding","1/6","4/24",0.712027103331451,0.712027103331451,0.712027103331451,1,1,1,"evm.utg169038.1","-1.533219761","metal ion binding","ns"
"Primed Experiment","Molecular function","exon","GO:0046983","protein dimerization activity","1/5","2/332",0.029938485058057,0.0892727735992036,0.0469856703153703,1,1,1,"evm.utg1724.20","-0.100922722","protein dimerization activity","."
"Primed Experiment","Molecular function","exon","GO:0098632","cell-cell adhesion mediator activity","1/5","3/332",0.0446363867996018,0.0892727735992036,0.0469856703153703,1,1,1,"utg4321.evm.utg13237.7.mrna4","-0.307692308","cell-cell adhesion mediator activity","."
"Primed Experiment","Molecular function","exon","GO:0003677","DNA binding","2/5","44/332",0.132307077509756,0.176409436679675,0.0928470719366711,2,2,2,"evm.utg1746.24; evm.utg4977.3","-0.156936598; -0.436893204","nucleic acid binding","ns"
"Primed Experiment","Molecular function","exon","GO:0003964","RNA-directed DNA polymerase activity","1/5","14/332",0.1948738960201,0.1948738960201,0.102565208431631,1,1,1,"evm.utg1143.29","-0.903342367","RNA-directed DNA polymerase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","2/33","2/236",0.0190407500901551,0.264942016057092,0.2478989623926,2,2,2,"evm.utg1781.11; evm.utg1970.27","-2.322738386; -0.69637883","peptidyl-prolyl cis-trans isomerase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0046983","protein dimerization activity","2/33","2/236",0.0190407500901551,0.264942016057092,0.2478989623926,2,2,2,"evm.utg159619.2; evm.utg1724.20","0.815047022; -0.100922722","protein dimerization activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003964","RNA-directed DNA polymerase activity","4/33","9/236",0.0241993683766532,0.264942016057092,0.2478989623926,4,4,4,"evm.utg1143.29; evm.utg2526.22; evm.utg684.26; utg1828.evm.utg112.18.mrna2","-0.414937759; -0.661000944; -0.722021661; -0.176056338","RNA-directed DNA polymerase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0046872","metal ion binding","7/33","24/236",0.0328451941194764,0.264942016057092,0.2478989623926,7,7,9,"evm.utg1127.12; evm.utg1818.18; evm.utg2606.44; evm.utg3522.30; evm.utg483.15; utg5074.evm.utg2367.2.mrna2; utg5074.evm.utg7286.34.mrna4","-1.701323251; -2.572347267; -1.701323251; -2.572347267; -2.395209581; -2.637877102; -0.586206897; -1.175406872; -2.005730659","metal ion binding","ns"
"Primed Experiment","Molecular function","gene","GO:0070403","NAD+ binding","2/33","3/236",0.0520772652038429,0.264942016057092,0.2478989623926,2,2,2,"evm.utg11962.9; utg11962.evm.utg628.4.mrna2","4.368932039; 4.368932039","nucleotide binding","ns"
"Primed Experiment","Molecular function","gene","GO:0016740","transferase activity","3/33","7/236",0.058964423674726,0.264942016057092,0.2478989623926,3,3,3,"evm.utg11962.9; evm.utg816.5; utg11962.evm.utg628.4.mrna2","4.368932039; 4.368932039; -4.666666667","transaminase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0000215","tRNA 2-phosphotransferase activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg24438.18","-4.624402953","tRNA 2-phosphotransferase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0001054","RNA polymerase I activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg159619.2","0.815047022","DNA-directed 5-3 RNA polymerase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0001056","RNA polymerase III activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg159619.2","0.815047022","DNA-directed 5-3 RNA polymerase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003712","transcription coregulator activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg320.52","-1.041293593","transcription coregulator activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003746","translation elongation factor activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg1684.11","-2.297090352","nucleic acid binding","ns"
"Primed Experiment","Molecular function","gene","GO:0003884","D-amino-acid oxidase activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg684.27","-0.176056338","D-amino-acid oxidase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003899","DNA-directed 5-3 RNA polymerase activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg1127.12","-2.637877102","DNA-directed 5-3 RNA polymerase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0004402","histone acetyltransferase activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg320.52","-1.041293593","histone acetyltransferase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg483.15","-2.005730659","protein serine/threonine kinase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0008201","heparin binding","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg1828.1","-0.414937759","heparin binding","ns"
"Primed Experiment","Molecular function","gene","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg1818.18","-2.395209581","dioxygenase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0043130","ubiquitin binding","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg2526.24","-0.661000944","protein dimerization activity","ns"
"Primed Experiment","Molecular function","gene","GO:0140297","DNA-binding transcription factor binding","1/33","1/236",0.139830508474576,0.264942016057092,0.2478989623926,1,1,1,"evm.utg320.52","-1.041293593","DNA-binding transcription factor binding","ns"
"Primed Experiment","Molecular function","gene","GO:0004222","metalloendopeptidase activity","1/33","2/236",0.260620266858997,0.375293184276956,0.351151517452123,1,1,1,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3","-0.643500644","cysteine-type endopeptidase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0005085","guanyl-nucleotide exchange factor activity","1/33","2/236",0.260620266858997,0.375293184276956,0.351151517452123,1,1,1,"evm.utg6373.20","-1.70575693","guanyl-nucleotide exchange factor activity","ns"
"Primed Experiment","Molecular function","gene","GO:0016874","ligase activity","1/33","2/236",0.260620266858997,0.375293184276956,0.351151517452123,1,1,1,"evm.utg2526.24","-0.661000944","ligase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0022857","transmembrane transporter activity","1/33","2/236",0.260620266858997,0.375293184276956,0.351151517452123,1,1,1,"evm.utg259.6","-1.478743068","channel activity","ns"
"Primed Experiment","Molecular function","gene","GO:0031267","small GTPase binding","1/33","2/236",0.260620266858997,0.375293184276956,0.351151517452123,1,1,1,"evm.utg7656.7","-2.369114397","small GTPase binding","ns"
"Primed Experiment","Molecular function","gene","GO:0071949","FAD binding","1/33","2/236",0.260620266858997,0.375293184276956,0.351151517452123,1,1,1,"evm.utg684.27","-0.176056338","nucleotide binding","ns"
"Primed Experiment","Molecular function","gene","GO:0004252","serine-type endopeptidase activity","1/33","3/236",0.364891767686575,0.486522356915433,0.455225597113856,1,1,1,"evm.utg579.116","-0.643500644","cysteine-type endopeptidase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0008234","cysteine-type peptidase activity","1/33","3/236",0.364891767686575,0.486522356915433,0.455225597113856,1,1,2,"utg5074.evm.utg7286.34.mrna4","-1.701323251; -2.572347267","cysteine-type endopeptidase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003676","nucleic acid binding","2/33","10/236",0.419898094578371,0.53986897874362,0.505140564906311,2,2,2,"evm.utg2073.53; evm.utg2526.23","-0.661000944; 0.955963917","nucleic acid binding","ns"
"Primed Experiment","Molecular function","gene","GO:0003723","RNA binding","1/33","5/236",0.53238664262849,0.638863971154188,0.597767458389884,1,1,1,"evm.utg2606.44","-0.586206897","nucleic acid binding","ns"
"Primed Experiment","Molecular function","gene","GO:0090729","toxin activity","1/33","5/236",0.53238664262849,0.638863971154188,0.597767458389884,1,1,1,"evm.utg579.116","-0.643500644","toxin activity","ns"
"Primed Experiment","Molecular function","gene","GO:0004930","G protein-coupled receptor activity","1/33","6/236",0.59918855082442,0.69583186547352,0.651070751320253,1,1,1,"evm.utg11962.8","4.368932039","G protein-coupled receptor activity","ns"
"Primed Experiment","Molecular function","gene","GO:0005524","ATP binding","3/33","22/236",0.622245675541623,0.700026384984326,0.654995447938551,3,3,3,"evm.utg1890.18; evm.utg483.15; evm.utg816.5","-0.57208238; -4.666666667; -2.005730659","nucleotide binding","ns"
"Primed Experiment","Molecular function","gene","GO:0004842","ubiquitin-protein transferase activity","1/33","7/236",0.656696280488743,0.716395942351356,0.670311992843374,1,1,1,"evm.utg2526.24","-0.661000944","ubiquitin protein ligase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0003677","DNA binding","3/33","24/236",0.685423457896122,0.720018249482514,0.67370128606551,3,3,4,"evm.utg1127.12; evm.utg159619.2; utg5074.evm.utg2367.2.mrna2","-1.701323251; -2.572347267; 0.815047022; -2.637877102","nucleic acid binding","ns"
"Primed Experiment","Molecular function","gene","GO:0004672","protein kinase activity","1/33","8/236",0.706167995527483,0.720018249482514,0.67370128606551,1,1,1,"evm.utg1890.18","-0.57208238","protein serine/threonine kinase activity","ns"
"Primed Experiment","Molecular function","gene","GO:0008270","zinc ion binding","2/33","17/236",0.720018249482514,0.720018249482514,0.67370128606551,2,2,2,"evm.utg320.52; utg579.evm.utg11123.1.6.5c22e8a4.mrna3","-0.643500644; -1.041293593","metal ion binding","ns"
"Primed Experiment","Molecular function","promoter","GO:0043531","ADP binding","2/6","2/16",0.125,0.4375,0.4375,2,2,2,"evm.utg33757.21; evm.utg33757.22","-0.199203187; -0.199203187","nucleotide binding","ns"
"Primed Experiment","Molecular function","promoter","GO:0004563","beta-N-acetylhexosaminidase activity","1/6","1/16",0.375,0.4375,0.4375,1,1,1,"evm.utg4428.1","-0.702106319","N-acetyl-beta-D-galactosaminidase activity","ns"
"Primed Experiment","Molecular function","promoter","GO:0022857","transmembrane transporter activity","1/6","1/16",0.375,0.4375,0.4375,1,1,1,"evm.utg2353.44","-0.418799442","channel activity","ns"
"Primed Experiment","Molecular function","promoter","GO:0030247","polysaccharide binding","1/6","1/16",0.375,0.4375,0.4375,1,1,1,"evm.utg4428.1","-0.702106319","polysaccharide binding","ns"
"Primed Experiment","Molecular function","promoter","GO:0102148","N-acetyl-beta-D-galactosaminidase activity","1/6","1/16",0.375,0.4375,0.4375,1,1,1,"evm.utg4428.1","-0.702106319","N-acetyl-beta-D-galactosaminidase activity","ns"
"Primed Experiment","Molecular function","promoter","GO:0106245","L-serine-phosphatidylethanolamine phosphatidyltransferase activity","1/6","1/16",0.375,0.4375,0.4375,1,1,1,"utg5417.equina_smart_1738001.mrna6","-1.622418879","L-serine-phosphatidylethanolamine phosphatidyltransferase activity","ns"
"Primed Experiment","Molecular function","promoter","GO:0003676","nucleic acid binding","1/6","3/16",0.785714285714286,0.785714285714286,0.785714285714286,1,1,1,"evm.utg1253.19","-2.653399668","nucleic acid binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0061630","ubiquitin protein ligase activity","2/24","5/582",0.0151194686654587,0.17638205788746,0.14698504823955,2,2,10,"evm.utg17994.17; evm.utg4290.31","2.803738318; 2.803738318; -1.818686213; -1.818686213; -1.818686213; -1.818686213; -2.243589744; -2.243589744; -2.243589744; -2.243589744","ubiquitin protein ligase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0004100","chitin synthase activity","1/24","1/582",0.0412371134020614,0.17638205788746,0.14698504823955,1,1,1,"evm.utg590.24","0.957354221","chitin synthase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0005249","voltage-gated potassium channel activity","1/24","1/582",0.0412371134020614,0.17638205788746,0.14698504823955,1,1,2,"evm.utg12724.17","1.631701632; 1.631701632","voltage-gated calcium channel activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0008483","transaminase activity","1/24","1/582",0.0412371134020614,0.17638205788746,0.14698504823955,1,1,5,"evm.utg30804.6","-1.895734597; -1.895734597; -2.242152466; -2.242152466; -0.808701317","transaminase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0031369","translation initiation factor binding","1/24","1/582",0.0412371134020614,0.17638205788746,0.14698504823955,1,1,2,"evm.utg2353.1","-1.479289941; -1.479289941","protein dimerization activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0005509","calcium ion binding","4/24","38/582",0.0637189208065575,0.17638205788746,0.14698504823955,4,4,8,"evm.utg262.3; evm.utg3329.39; evm.utg3470.17; evm.utg3487.26","-3.361344538; -3.361344538; -1.581027668; -1.581027668; 1.620745543; -0.629722922; -0.629722922; -0.629722922","metal ion binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0003743","translation initiation factor activity","1/24","2/582",0.0808417765317526,0.17638205788746,0.14698504823955,1,1,2,"evm.utg2353.1","-1.479289941; -1.479289941","nucleic acid binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0005262","calcium channel activity","1/24","2/582",0.0808417765317526,0.17638205788746,0.14698504823955,1,1,1,"evm.utg2849.8","-1.605504587","voltage-gated calcium channel activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0015267","channel activity","1/24","2/582",0.0808417765317526,0.17638205788746,0.14698504823955,1,1,2,"evm.utg3210.25","-3.846153846; -3.846153846","channel activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0045296","cadherin binding","1/24","2/582",0.0808417765317526,0.17638205788746,0.14698504823955,1,1,3,"evm.utg1162.37","-1.340482574; -1.340482574; -1.340482574","cell-cell adhesion mediator activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0051213","dioxygenase activity","1/24","2/582",0.0808417765317526,0.17638205788746,0.14698504823955,1,1,2,"evm.utg412866.2","-1.043478261; -0.96969697","dioxygenase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0000166","nucleotide binding","1/24","3/582",0.118875909916646,0.237751819833292,0.198126516527743,1,1,2,"utg2427.evm.utg261.54.mrna8","-4.560260586; -4.560260586","nucleotide binding","ns"
