"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","gene_id_labelling","Count","geneID_gene_level","dmr_feature_id","region_feature","context","methDiff","p_fdr","n_unique_genes_for_term","n_dmr_features_for_term","GO","region","experiment","GeneRatio_raw","BgRatio_raw"
"GO:0001732","formation of cytoplasmic translation initiation complex",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg2353.1",1,"evm.utg2353.1","exp2__dispersed_repeat__evm.utg2353.1__14655","dispersed_repeat","CHH",-1.479289941,0.062541456,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:0001732","formation of cytoplasmic translation initiation complex",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg2353.1",1,"evm.utg2353.1","exp2__dispersed_repeat__evm.utg2353.1__14656","dispersed_repeat","CHH",-1.479289941,0.062541456,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:0042254","ribosome biogenesis",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg3753.7",1,"evm.utg3753.7","exp2__dispersed_repeat__evm.utg3753.7__16437","dispersed_repeat","CHH",0.990799717,0.021971185,1,1,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:0051260","protein homooligomerization",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg12724.17",1,"evm.utg12724.17","exp2__dispersed_repeat__evm.utg12724.17__293","dispersed_repeat","CpG",1.631701632,0.054220244,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:0051260","protein homooligomerization",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg12724.17",1,"evm.utg12724.17","exp2__dispersed_repeat__evm.utg12724.17__294","dispersed_repeat","CpG",1.631701632,0.054220244,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:1904294","positive regulation of ERAD pathway",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg17994.17",1,"evm.utg17994.17","exp2__dispersed_repeat__evm.utg17994.17__650","dispersed_repeat","CpG",2.803738318,0.040187555,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:1904294","positive regulation of ERAD pathway",0.0833333333333333,0.00260416666666667,1,32,5.56776436283002,0.0312499999999999,0.102670800696258,0.0792546531690409,"evm.utg17994.17",1,"evm.utg17994.17","exp2__dispersed_repeat__evm.utg17994.17__651","dispersed_repeat","CpG",2.803738318,0.040187555,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","1/384"
"GO:0006812","monoatomic cation transport",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2041","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","2/384"
"GO:0006812","monoatomic cation transport",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg3210.25",1,"evm.utg3210.25","exp2__dispersed_repeat__evm.utg3210.25__2042","dispersed_repeat","CpG",-3.846153846,0.036836592,1,2,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","2/384"
"GO:0007155","cell adhesion",0.0833333333333333,0.00520833333333333,0.5,16,3.8149874665638,0.0616024804177545,0.102670800696258,0.0792546531690409,"evm.utg1162.37",1,"evm.utg1162.37","exp2__dispersed_repeat__evm.utg1162.37__13266","dispersed_repeat","CHH",-1.340482574,0.020806747,1,3,"Biological Processes","dispersed_repeat","Primed Experiment","1/12","2/384"
