"","x"
"evm.TU.utg10.18",0.00600861073922904
"evm.TU.utg10.19",0.0212911090891411
"utg10.equina_smart_120628.path2",0
"evm.TU.utg10.20",0.000199978089575278
"evm.TU.utg10.21",0.202223228188138
"evm.TU.utg10.22",0.883201151029123
"evm.TU.utg10.23",0.110832087176385
"evm.TU.utg10.24",15.4071089264527
"evm.TU.utg10.25",0
"evm.TU.utg10.26",0
"evm.TU.utg10.27",0.768241046600757
"evm.TU.utg10.28",0.164562977433511
"evm.TU.utg10.29",0.000911573576163626
"evm.TU.utg10.30",0.00176422182290424
"evm.TU.utg10.31",0.3786567210664
"evm.TU.utg10.32",0.0157167110929865
"evm.TU.utg10.33",20.639378580897
"evm.TU.utg10.34",1.56041516763124
"evm.TU.utg10.35",0.824515820497224
"evm.TU.utg10.36",0.00177541223570192
"evm.TU.utg10.37",6.68149898649376e-05
"evm.TU.utg10.38",0.00010096589707207
"evm.TU.utg10.39",0.0137643580352252
"evm.TU.utg10.40",0.00516825152465283
"evm.TU.utg10.41",0.000331253928530314
"evm.TU.utg10.42",0
"evm.TU.utg10.43",0
"evm.TU.utg10.44",0.286677476510705
"evm.TU.utg10.45",0.00930854279231615
"tRNAscan-SE.tRNA.utg10.SeC(TCA).2",0
"evm.TU.utg10.46",0.00273128533477615
"evm.TU.utg10.47",18.4325071552681
"evm.TU.utg10.48",0.532048203336139
"evm.TU.utg10.49",7.0256590723689e-05
"evm.TU.utg10.50",0.00014154934223437
"evm.TU.utg10.51",0
"evm.TU.utg10.52",0.0152997129247334
"evm.TU.utg13.1",0
"tRNAscan-SE.tRNA.utg13.Ala(GGC).1",0
"evm.TU.utg13.2",0
"tRNAscan-SE.tRNA.utg13.Cys(ACA).1",0
"evm.TU.utg13.3",0.128115094087397
"evm.TU.utg13.4",0.323206151917824
"evm.TU.utg13.5",0.204993867584081
"evm.TU.utg13.6",0.168135948436574
"evm.TU.utg13.7",0.033711766793983
"evm.TU.utg13.8",0.00014273498147021
"evm.TU.utg13.9",0.0774620200131756
"tRNAscan-SE.tRNA.utg13.Cys(ACA).2",0.0478477828249857
"evm.TU.utg13.10",0
"tRNAscan-SE.tRNA.utg13.Ser(AGA).1",0.757597497626878
"utg13.equina_smart_120628.path1",0
"tRNAscan-SE.tRNA.utg13.Phe(AAA).1",0.011053396965053
"tRNAscan-SE.tRNA.utg13.Ser(AGA).2",0.0867095537961418
"tRNAscan-SE.tRNA.utg13.Pseudo(AGA).1",0.191964675349838
"tRNAscan-SE.tRNA.utg13.Ser(AGA).3",0.238635967953393
"evm.TU.utg13.13",0.0182104863221208
"tRNAscan-SE.tRNA.utg13.Ser(AGA).4",0.135410350248243
"tRNAscan-SE.tRNA.utg13.Ser(AGA).5",0.322600275291454
"tRNAscan-SE.tRNA.utg13.Pseudo(ACA).2",0
"evm.TU.utg13.14",0.0026202092047572
"evm.TU.utg13.15",0.127263847862884
"evm.TU.utg13.16",0.116920913085281
"evm.TU.utg13.17",0.00498198978950212
"evm.TU.utg13.18",0.0382071055128575
"evm.TU.utg13.19",0.130419441097465
"evm.TU.utg13.20",3.88948980570776
"evm.TU.utg13.21",2.01101673812748
"evm.TU.utg13.22",10.40136550554
"evm.TU.utg13.23",0.764484507378513
"evm.TU.utg13.24",0.202971718470507
"evm.TU.utg13.25",0.0667098297757589
"evm.TU.utg13.26",20.1911478758161
"evm.TU.utg13.27",0.445062761987637
"evm.TU.utg13.28",0.305808017484226
"evm.TU.utg13.29",0
"evm.TU.utg13.30",0.000757488523971592
"evm.TU.utg13.31",0.31716509641379
"evm.TU.utg13.32",0
"evm.TU.utg13.33",0.039049735463635
"evm.TU.utg13.34",0.048222755274399
"evm.TU.utg13.35",1.85882919607384
"evm.TU.utg13.36",0.234278836458355
"evm.TU.utg13.37",0.952828526036917
"evm.TU.utg13.38",0.35211561476955
"evm.TU.utg13.39",0.0446753248515647
"utg13.equina_smart_1584572.path11",3.49837114137748
"evm.TU.utg13.40",0.64736387732522
"evm.TU.utg13.41",6.06346576932766
"evm.TU.utg13.42",0.00162001723228807
"evm.TU.utg13.43",0.000226471016978972
"evm.TU.utg13.44",0.000225037699774414
"tRNAscan-SE.tRNA.utg13.Arg(TCT).1",0
"tRNAscan-SE.tRNA.utg13.Arg(TCT).2",0
"tRNAscan-SE.tRNA.utg13.Val(TAC).1",0
"tRNAscan-SE.tRNA.utg13.Val(AAC).2",0
"evm.TU.utg13.45",0.0658336812205752
"evm.TU.utg13.46",0.00360447358123197
"tRNAscan-SE.tRNA.utg13.Ala(GGC).2",0.427187039219088
"tRNAscan-SE.tRNA.utg13.Pseudo(GTT).3",0
"utg13.equina_smart_1392268.path1",0.0288807378021913
"evm.TU.utg13.47",0.0173042890097781
"evm.TU.utg13.48",0.0288404801599203
"evm.TU.utg13.49",0.00243632094167252
"evm.TU.utg13.50",92.4182700718478
"evm.TU.utg13.51",401.473009752747
"evm.TU.utg13.52",0.00167008594753371
"utg13.equina_smart_1392170.path2",0.0112742122308296
"utg13.equina_smart_1392154.path1",0.0273354946901025
"tRNAscan-SE.tRNA.utg13.Cys(ACA).3",0.161934070637971
"tRNAscan-SE.tRNA.utg13.SeC(TCA).1",0
"utg13.evm.utg975.36.path2",0
"tRNAscan-SE.tRNA.utg13.Cys(ACA).4",0.195205476928275
"utg13.evm.utg464.87.path4",0.0114425529710265
"utg13.equina_smart_1392176.path1",0.0814245983115141
"utg13.equina_smart_204568.path1",0.00238975651068242
"evm.TU.utg13.53",0
"evm.TU.utg13.54",0
"evm.TU.utg13.55",0
"evm.TU.utg13.56",0.000204709232888438
"evm.TU.utg13.57",0.000227580084185783
"tRNAscan-SE.tRNA.utg13.Cys(ACA).5",0
"evm.TU.utg13.58",0.469744745118414
"evm.TU.utg13.59",3.14560114243813
"evm.TU.utg13.60",17.0737719215898
"evm.TU.utg13.61",1.8801710283407
"evm.TU.utg13.62",0.036766629707551
"evm.TU.utg13.63",0.128441305456296
"evm.TU.utg13.64",2.55168694948064
"evm.TU.utg13.65",1.24922616092604
"evm.TU.utg13.66",0.64224215300063
"evm.TU.utg13.67",2791.16892689022
"evm.TU.utg13.68.70",0.914516435352317
"evm.TU.utg13.69",0.0359447779850697
"evm.TU.utg13.71",1.63883066367127
"evm.TU.utg13.72",3.86030450966376
"utg13.equina_smart_1393274.path2",3.01085083498079
"utg13.equina_smart_1393279.path2",11.799150150818
"utg13.equina_smart_75763.path1",1.66932128519998
"utg13.equina_smart_1575038.path2",0.230235856422708
"evm.TU.utg14.1",17.2254131584732
"evm.TU.utg14.2",0.116492195722973
"evm.TU.utg14.3",0.00579059115930705
"evm.TU.utg14.4",6.02909902572037
"evm.TU.utg14.5",0.000915598679017111
"evm.TU.utg14.6",0
"evm.TU.utg14.7",28.3146309687566
"evm.TU.utg14.8",3.51061242714936
"evm.TU.utg14.9",56.101246522386
"evm.TU.utg14.10",0.0228837832906882
"evm.TU.utg14.11",0.0246080787706526
"evm.TU.utg14.12",0.10802341364684
"evm.TU.utg14.13",1.17817087001182
"evm.TU.utg14.14",0.624675294464489
"evm.TU.utg14.15",15.0025388305009
"evm.TU.utg14.16",1.76163547630869e-05
"evm.TU.utg14.17",0.054066619290663
"evm.TU.utg14.18",0.0237134164645345
"evm.TU.utg14.19",0.000781258157299581
"evm.TU.utg14.20",0.00110400026220833
"evm.TU.utg14.21",0.000370617265365812
"evm.TU.utg14.22",0.00185428096081344
"evm.TU.utg14.23",0.0315987796552983
"evm.TU.utg14.24",6.03879923832495e-05
"evm.TU.utg14.25",0.135366555602511
"evm.TU.utg14.26",2.00098616157587
"evm.TU.utg14.27",0.00520395186491486
"evm.TU.utg14.28",0.00304381739077122
"evm.TU.utg14.29",0.00120009708382146
"evm.TU.utg14.30",5.09736783410251
"evm.TU.utg14.31",2.63991649222103
"evm.TU.utg14.32",1.53718393009214
"evm.TU.utg14.33",0.130352207947554
"evm.TU.utg14.34",0.404472867682937
"evm.TU.utg14.35",0.0604541398102392
"evm.TU.utg14.36",0.0658247644282262
"evm.TU.utg14.37",0.0873246277409218
"evm.TU.utg14.38",0.0239740927942032
"evm.TU.utg14.39",0.0334969997676856
"evm.TU.utg14.40",0.000748097223113459
"tRNAscan-SE.tRNA.utg14.Pseudo(AGA).1",0.0318979958370231
"evm.TU.utg14.41",0.185052846873393
"evm.TU.utg14.42",0.114829278277202
"evm.TU.utg14.43",0.00065860539602658
"evm.TU.utg14.44",155149.812359466
"evm.TU.utg14.45",0.0502798577102576
"evm.TU.utg14.46",0.000770604076891361
"evm.TU.utg14.47",0.0104832348442023
"evm.TU.utg14.48",0.000928998437393128
"evm.TU.utg14.49",0.0674306677909653
"evm.TU.utg14.50",0.000187844951541971
"evm.TU.utg14.51",782389.393851932
"tRNAscan-SE.tRNA.utg14.Ser(AGA).1",0
"evm.TU.utg14.52",5.93951187792427
"evm.TU.utg14.53",0.0244454073525583
"tRNAscan-SE.tRNA.utg14.Cys(ACA).1",0
"evm.TU.utg14.54",0.0025669188872874
"evm.TU.utg14.55",0
"evm.TU.utg14.56",0.00211227066495753
"evm.TU.utg14.57",0.170458630067839
"evm.TU.utg14.59",0.00287763090352087
"evm.TU.utg14.60",0.000617937660330611
"evm.TU.utg14.61",0.000415401281045075
"evm.TU.utg14.62",0.0736118550787068
"evm.TU.utg14.63",0.175664059014941
"evm.TU.utg14.64",0.264786126239862
"evm.TU.utg14.67",0.0714168738345579
"evm.TU.utg14.68",0.0139451159490672
"evm.TU.utg14.69",0.0547452514920281
"evm.TU.utg14.70",0.0151009566846936
"evm.TU.utg14.71",0.00966960311542817
"evm.TU.utg14.72",0.176662672987835
"evm.TU.utg14.73",0.0189405190688946
"evm.TU.utg14.74",0.00125940047562423
"evm.TU.utg14.75",0.0306217139249442
"evm.TU.utg14.76",2.41344913629603
"evm.TU.utg14.77",618.266691537671
"evm.TU.utg14.78",0.55175059871298
"evm.TU.utg14.79",0.560454412596843
"evm.TU.utg14.80",0.00351722492073898
"evm.TU.utg14.81",1.23457559521734
"evm.TU.utg14.82",0.267977852117519
"evm.TU.utg14.83",0.00701988998382308
"evm.TU.utg14.84",1.52110916097892
"evm.TU.utg14.85",2.80272826123577
"utg14.equina_smart_1433514.path2",1594.66599848833
