"region","context","group","sample_id","bin_mid","count"
"dispersed_repeat","CpG","Control","20",47.5,0
"dispersed_repeat","CpG","Control","20",52.5,0
"dispersed_repeat","CpG","Control","20",57.5,0
"dispersed_repeat","CpG","Control","20",62.5,0
"dispersed_repeat","CpG","Control","20",67.5,0
"dispersed_repeat","CpG","Control","20",72.5,0
"dispersed_repeat","CpG","Control","20",77.5,0
"dispersed_repeat","CpG","Control","20",82.5,0
"dispersed_repeat","CpG","Control","20",87.5,0
"dispersed_repeat","CpG","Control","20",92.5,0
"dispersed_repeat","CpG","Control","20",97.5,0
"dispersed_repeat","CpG","Control","21",2.5,0
"dispersed_repeat","CpG","Control","21",7.5,0
"dispersed_repeat","CpG","Control","21",12.5,0
"dispersed_repeat","CpG","Control","21",17.5,0
"dispersed_repeat","CpG","Control","21",22.5,0
"dispersed_repeat","CpG","Control","21",27.5,0
"dispersed_repeat","CpG","Control","21",32.5,0
"dispersed_repeat","CpG","Control","21",37.5,0
"dispersed_repeat","CpG","Control","21",42.5,0
"dispersed_repeat","CpG","Control","21",47.5,0
"dispersed_repeat","CpG","Control","21",52.5,0
"dispersed_repeat","CpG","Control","21",57.5,0
"dispersed_repeat","CpG","Control","21",62.5,0
"dispersed_repeat","CpG","Control","21",67.5,0
"dispersed_repeat","CpG","Control","21",72.5,0
"dispersed_repeat","CpG","Control","21",77.5,0
"dispersed_repeat","CpG","Control","21",82.5,0
"dispersed_repeat","CpG","Control","21",87.5,0
"dispersed_repeat","CpG","Control","21",92.5,0
"dispersed_repeat","CpG","Control","21",97.5,0
"dispersed_repeat","CpG","Control","11",2.5,5871
"dispersed_repeat","CpG","Control","11",7.5,279
"dispersed_repeat","CpG","Control","11",12.5,78
"dispersed_repeat","CpG","Control","11",17.5,95
"dispersed_repeat","CpG","Control","11",22.5,47
"dispersed_repeat","CpG","Control","11",27.5,78
"dispersed_repeat","CpG","Control","11",32.5,35
"dispersed_repeat","CpG","Control","11",37.5,66
"dispersed_repeat","CpG","Control","11",42.5,22
"dispersed_repeat","CpG","Control","11",47.5,42
"dispersed_repeat","CpG","Control","11",52.5,25
"dispersed_repeat","CpG","Control","11",57.5,31
"dispersed_repeat","CpG","Control","11",62.5,18
"dispersed_repeat","CpG","Control","11",67.5,31
"dispersed_repeat","CpG","Control","11",72.5,19
"dispersed_repeat","CpG","Control","11",77.5,27
"dispersed_repeat","CpG","Control","11",82.5,18
"dispersed_repeat","CpG","Control","11",87.5,30
"dispersed_repeat","CpG","Control","11",92.5,20
"dispersed_repeat","CpG","Control","11",97.5,83
"dispersed_repeat","CpG","Control","2",2.5,0
"dispersed_repeat","CpG","Control","2",7.5,0
"dispersed_repeat","CpG","Control","2",12.5,0
"dispersed_repeat","CpG","Control","2",17.5,0
"dispersed_repeat","CpG","Control","2",22.5,0
"dispersed_repeat","CpG","Control","2",27.5,0
"dispersed_repeat","CpG","Control","2",32.5,0
"dispersed_repeat","CpG","Control","2",37.5,0
"dispersed_repeat","CpG","Control","2",42.5,0
"dispersed_repeat","CpG","Control","2",47.5,0
"dispersed_repeat","CpG","Control","2",52.5,0
"dispersed_repeat","CpG","Control","2",57.5,0
"dispersed_repeat","CpG","Control","2",62.5,0
"dispersed_repeat","CpG","Control","2",67.5,0
"dispersed_repeat","CpG","Control","2",72.5,0
"dispersed_repeat","CpG","Control","2",77.5,0
"dispersed_repeat","CpG","Control","2",82.5,0
"dispersed_repeat","CpG","Control","2",87.5,0
"dispersed_repeat","CpG","Control","2",92.5,0
"dispersed_repeat","CpG","Control","2",97.5,0
"dispersed_repeat","CpG","Treatment","6",2.5,0
"dispersed_repeat","CpG","Treatment","6",7.5,0
"dispersed_repeat","CpG","Treatment","6",12.5,0
"dispersed_repeat","CpG","Treatment","6",17.5,0
"dispersed_repeat","CpG","Treatment","6",22.5,0
"dispersed_repeat","CpG","Treatment","6",27.5,0
"dispersed_repeat","CpG","Treatment","6",32.5,0
"dispersed_repeat","CpG","Treatment","6",37.5,0
"dispersed_repeat","CpG","Treatment","6",42.5,0
"dispersed_repeat","CpG","Treatment","6",47.5,0
"dispersed_repeat","CpG","Treatment","6",52.5,0
"dispersed_repeat","CpG","Treatment","6",57.5,0
"dispersed_repeat","CpG","Treatment","6",62.5,0
"dispersed_repeat","CpG","Treatment","6",67.5,0
"dispersed_repeat","CpG","Treatment","6",72.5,0
"dispersed_repeat","CpG","Treatment","6",77.5,0
"dispersed_repeat","CpG","Treatment","6",82.5,0
"dispersed_repeat","CpG","Treatment","6",87.5,0
"dispersed_repeat","CpG","Treatment","6",92.5,0
"dispersed_repeat","CpG","Treatment","6",97.5,0
"dispersed_repeat","CpG","Treatment","7",2.5,0
"dispersed_repeat","CpG","Treatment","7",7.5,0
"dispersed_repeat","CpG","Treatment","7",12.5,0
"dispersed_repeat","CpG","Treatment","7",17.5,0
"dispersed_repeat","CpG","Treatment","7",22.5,0
"dispersed_repeat","CpG","Treatment","7",27.5,0
"dispersed_repeat","CpG","Treatment","7",32.5,0
"dispersed_repeat","CpG","Treatment","7",37.5,0
"dispersed_repeat","CpG","Treatment","7",42.5,0
"dispersed_repeat","CpG","Treatment","7",47.5,0
"dispersed_repeat","CpG","Treatment","7",52.5,0
"dispersed_repeat","CpG","Treatment","7",57.5,0
"dispersed_repeat","CpG","Treatment","7",62.5,0
"dispersed_repeat","CpG","Treatment","7",67.5,0
"dispersed_repeat","CpG","Treatment","7",72.5,0
"dispersed_repeat","CpG","Treatment","7",77.5,0
"dispersed_repeat","CpG","Treatment","7",82.5,0
"dispersed_repeat","CpG","Treatment","7",87.5,0
"dispersed_repeat","CpG","Treatment","7",92.5,0
"dispersed_repeat","CpG","Treatment","7",97.5,0
"dispersed_repeat","CpG","Treatment","10",2.5,0
"dispersed_repeat","CpG","Treatment","10",7.5,0
"dispersed_repeat","CpG","Treatment","10",12.5,0
"dispersed_repeat","CpG","Treatment","10",17.5,0
"dispersed_repeat","CpG","Treatment","10",22.5,0
"dispersed_repeat","CpG","Treatment","10",27.5,0
"dispersed_repeat","CpG","Treatment","10",32.5,0
"dispersed_repeat","CpG","Treatment","10",37.5,0
"dispersed_repeat","CpG","Treatment","10",42.5,0
"dispersed_repeat","CpG","Treatment","10",47.5,0
"dispersed_repeat","CpG","Treatment","10",52.5,0
"dispersed_repeat","CpG","Treatment","10",57.5,0
"dispersed_repeat","CpG","Treatment","10",62.5,0
"dispersed_repeat","CpG","Treatment","10",67.5,0
"dispersed_repeat","CpG","Treatment","10",72.5,0
"dispersed_repeat","CpG","Treatment","10",77.5,0
"dispersed_repeat","CpG","Treatment","10",82.5,0
"dispersed_repeat","CpG","Treatment","10",87.5,0
"dispersed_repeat","CpG","Treatment","10",92.5,0
"dispersed_repeat","CpG","Treatment","10",97.5,0
"dispersed_repeat","CpG","Treatment","14",2.5,5263
"dispersed_repeat","CpG","Treatment","14",7.5,258
"dispersed_repeat","CpG","Treatment","14",12.5,70
"dispersed_repeat","CpG","Treatment","14",17.5,88
"dispersed_repeat","CpG","Treatment","14",22.5,44
"dispersed_repeat","CpG","Treatment","14",27.5,64
"dispersed_repeat","CpG","Treatment","14",32.5,26
"dispersed_repeat","CpG","Treatment","14",37.5,71
"dispersed_repeat","CpG","Treatment","14",42.5,18
"dispersed_repeat","CpG","Treatment","14",47.5,55
"dispersed_repeat","CpG","Treatment","14",52.5,29
"dispersed_repeat","CpG","Treatment","14",57.5,48
"dispersed_repeat","CpG","Treatment","14",62.5,29
"dispersed_repeat","CpG","Treatment","14",67.5,16
"dispersed_repeat","CpG","Treatment","14",72.5,28
"dispersed_repeat","CpG","Treatment","14",77.5,20
"dispersed_repeat","CpG","Treatment","14",82.5,25
"dispersed_repeat","CpG","Treatment","14",87.5,28
"dispersed_repeat","CpG","Treatment","14",92.5,22
"dispersed_repeat","CpG","Treatment","14",97.5,79
"dispersed_repeat","CpG","Treatment","20",2.5,3616
"dispersed_repeat","CpG","Treatment","20",7.5,155
"dispersed_repeat","CpG","Treatment","20",12.5,60
"dispersed_repeat","CpG","Treatment","20",17.5,62
"dispersed_repeat","CpG","Treatment","20",22.5,44
"dispersed_repeat","CpG","Treatment","20",27.5,50
"dispersed_repeat","CpG","Treatment","20",32.5,26
"dispersed_repeat","CpG","Treatment","20",37.5,33
"dispersed_repeat","CpG","Treatment","20",42.5,24
"dispersed_repeat","CpG","Treatment","20",47.5,39
"dispersed_repeat","CpG","Treatment","20",52.5,12
"dispersed_repeat","CpG","Treatment","20",57.5,35
"dispersed_repeat","CpG","Treatment","20",62.5,19
"dispersed_repeat","CpG","Treatment","20",67.5,17
"dispersed_repeat","CpG","Treatment","20",72.5,20
"dispersed_repeat","CpG","Treatment","20",77.5,25
"dispersed_repeat","CpG","Treatment","20",82.5,14
"dispersed_repeat","CpG","Treatment","20",87.5,27
"dispersed_repeat","CpG","Treatment","20",92.5,18
"dispersed_repeat","CpG","Treatment","20",97.5,42
"dispersed_repeat","CpG","Treatment","21",2.5,4247
"dispersed_repeat","CpG","Treatment","21",7.5,212
"dispersed_repeat","CpG","Treatment","21",12.5,44
"dispersed_repeat","CpG","Treatment","21",17.5,78
"dispersed_repeat","CpG","Treatment","21",22.5,44
"dispersed_repeat","CpG","Treatment","21",27.5,47
"dispersed_repeat","CpG","Treatment","21",32.5,33
"dispersed_repeat","CpG","Treatment","21",37.5,56
"dispersed_repeat","CpG","Treatment","21",42.5,24
"dispersed_repeat","CpG","Treatment","21",47.5,48
"dispersed_repeat","CpG","Treatment","21",52.5,14
"dispersed_repeat","CpG","Treatment","21",57.5,27
"dispersed_repeat","CpG","Treatment","21",62.5,20
"dispersed_repeat","CpG","Treatment","21",67.5,17
"dispersed_repeat","CpG","Treatment","21",72.5,21
"dispersed_repeat","CpG","Treatment","21",77.5,25
"dispersed_repeat","CpG","Treatment","21",82.5,14
"dispersed_repeat","CpG","Treatment","21",87.5,25
"dispersed_repeat","CpG","Treatment","21",92.5,17
"dispersed_repeat","CpG","Treatment","21",97.5,62
"dispersed_repeat","CpG","Treatment","11",2.5,0
"dispersed_repeat","CpG","Treatment","11",7.5,0
"dispersed_repeat","CpG","Treatment","11",12.5,0
"dispersed_repeat","CpG","Treatment","11",17.5,0
"dispersed_repeat","CpG","Treatment","11",22.5,0
"dispersed_repeat","CpG","Treatment","11",27.5,0
"dispersed_repeat","CpG","Treatment","11",32.5,0
"dispersed_repeat","CpG","Treatment","11",37.5,0
"dispersed_repeat","CpG","Treatment","11",42.5,0
"dispersed_repeat","CpG","Treatment","11",47.5,0
"dispersed_repeat","CpG","Treatment","11",52.5,0
"dispersed_repeat","CpG","Treatment","11",57.5,0
"dispersed_repeat","CpG","Treatment","11",62.5,0
"dispersed_repeat","CpG","Treatment","11",67.5,0
"dispersed_repeat","CpG","Treatment","11",72.5,0
"dispersed_repeat","CpG","Treatment","11",77.5,0
"dispersed_repeat","CpG","Treatment","11",82.5,0
"dispersed_repeat","CpG","Treatment","11",87.5,0
"dispersed_repeat","CpG","Treatment","11",92.5,0
"dispersed_repeat","CpG","Treatment","11",97.5,0
"dispersed_repeat","CpG","Treatment","2",2.5,9362
"dispersed_repeat","CpG","Treatment","2",7.5,467
"dispersed_repeat","CpG","Treatment","2",12.5,122
"dispersed_repeat","CpG","Treatment","2",17.5,122
"dispersed_repeat","CpG","Treatment","2",22.5,80
"dispersed_repeat","CpG","Treatment","2",27.5,111
"dispersed_repeat","CpG","Treatment","2",32.5,62
"dispersed_repeat","CpG","Treatment","2",37.5,80
"dispersed_repeat","CpG","Treatment","2",42.5,37
"dispersed_repeat","CpG","Treatment","2",47.5,73
"dispersed_repeat","CpG","Treatment","2",52.5,31
"dispersed_repeat","CpG","Treatment","2",57.5,61
"dispersed_repeat","CpG","Treatment","2",62.5,39
"dispersed_repeat","CpG","Treatment","2",67.5,59
"dispersed_repeat","CpG","Treatment","2",72.5,29
"dispersed_repeat","CpG","Treatment","2",77.5,66
"dispersed_repeat","CpG","Treatment","2",82.5,36
"dispersed_repeat","CpG","Treatment","2",87.5,72
"dispersed_repeat","CpG","Treatment","2",92.5,41
"dispersed_repeat","CpG","Treatment","2",97.5,220
"dispersed_repeat","CHG","Control","6",2.5,10064
"dispersed_repeat","CHG","Control","6",7.5,196
"dispersed_repeat","CHG","Control","6",12.5,14
"dispersed_repeat","CHG","Control","6",17.5,13
"dispersed_repeat","CHG","Control","6",22.5,1
"dispersed_repeat","CHG","Control","6",27.5,0
"dispersed_repeat","CHG","Control","6",32.5,0
"dispersed_repeat","CHG","Control","6",37.5,2
"dispersed_repeat","CHG","Control","6",42.5,0
"dispersed_repeat","CHG","Control","6",47.5,3
"dispersed_repeat","CHG","Control","6",52.5,0
"dispersed_repeat","CHG","Control","6",57.5,1
"dispersed_repeat","CHG","Control","6",62.5,0
"dispersed_repeat","CHG","Control","6",67.5,0
"dispersed_repeat","CHG","Control","6",72.5,0
"dispersed_repeat","CHG","Control","6",77.5,0
"dispersed_repeat","CHG","Control","6",82.5,0
"dispersed_repeat","CHG","Control","6",87.5,0
"dispersed_repeat","CHG","Control","6",92.5,0
"dispersed_repeat","CHG","Control","6",97.5,0
"dispersed_repeat","CHG","Control","7",2.5,15520
"dispersed_repeat","CHG","Control","7",7.5,250
"dispersed_repeat","CHG","Control","7",12.5,22
"dispersed_repeat","CHG","Control","7",17.5,28
"dispersed_repeat","CHG","Control","7",22.5,6
"dispersed_repeat","CHG","Control","7",27.5,4
"dispersed_repeat","CHG","Control","7",32.5,1
"dispersed_repeat","CHG","Control","7",37.5,1
"dispersed_repeat","CHG","Control","7",42.5,2
"dispersed_repeat","CHG","Control","7",47.5,1
"dispersed_repeat","CHG","Control","7",52.5,0
"dispersed_repeat","CHG","Control","7",57.5,0
"dispersed_repeat","CHG","Control","7",62.5,0
"dispersed_repeat","CHG","Control","7",67.5,0
"dispersed_repeat","CHG","Control","7",72.5,0
"dispersed_repeat","CHG","Control","7",77.5,0
"dispersed_repeat","CHG","Control","7",82.5,0
"dispersed_repeat","CHG","Control","7",87.5,0
"dispersed_repeat","CHG","Control","7",92.5,0
"dispersed_repeat","CHG","Control","7",97.5,0
"dispersed_repeat","CHG","Control","10",2.5,5869
"dispersed_repeat","CHG","Control","10",7.5,120
"dispersed_repeat","CHG","Control","10",12.5,10
"dispersed_repeat","CHG","Control","10",17.5,5
"dispersed_repeat","CHG","Control","10",22.5,6
"dispersed_repeat","CHG","Control","10",27.5,0
"dispersed_repeat","CHG","Control","10",32.5,0
"dispersed_repeat","CHG","Control","10",37.5,1
"dispersed_repeat","CHG","Control","10",42.5,0
"dispersed_repeat","CHG","Control","10",47.5,0
"dispersed_repeat","CHG","Control","10",52.5,0
"dispersed_repeat","CHG","Control","10",57.5,0
"dispersed_repeat","CHG","Control","10",62.5,0
"dispersed_repeat","CHG","Control","10",67.5,0
"dispersed_repeat","CHG","Control","10",72.5,0
"dispersed_repeat","CHG","Control","10",77.5,0
"dispersed_repeat","CHG","Control","10",82.5,0
"dispersed_repeat","CHG","Control","10",87.5,0
"dispersed_repeat","CHG","Control","10",92.5,0
"dispersed_repeat","CHG","Control","10",97.5,0
"dispersed_repeat","CHG","Control","14",2.5,0
"dispersed_repeat","CHG","Control","14",7.5,0
"dispersed_repeat","CHG","Control","14",12.5,0
"dispersed_repeat","CHG","Control","14",17.5,0
"dispersed_repeat","CHG","Control","14",22.5,0
"dispersed_repeat","CHG","Control","14",27.5,0
"dispersed_repeat","CHG","Control","14",32.5,0
"dispersed_repeat","CHG","Control","14",37.5,0
"dispersed_repeat","CHG","Control","14",42.5,0
"dispersed_repeat","CHG","Control","14",47.5,0
"dispersed_repeat","CHG","Control","14",52.5,0
"dispersed_repeat","CHG","Control","14",57.5,0
"dispersed_repeat","CHG","Control","14",62.5,0
"dispersed_repeat","CHG","Control","14",67.5,0
"dispersed_repeat","CHG","Control","14",72.5,0
"dispersed_repeat","CHG","Control","14",77.5,0
"dispersed_repeat","CHG","Control","14",82.5,0
"dispersed_repeat","CHG","Control","14",87.5,0
"dispersed_repeat","CHG","Control","14",92.5,0
"dispersed_repeat","CHG","Control","14",97.5,0
"dispersed_repeat","CHG","Control","20",2.5,0
"dispersed_repeat","CHG","Control","20",7.5,0
"dispersed_repeat","CHG","Control","20",12.5,0
"dispersed_repeat","CHG","Control","20",17.5,0
"dispersed_repeat","CHG","Control","20",22.5,0
"dispersed_repeat","CHG","Control","20",27.5,0
"dispersed_repeat","CHG","Control","20",32.5,0
"dispersed_repeat","CHG","Control","20",37.5,0
"dispersed_repeat","CHG","Control","20",42.5,0
"dispersed_repeat","CHG","Control","20",47.5,0
"dispersed_repeat","CHG","Control","20",52.5,0
"dispersed_repeat","CHG","Control","20",57.5,0
"dispersed_repeat","CHG","Control","20",62.5,0
"dispersed_repeat","CHG","Control","20",67.5,0
"dispersed_repeat","CHG","Control","20",72.5,0
"dispersed_repeat","CHG","Control","20",77.5,0
"dispersed_repeat","CHG","Control","20",82.5,0
"dispersed_repeat","CHG","Control","20",87.5,0
"dispersed_repeat","CHG","Control","20",92.5,0
"dispersed_repeat","CHG","Control","20",97.5,0
"dispersed_repeat","CHG","Control","21",2.5,0
"dispersed_repeat","CHG","Control","21",7.5,0
"dispersed_repeat","CHG","Control","21",12.5,0
"dispersed_repeat","CHG","Control","21",17.5,0
"dispersed_repeat","CHG","Control","21",22.5,0
"dispersed_repeat","CHG","Control","21",27.5,0
"dispersed_repeat","CHG","Control","21",32.5,0
"dispersed_repeat","CHG","Control","21",37.5,0
"dispersed_repeat","CHG","Control","21",42.5,0
"dispersed_repeat","CHG","Control","21",47.5,0
"dispersed_repeat","CHG","Control","21",52.5,0
"dispersed_repeat","CHG","Control","21",57.5,0
"dispersed_repeat","CHG","Control","21",62.5,0
"dispersed_repeat","CHG","Control","21",67.5,0
"dispersed_repeat","CHG","Control","21",72.5,0
"dispersed_repeat","CHG","Control","21",77.5,0
"dispersed_repeat","CHG","Control","21",82.5,0
"dispersed_repeat","CHG","Control","21",87.5,0
"dispersed_repeat","CHG","Control","21",92.5,0
"dispersed_repeat","CHG","Control","21",97.5,0
"dispersed_repeat","CHG","Control","11",2.5,7048
"dispersed_repeat","CHG","Control","11",7.5,161
"dispersed_repeat","CHG","Control","11",12.5,10
"dispersed_repeat","CHG","Control","11",17.5,7
"dispersed_repeat","CHG","Control","11",22.5,3
"dispersed_repeat","CHG","Control","11",27.5,2
"dispersed_repeat","CHG","Control","11",32.5,2
"dispersed_repeat","CHG","Control","11",37.5,2
"dispersed_repeat","CHG","Control","11",42.5,0
"dispersed_repeat","CHG","Control","11",47.5,1
"dispersed_repeat","CHG","Control","11",52.5,0
"dispersed_repeat","CHG","Control","11",57.5,0
"dispersed_repeat","CHG","Control","11",62.5,0
"dispersed_repeat","CHG","Control","11",67.5,0
"dispersed_repeat","CHG","Control","11",72.5,0
"dispersed_repeat","CHG","Control","11",77.5,0
"dispersed_repeat","CHG","Control","11",82.5,0
"dispersed_repeat","CHG","Control","11",87.5,0
"dispersed_repeat","CHG","Control","11",92.5,0
"dispersed_repeat","CHG","Control","11",97.5,0
"dispersed_repeat","CHG","Control","2",2.5,0
"dispersed_repeat","CHG","Control","2",7.5,0
"dispersed_repeat","CHG","Control","2",12.5,0
"dispersed_repeat","CHG","Control","2",17.5,0
"dispersed_repeat","CHG","Control","2",22.5,0
"dispersed_repeat","CHG","Control","2",27.5,0
"dispersed_repeat","CHG","Control","2",32.5,0
"dispersed_repeat","CHG","Control","2",37.5,0
"dispersed_repeat","CHG","Control","2",42.5,0
"dispersed_repeat","CHG","Control","2",47.5,0
"dispersed_repeat","CHG","Control","2",52.5,0
"dispersed_repeat","CHG","Control","2",57.5,0
"dispersed_repeat","CHG","Control","2",62.5,0
"dispersed_repeat","CHG","Control","2",67.5,0
"dispersed_repeat","CHG","Control","2",72.5,0
"dispersed_repeat","CHG","Control","2",77.5,0
"dispersed_repeat","CHG","Control","2",82.5,0
"dispersed_repeat","CHG","Control","2",87.5,0
"dispersed_repeat","CHG","Control","2",92.5,0
"dispersed_repeat","CHG","Control","2",97.5,0
"dispersed_repeat","CHG","Treatment","6",2.5,0
"dispersed_repeat","CHG","Treatment","6",7.5,0
"dispersed_repeat","CHG","Treatment","6",12.5,0
"dispersed_repeat","CHG","Treatment","6",17.5,0
"dispersed_repeat","CHG","Treatment","6",22.5,0
"dispersed_repeat","CHG","Treatment","6",27.5,0
"dispersed_repeat","CHG","Treatment","6",32.5,0
"dispersed_repeat","CHG","Treatment","6",37.5,0
"dispersed_repeat","CHG","Treatment","6",42.5,0
"dispersed_repeat","CHG","Treatment","6",47.5,0
"dispersed_repeat","CHG","Treatment","6",52.5,0
"dispersed_repeat","CHG","Treatment","6",57.5,0
"dispersed_repeat","CHG","Treatment","6",62.5,0
"dispersed_repeat","CHG","Treatment","6",67.5,0
"dispersed_repeat","CHG","Treatment","6",72.5,0
"dispersed_repeat","CHG","Treatment","6",77.5,0
"dispersed_repeat","CHG","Treatment","6",82.5,0
"dispersed_repeat","CHG","Treatment","6",87.5,0
"dispersed_repeat","CHG","Treatment","6",92.5,0
"dispersed_repeat","CHG","Treatment","6",97.5,0
"dispersed_repeat","CHG","Treatment","7",2.5,0
"dispersed_repeat","CHG","Treatment","7",7.5,0
"dispersed_repeat","CHG","Treatment","7",12.5,0
"dispersed_repeat","CHG","Treatment","7",17.5,0
"dispersed_repeat","CHG","Treatment","7",22.5,0
"dispersed_repeat","CHG","Treatment","7",27.5,0
"dispersed_repeat","CHG","Treatment","7",32.5,0
"dispersed_repeat","CHG","Treatment","7",37.5,0
"dispersed_repeat","CHG","Treatment","7",42.5,0
"dispersed_repeat","CHG","Treatment","7",47.5,0
"dispersed_repeat","CHG","Treatment","7",52.5,0
"dispersed_repeat","CHG","Treatment","7",57.5,0
"dispersed_repeat","CHG","Treatment","7",62.5,0
"dispersed_repeat","CHG","Treatment","7",67.5,0
"dispersed_repeat","CHG","Treatment","7",72.5,0
"dispersed_repeat","CHG","Treatment","7",77.5,0
"dispersed_repeat","CHG","Treatment","7",82.5,0
"dispersed_repeat","CHG","Treatment","7",87.5,0
"dispersed_repeat","CHG","Treatment","7",92.5,0
"dispersed_repeat","CHG","Treatment","7",97.5,0
"dispersed_repeat","CHG","Treatment","10",2.5,0
"dispersed_repeat","CHG","Treatment","10",7.5,0
"dispersed_repeat","CHG","Treatment","10",12.5,0
"dispersed_repeat","CHG","Treatment","10",17.5,0
"dispersed_repeat","CHG","Treatment","10",22.5,0
"dispersed_repeat","CHG","Treatment","10",27.5,0
"dispersed_repeat","CHG","Treatment","10",32.5,0
"dispersed_repeat","CHG","Treatment","10",37.5,0
"dispersed_repeat","CHG","Treatment","10",42.5,0
"dispersed_repeat","CHG","Treatment","10",47.5,0
"dispersed_repeat","CHG","Treatment","10",52.5,0
"dispersed_repeat","CHG","Treatment","10",57.5,0
"dispersed_repeat","CHG","Treatment","10",62.5,0
"dispersed_repeat","CHG","Treatment","10",67.5,0
"dispersed_repeat","CHG","Treatment","10",72.5,0
"dispersed_repeat","CHG","Treatment","10",77.5,0
"dispersed_repeat","CHG","Treatment","10",82.5,0
"dispersed_repeat","CHG","Treatment","10",87.5,0
"dispersed_repeat","CHG","Treatment","10",92.5,0
"dispersed_repeat","CHG","Treatment","10",97.5,0
