ID,Description,Description_QuickGO,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,GO,contrast
GO:0004803,DNA binding ,transposase activity,69,-0.527719593,-1.826770625,0.00043635,0.020878968,0.017231468,8902,"tags=48%, list=21%, signal=38%",evm.utg1345.49/evm.utg456.33/evm.utg580.5/evm.utg1465.39/evm.utg1032.12/evm.utg3605.7/evm.utg4879.20/evm.utg6423.6/evm.utg4879.22/evm.utg4879.21/evm.utg338.37/evm.utg1465.20/evm.utg436.7/evm.utg2487.50/evm.utg389.100/evm.utg777.70/evm.utg1253.52/evm.utg3605.6/evm.utg1184.15/evm.utg203.68/evm.utg936.24/evm.utg9229.11/evm.utg1056.78/evm.utg1272.24/evm.utg2371.33/evm.utg4046.14/evm.utg695.32/evm.utg1897.4/evm.utg234.45/evm.utg4046.13/evm.utg695.33/evm.utg82.1/evm.utg2371.34,molecular_functions,diesel_added
GO:0004842,ATP binding ,ubiquitin-protein transferase activity,448,0.324571848,1.526549208,0.001156549,0.044790002,0.038846777,10301,"tags=31%, list=24%, signal=23%",evm.utg9902.9/evm.utg695.2/evm.utg10358.10/evm.utg5246.28/evm.utg7595.3/evm.utg17212.2/evm.utg2672.9/evm.utg3092.4/evm.utg2108.2/evm.utg2487.30/evm.utg622.33/evm.utg1925.43/utg1721.equina_smart_1426908.mrna5/evm.utg48.56/evm.utg298.48/evm.utg255.8/evm.utg12336.21/evm.utg37289.5/evm.utg1253.33/evm.utg11814.6/evm.utg622.40/evm.utg2672.8/evm.utg21873.17/evm.utg112.37/evm.utg25080.5/evm.utg9668.26/evm.utg4695.36/evm.utg4271.15/evm.utg8851.30/evm.utg3787.42/evm.utg378.109/evm.utg48.55/evm.utg7595.2/evm.utg715.37/evm.utg15585.19/evm.utg13474.36/evm.utg2071.12/evm.utg379.53/evm.utg861.32/evm.utg2333.2/evm.utg214.68/utg40512.equina_smart_970061.mrna1/evm.utg21873.18/evm.utg8181.3/evm.utg715.66/evm.utg344.51/evm.utg344.52/evm.utg622.32/evm.utg37289.6/evm.utg37289.4/evm.utg625.2/evm.utg432.74/evm.utg334.70/evm.utg3834.9/evm.utg801.28/evm.utg9668.25/evm.utg298.49/evm.utg7548.14/evm.utg31363.13/evm.utg7.9/evm.utg2013.4/evm.utg17181.16/evm.utg7286.8/evm.utg1748.31/evm.utg370.49/evm.utg12336.22/evm.utg464.204/evm.utg9141.1/evm.utg1972.95/evm.utg33828.4/evm.utg17954.5/evm.utg4318.26/evm.utg15585.20/evm.utg1517.22/evm.utg2327.21/evm.utg1143.15/evm.utg15013.17/evm.utg622.41/evm.utg1734.31/utg977.equina_smart_175639.mrna2/evm.utg344.50/evm.utg3092.27/evm.utg699.94/evm.utg2932.43/evm.utg2291.11/evm.utg6070.24/evm.utg7522.48/evm.utg5885.68/utg370.equina_smart_1065012.mrna5/evm.utg989.37/utg1052.equina_smart_1392920.mrna2/evm.utg225.23/evm.utg2371.66/evm.utg415.81/evm.utg771.2/evm.utg1734.32/evm.utg936.41/evm.utg788.15/evm.utg55.115/evm.utg101.27/utg17181.equina_smart_1065012.mrna7/evm.utg23510.1/evm.utg2246.38/evm.utg8851.32/evm.utg10114.23/evm.utg467.16/evm.utg5066.12/evm.utg729.9/evm.utg1253.93/evm.utg861.82/evm.utg1052.26/evm.utg219.24/evm.utg3839.111/evm.utg1031.39/utg2071.equina_smart_1065012.mrna6/utg262.equina_smart_1065002.mrna1/evm.utg5157.8/evm.utg2901.18/evm.utg4652.22/evm.utg464.152/evm.utg194.33/utg464.equina_smart_1065012.mrna2/evm.utg2614.26/evm.utg1721.22/evm.utg580.70/evm.utg464.137/evm.utg219.44/evm.utg977.12/evm.utg40104.5/evm.utg107.35/evm.utg910.80/evm.utg597.7/utg3092.equina_smart_1065012.mrna10/evm.utg192.10/evm.utg3339.4/evm.utg700.9/evm.utg56.65,molecular_functions,salinity_only
GO:0004842,ATP binding ,ubiquitin-protein transferase activity,448,-0.396714901,-1.745560421,0.000165244,0.01826163,0.015071372,10481,"tags=36%, list=25%, signal=28%",evm.utg1087.23/evm.utg344.50/evm.utg1345.53/evm.utg1253.93/evm.utg11219.3/evm.utg3339.12/evm.utg735.49/evm.utg219.24/evm.utg3022.1/evm.utg691.22/evm.utg3339.17/evm.utg5157.8/evm.utg144.60/evm.utg3292.21/evm.utg102448.6/evm.utg1846.65/evm.utg1919.19/utg262.equina_smart_1065002.mrna1/evm.utg12336.22/evm.utg2901.18/evm.utg622.152/evm.utg801.109/utg464.equina_smart_1065012.mrna2/evm.utg580.70/evm.utg225.23/utg17181.equina_smart_1065012.mrna7/evm.utg389.18/evm.utg3158.34/evm.utg21873.17/evm.utg344.51/utg2071.equina_smart_1065012.mrna6/evm.utg116.241/evm.utg9902.9/evm.utg910.156/evm.utg56.67/evm.utg12336.30/evm.utg1931.10/evm.utg750.9/evm.utg376.50/evm.utg910.80/evm.utg1708.35/evm.utg219.44/evm.utg408.5/evm.utg1056.116/evm.utg2371.66/evm.utg17511.19/utg370.equina_smart_1065012.mrna5/utg3092.equina_smart_1065012.mrna10/evm.utg464.137/evm.utg152.74/evm.utg3158.28/evm.utg3787.42/evm.utg2526.24/evm.utg1256.25/evm.utg8181.3/evm.utg594.9/evm.utg2929.8/evm.utg1056.107/evm.utg2932.43/evm.utg801.111/evm.utg107.20/evm.utg115.12/evm.utg3158.33/evm.utg8.84/evm.utg344.52/evm.utg6155.14/evm.utg389.100/evm.utg801.108/evm.utg144.59/evm.utg3339.14/evm.utg1024.9/evm.utg3787.26/evm.utg920.22/evm.utg2247.12/evm.utg622.157/utg622.equina_smart_923814.mrna1/evm.utg7.9/evm.utg1734.31/evm.utg152.3/evm.utg12336.21/evm.utg1236.10/evm.utg3019.59/evm.utg594.56/evm.utg4398.5/evm.utg2246.38/evm.utg4271.15/evm.utg888.10/evm.utg9623.25/evm.utg801.28/evm.utg415.81/evm.utg10041.4/evm.utg3834.9/evm.utg3827.17/evm.utg50879.6/evm.utg11814.13/evm.utg2123.42/evm.utg9141.1/evm.utg1972.95/evm.utg3155.10/evm.utg700.9/evm.utg467.16/evm.utg17212.2/evm.utg13.18/evm.utg1052.26/evm.utg1226.10/evm.utg16690.16/evm.utg13.19/evm.utg3697.8/evm.utg7.52/evm.utg2487.33/evm.utg3339.13/evm.utg9668.26/evm.utg55566.3/evm.utg5885.68/evm.utg12644.9/evm.utg477.9/evm.utg107.35/evm.utg7595.2/evm.utg15585.20/evm.utg1497.14/evm.utg2097.5/utg1052.equina_smart_1392920.mrna2/evm.utg1931.9/evm.utg1358.2/utg1721.equina_smart_1426908.mrna5/evm.utg7888.2/evm.utg861.32/evm.utg17181.16/evm.utg1897.4/evm.utg3339.4/evm.utg1721.22/evm.utg3339.3/evm.utg13.27/evm.utg40104.5/evm.utg20925.11/evm.utg1799.9/evm.utg10530.6/evm.utg695.2/evm.utg2672.9/evm.utg5960.19/evm.utg1925.43/evm.utg2994.29/evm.utg1799.8/evm.utg2672.8/evm.utg5390.68/evm.utg17181.15/evm.utg15585.19/evm.utg2779.19/evm.utg194.33/evm.utg8851.30/evm.utg622.41/evm.utg1143.15/evm.utg23510.1/evm.utg1253.33/evm.utg7595.3/evm.utg1381.34/evm.utg2327.21/evm.utg88612.7/evm.utg4652.22/evm.utg7286.8/evm.utg33828.4/evm.utg1748.31/evm.utg31363.13,molecular_functions,diesel_added
GO:0004867,coreceptor activity involved in canonical Wnt signaling pathway ,serine-type endopeptidase inhibitor activity,120,0.510766286,2.104458398,0.000222867,0.01826163,0.015071372,6756,"tags=26%, list=16%, signal=22%",evm.utg14533.12/evm.utg14913.15/evm.utg14913.16/evm.utg59616.3/evm.utg14533.21/evm.utg14533.20/evm.utg52.106/evm.utg8609.28/evm.utg417.47/evm.utg59616.2/evm.utg8609.27/evm.utg59616.1/evm.utg7066.37/evm.utg152.8/evm.utg7977.5/evm.utg54553.2/evm.utg14533.19/evm.utg54553.1/evm.utg1972.76/utg2667.equina_smart_398419.mrna2/evm.utg1919.96/evm.utg777.11/evm.utg14913.17/evm.utg36040.1/evm.utg4290.17/evm.utg14533.18/evm.utg4607.4/evm.utg777.10/evm.utg2379.7/evm.utg1005.1/evm.utg7596.6,molecular_functions,diesel_added
GO:0005044,calcium ion binding ,scavenger receptor activity,343,-0.387860067,-1.683611606,0.000109355,0.007764229,0.006733987,6763,"tags=29%, list=16%, signal=25%",evm.utg5059.8/evm.utg2838.8/evm.utg891.16/evm.utg363.1/evm.utg15232.6/evm.utg9625.1/evm.utg579.54/evm.utg160.23/evm.utg1272.141/evm.utg13.50/evm.utg32914.6/utg2200.equina_smart_1442540.mrna1/utg388.equina_smart_563588.mrna1/evm.utg388.17/evm.utg1285.29/evm.utg2200.2/utg858.evm.utg79231.1.mrna2/evm.utg5059.9/evm.utg24783.3/evm.utg15664.4/evm.utg25070.5/evm.utg858.1/evm.utg5059.3/evm.utg190.80/evm.utg858.72/evm.utg2704.29/evm.utg1970.8/evm.utg5059.6/evm.utg6446.8/evm.utg577.68/evm.utg1270.23/utg2200.equina_smart_14340.mrna2/evm.utg24783.6/evm.utg17602.1/evm.utg1358.31/evm.utg5059.10/evm.utg6446.13/evm.utg8851.75/utg73.equina_smart_1320238.mrna1/evm.utg1765.4/utg388.equina_smart_1411185.mrna1/evm.utg1569.8/utg9625.equina_smart_1466841.mrna1/evm.utg1302.15/evm.utg3790.31/utg388.equina_smart_1411195.mrna1/evm.utg4605.5/evm.utg15664.3/utg2200.equina_smart_1442500.mrna1/evm.utg577.79/evm.utg1475.1/evm.utg108328.3/evm.utg32914.7/evm.utg577.94/evm.utg21429.4/evm.utg5059.1/utg10588.equina_smart_375340.mrna1/evm.utg9625.4/evm.utg6401.64/utg9625.equina_smart_1195528.mrna1/evm.utg13.51/evm.utg9625.2/evm.utg17602.2/evm.utg536.31/evm.utg10588.23/evm.utg5176.8/evm.utg1765.2/utg9625.equina_smart_1466841utrorf.mrna1/evm.utg2994.80/evm.utg388.13/evm.utg7244.5/evm.utg9472.6/evm.utg2123.45/evm.utg572.21/evm.utg2969.38/evm.utg2858.6/evm.utg300.24/evm.utg236.6/evm.utg1455.42/evm.utg8851.76/evm.utg577.97/evm.utg1765.1/evm.utg1052.13/evm.utg19356.9/evm.utg21429.3/evm.utg26093.4/evm.utg116.316/evm.utg2200.4/evm.utg338.89/evm.utg1285.28/evm.utg15506.27/evm.utg26093.3/evm.utg1330.23/evm.utg54.9/evm.utg4796.28/utg236.evm.utg19356.5.mrna2/evm.utg7148.9/evm.utg324.92/evm.utg8851.77/evm.utg18.14,molecular_functions,salinity_only
GO:0005044,calcium ion binding ,scavenger receptor activity,343,-0.367937846,-1.666097915,0.000102861,0.005477358,0.004885907,9315,"tags=36%, list=22%, signal=28%",evm.utg19866.24/evm.utg1281.5/evm.utg6446.11/utg750.equina_smart_202189.mrna2/utg2200.equina_smart_1442529.mrna1/evm.utg858.70/utg73.equina_smart_1320238.mrna1/evm.utg1683.42/evm.utg2969.42/evm.utg6446.8/evm.utg190.79/evm.utg5059.1/evm.utg9625.2/evm.utg19866.26/evm.utg6072.14/evm.utg24783.5/evm.utg2969.38/evm.utg1970.8/utg2779.equina_smart_1446172.mrna1/utg3790.equina_smart_1451898.mrna1/evm.utg9625.1/evm.utg9472.8/utg388.equina_smart_1411185.mrna1/evm.utg897.1/utg750.equina_smart_1423012utrorf.mrna1/evm.utg1923.8/evm.utg2779.7.9/evm.utg577.87/evm.utg1358.33/evm.utg2969.49/evm.utg577.89/evm.utg5176.8/evm.utg5059.7/evm.utg388.13/evm.utg1358.31/evm.utg9472.6/utg750.equina_smart_1166396.mrna1/evm.utg6677.7/evm.utg2969.47/evm.utg300.24/evm.utg1285.28/evm.utg5176.5/evm.utg236.2/evm.utg5059.6/evm.utg9472.9/evm.utg936.22/evm.utg579.57/evm.utg9472.7/evm.utg858.1/evm.utg2838.15/evm.utg3790.31/evm.utg858.72/evm.utg577.67/evm.utg19356.8/evm.utg924.56/evm.utg5059.8/evm.utg236.6/evm.utg2246.57/evm.utg10588.23/evm.utg577.68/evm.utg1765.4/evm.utg6677.2/evm.utg6401.64/evm.utg5294.28/utg750.equina_smart_3716.mrna2/evm.utg5059.9/evm.utg17602.1/evm.utg1765.2/evm.utg9625.4/utg9625.equina_smart_1466841utrorf.mrna1/utg388.equina_smart_563588.mrna1/evm.utg6677.6/utg9625.equina_smart_1466841.mrna1/evm.utg7148.9/evm.utg21429.3/evm.utg8851.76/utg9625.equina_smart_1195528.mrna1/evm.utg17602.2/evm.utg1765.1/evm.utg24783.2/evm.utg24783.3/evm.utg1330.23/evm.utg15506.27/evm.utg4796.28/evm.utg54.9/evm.utg2858.6/evm.utg26093.3/evm.utg363.1/evm.utg24783.4/utg858.evm.utg79231.1.mrna2/evm.utg2200.4/evm.utg8851.75/evm.utg363.8/evm.utg15664.3/evm.utg7244.5/utg1403.evm.utg2994.71.mrna2/utg73.equina_smart_1395412.mrna1/evm.utg108328.4/evm.utg6446.13/evm.utg21429.4/evm.utg116.316/evm.utg1455.42/evm.utg108328.3/evm.utg5059.10/utg236.evm.utg19356.5.mrna2/evm.utg26093.4/evm.utg236.4/evm.utg1285.29/evm.utg1052.13/evm.utg1270.23/evm.utg8851.77/evm.utg324.92/evm.utg13.50/evm.utg572.21/evm.utg577.94/evm.utg577.79/evm.utg2994.80/evm.utg2123.45/evm.utg13.51/evm.utg2858.1/evm.utg338.89/evm.utg2704.29/evm.utg577.97,molecular_functions,salinity_added
GO:0005044,calcium ion binding ,scavenger receptor activity,343,-0.385877528,-1.732275717,2.97E-05,0.0021099,0.00186643,9349,"tags=37%, list=22%, signal=29%",evm.utg11299.7/evm.utg19356.4/evm.utg24783.4/utg750.equina_smart_202189.mrna2/utg4796.evm.utg6677.2.mrna4/evm.utg577.67/utg2200.equina_smart_1442537.mrna1/evm.utg536.31/evm.utg1475.1/evm.utg1970.8/evm.utg1569.8/evm.utg190.78/evm.utg2246.57/evm.utg1205.46/evm.utg5059.2/evm.utg1285.42/evm.utg13.51/evm.utg25070.5/utg729.equina_smart_946372.mrna1/evm.utg2969.47/evm.utg5059.3/evm.utg936.22/evm.utg7127.4/evm.utg1765.4/evm.utg24783.3/evm.utg1052.17/utg9625.equina_smart_1466841utrorf.mrna1/evm.utg19356.5/evm.utg6446.11/utg750.equina_smart_1166396.mrna1/evm.utg15232.6/utg10588.equina_smart_375340.mrna1/evm.utg9472.6/utg2200.equina_smart_1442500.mrna1/evm.utg19356.6/evm.utg9472.7/evm.utg2858.6/evm.utg577.87/evm.utg2838.15/evm.utg13.50/evm.utg13.41/evm.utg54.20/utg9625.equina_smart_1466841.mrna1/evm.utg9472.8/evm.utg236.2/evm.utg1358.31/utg2779.equina_smart_1446172.mrna1/utg388.equina_smart_1411185.mrna1/evm.utg5176.5/evm.utg9472.9/evm.utg897.1/evm.utg160.23/evm.utg1923.8/evm.utg1285.28/utg750.equina_smart_3716.mrna2/evm.utg579.57/evm.utg17602.1/evm.utg577.97/evm.utg9625.4/utg2200.equina_smart_14340.mrna2/evm.utg388.13/evm.utg577.68/evm.utg577.94/evm.utg2779.7.9/evm.utg6401.64/evm.utg19356.8/evm.utg10588.23/evm.utg6446.8/utg73.equina_smart_1320238.mrna1/evm.utg5059.1/evm.utg1765.2/evm.utg8851.76/evm.utg858.70/evm.utg8851.75/evm.utg54.21/evm.utg5176.8/utg9625.equina_smart_1195528.mrna1/evm.utg924.56/evm.utg300.24/evm.utg15664.3/evm.utg54.9/evm.utg5059.9/evm.utg4796.28/evm.utg5059.6/evm.utg2123.45/evm.utg5059.7/utg388.equina_smart_563588.mrna1/evm.utg572.21/evm.utg5059.8/evm.utg2704.29/evm.utg236.6/evm.utg858.1/evm.utg17602.2/evm.utg108328.3/evm.utg26093.3/evm.utg1765.1/evm.utg1455.42/evm.utg1270.23/evm.utg1052.13/evm.utg6446.13/evm.utg108328.4/evm.utg1285.29/evm.utg236.4/evm.utg2994.80/evm.utg577.79/evm.utg21429.4/evm.utg26093.4/evm.utg363.8/evm.utg116.316/evm.utg21429.3/evm.utg7244.5/evm.utg5059.10/evm.utg15506.27/evm.utg1330.23/evm.utg7148.9/evm.utg5294.28/evm.utg858.72/utg236.evm.utg19356.5.mrna2/utg858.evm.utg79231.1.mrna2/evm.utg324.92/evm.utg18.14/evm.utg2200.4/utg73.equina_smart_1395412.mrna1/evm.utg2858.1/evm.utg338.89/evm.utg8851.77,molecular_functions,additive
GO:0005200,GTP binding ,structural constituent of cytoskeleton,70,0.442920449,1.641636501,0.002398331,0.046440407,0.038327393,9805,"tags=44%, list=23%, signal=34%",evm.utg2969.16/evm.utg1623.32/evm.utg699.95/evm.utg3041.49/evm.utg307.16/evm.utg1609.42/evm.utg910.72/evm.utg2426.32/evm.utg1609.43/evm.utg1609.41/evm.utg1009.28/evm.utg1609.44/evm.utg116.62/evm.utg3201.11/evm.utg18.6/utg2969.equina_smart_124203.mrna2/evm.utg262.10.11/evm.utg1404.3/evm.utg3872.1/evm.utg31304.4/evm.utg18.4/evm.utg378.53/evm.utg1786.34/evm.utg5033.26/evm.utg762.12/evm.utg15156.12/evm.utg18.69/evm.utg436.2/evm.utg3553.5/evm.utg29.22/evm.utg4271.91,molecular_functions,diesel_added
GO:0005200,GTP binding ,structural constituent of cytoskeleton,70,0.589170254,2.121253152,0.000337231,0.013060049,0.011649809,7692,"tags=47%, list=18%, signal=39%",utg31304.equina_smart_1477688.mrna1/evm.utg1575.28/utg693.equina_smart_1421073.mrna1/evm.utg693.2/evm.utg2969.16/evm.utg693.3/evm.utg1363.5/utg2969.equina_smart_124203.mrna2/evm.utg693.4/evm.utg1277.42/evm.utg262.10.11/evm.utg31304.1/evm.utg699.95/evm.utg31304.3/evm.utg31304.2/evm.utg693.6/evm.utg693.5/evm.utg378.53/evm.utg18.6/evm.utg18.4/evm.utg31304.4/evm.utg1363.3/evm.utg1363.6/evm.utg338.64/evm.utg1609.43/evm.utg3201.11/evm.utg1609.42/utg1363.equina_smart_1433367.mrna1/evm.utg55.41/evm.utg307.16/evm.utg1609.41/evm.utg3201.10/evm.utg18.5,molecular_functions,salinity_added
GO:0005200,GTP binding ,structural constituent of cytoskeleton,70,0.557319696,2.107557904,0.000277793,0.013148861,0.01163156,6496,"tags=43%, list=15%, signal=36%",utg31304.equina_smart_1477688.mrna1/evm.utg693.3/utg693.equina_smart_1421073.mrna1/evm.utg2969.16/evm.utg693.5/utg2969.equina_smart_124203.mrna2/evm.utg693.2/evm.utg1363.5/evm.utg31304.1/evm.utg31304.3/evm.utg693.4/evm.utg1363.6/evm.utg31304.4/utg1363.equina_smart_1433367.mrna1/evm.utg31304.2/evm.utg1277.42/evm.utg3201.11/evm.utg262.10.11/evm.utg699.95/evm.utg378.53/evm.utg1609.42/evm.utg307.16/evm.utg1609.43/evm.utg18.4/evm.utg18.6/evm.utg693.6/evm.utg1609.41/evm.utg18.5/evm.utg1363.3/evm.utg1575.28,molecular_functions,additive
GO:0005201,extracellular matrix structural constituent ,extracellular matrix structural constituent,140,-0.5008782,-1.970179481,1.36E-06,0.000192725,0.000167152,5358,"tags=26%, list=13%, signal=23%",evm.utg3443.47/evm.utg3443.19/evm.utg18537.3/evm.utg3799.16/evm.utg378.56/evm.utg540.18/evm.utg540.17/evm.utg714.2/evm.utg1623.40/evm.utg130819.1/evm.utg378.57/evm.utg1052.34/evm.utg37453.7/evm.utg4907.54/evm.utg1497.2/evm.utg3799.14/utg154100.equina_smart_991908.mrna2/evm.utg5885.76/evm.utg616.97/evm.utg1052.36/evm.utg1056.71/evm.utg9740.7/evm.utg5421.1/evm.utg356.156/evm.utg1497.1/evm.utg145.64/evm.utg816.13/evm.utg714.23/evm.utg544.16/evm.utg616.15/evm.utg4468.37/evm.utg1056.72/evm.utg544.11/evm.utg4826.1/evm.utg55.212/evm.utg207.13,molecular_functions,salinity_only
GO:0005201,extracellular matrix structural constituent ,extracellular matrix structural constituent,140,-0.459420314,-1.862734645,5.80E-05,0.003527229,0.003120207,7630,"tags=29%, list=18%, signal=23%",evm.utg3799.15/evm.utg378.56/evm.utg24438.23/evm.utg622.122/evm.utg34.11/evm.utg378.57/evm.utg92.134/evm.utg820.6/evm.utg37453.7/evm.utg3443.47/evm.utg130819.1/evm.utg378.58/evm.utg3799.14/evm.utg145.64/evm.utg92.96/evm.utg5885.76/evm.utg3799.16/evm.utg616.43/evm.utg1052.36/evm.utg1497.2/evm.utg5421.1/evm.utg1052.34/evm.utg616.97/evm.utg4907.54/evm.utg9740.7/evm.utg1127.8/evm.utg356.156/evm.utg14287.46/utg154100.equina_smart_991908.mrna2/evm.utg1056.71/evm.utg714.23/evm.utg1497.1/evm.utg816.13/evm.utg544.16/evm.utg616.15/evm.utg1056.72/evm.utg4826.1/evm.utg55.212/evm.utg544.11/evm.utg207.13,molecular_functions,additive
GO:0005244,calcium channel activity ,voltage-gated monoatomic ion channel activity,107,0.501147026,1.962786148,0.000847133,0.025777044,0.022993607,9900,"tags=48%, list=24%, signal=37%",evm.utg14902.29/evm.utg53212.1/evm.utg332.9/evm.utg53212.2/evm.utg695.1/evm.utg10628.24/evm.utg8494.92/evm.utg9902.8/evm.utg3722.2/evm.utg3722.4/evm.utg2487.9/evm.utg816.25/evm.utg280.17/evm.utg4605.73/evm.utg1910.19/evm.utg332.2/evm.utg977.31/evm.utg3722.3/evm.utg1354.19/evm.utg280.28/evm.utg4898.5/evm.utg280.29/evm.utg12724.16/evm.utg18019.8/evm.utg2353.21/evm.utg1745.3/evm.utg2246.33/utg1919.equina_smart_1883335.mrna1/evm.utg1919.45/evm.utg12724.17/evm.utg2129.77/evm.utg8778.1/evm.utg15941.6/evm.utg6035.5/evm.utg344.4/evm.utg4187.7/evm.utg1205.59/evm.utg1049.14/evm.utg6035.4/evm.utg2012.11/evm.utg4028.7/evm.utg11411.1/evm.utg1698.11/evm.utg109.86/evm.utg544.34/evm.utg4082.33/evm.utg3722.13/evm.utg300.52/evm.utg625.101/evm.utg1918.10/evm.utg17511.15,molecular_functions,salinity_added
GO:0005244,calcium channel activity ,voltage-gated monoatomic ion channel activity,107,0.530418154,2.180501614,1.68E-05,0.001470559,0.001300865,7843,"tags=42%, list=19%, signal=34%",evm.utg14902.29/evm.utg280.17/evm.utg53212.1/evm.utg816.25/evm.utg280.28/evm.utg9902.8/evm.utg3722.2/evm.utg53212.2/evm.utg3722.4/evm.utg6035.4/evm.utg8494.92/evm.utg695.1/evm.utg4605.73/evm.utg2487.9/evm.utg3722.3/evm.utg109.86/evm.utg4898.5/evm.utg18019.8/evm.utg12724.17/evm.utg6035.5/evm.utg2246.33/evm.utg977.31/evm.utg1910.19/evm.utg280.29/evm.utg1049.14/evm.utg12724.16/evm.utg3884.38/evm.utg332.9/evm.utg300.52/evm.utg344.4/evm.utg10628.24/evm.utg1354.19/evm.utg332.2/evm.utg1205.59/evm.utg2012.11/evm.utg2129.77/utg1919.equina_smart_1883335.mrna1/evm.utg4028.7/evm.utg4082.33/evm.utg17511.15/evm.utg7950.16/evm.utg1919.45/evm.utg3884.37/evm.utg17511.16.18/evm.utg8778.1,molecular_functions,additive
GO:0005249,voltage-gated potassium channel activity ,voltage-gated potassium channel activity,123,0.414802883,1.76406978,0.001050079,0.034410276,0.030439533,7962,"tags=34%, list=19%, signal=28%",evm.utg14902.29/evm.utg280.17/evm.utg18294.31/evm.utg280.28/evm.utg9902.8/evm.utg3722.2/evm.utg3722.4/evm.utg8494.92/evm.utg695.1/evm.utg3722.3/evm.utg109.86/evm.utg4898.5/evm.utg2246.35/evm.utg18019.8/evm.utg12724.17/evm.utg378.14/evm.utg2246.33/evm.utg977.31/evm.utg300.50/evm.utg280.29/evm.utg1049.14/evm.utg12724.16/evm.utg3884.38/evm.utg378.13/evm.utg1234.26/evm.utg332.9/evm.utg300.52/evm.utg8820.2/evm.utg344.4/evm.utg10628.24/evm.utg1354.19/evm.utg332.2/evm.utg1205.59/evm.utg2012.11/evm.utg4028.7/evm.utg17511.15/evm.utg1691.6/evm.utg3884.37/evm.utg17511.16.18/evm.utg693.40/evm.utg8778.1/evm.utg4082.6,molecular_functions,additive
GO:0005525,GTP binding ,GTP binding,190,0.441589502,1.903440389,0.000329894,0.020076408,0.017412452,2275,"tags=7%, list=5%, signal=7%",evm.utg7168.11/evm.utg7168.18/evm.utg1786.18/evm.utg1786.19/evm.utg1786.17/evm.utg4157.38/evm.utg55532.4/evm.utg1551.1/evm.utg6851.14/evm.utg364.46/evm.utg1087.5/evm.utg225.71/evm.utg18.5/evm.utg207.128,molecular_functions,salinity_only
GO:0005525,GTP binding ,GTP binding,190,0.72156473,2.805581626,4.66E-05,0.019846668,0.017752641,2344,"tags=15%, list=6%, signal=14%",evm.utg7168.12/evm.utg7168.17/evm.utg438.3/evm.utg2969.16/evm.utg14876.3/evm.utg8494.90/evm.utg1455.19/evm.utg116.291/evm.utg418.60/evm.utg405.37/evm.utg300.55/evm.utg10541.3/evm.utg6958.21/evm.utg498.29/evm.utg18.6/evm.utg2350.7/evm.utg15664.6/evm.utg280.52/evm.utg1354.3/evm.utg2099.35/evm.utg16443.2/utg415.equina_smart_746959.mrna1/evm.utg2129.200/evm.utg1919.113/evm.utg378.53/evm.utg7.14/evm.utg5885.30/evm.utg18.4,molecular_functions,interactive
GO:0005525,GTP binding ,GTP binding,190,0.581535517,2.478133688,1.37E-10,5.83E-08,5.20E-08,4498,"tags=17%, list=11%, signal=16%",evm.utg7168.11/evm.utg7168.18/evm.utg7168.14/evm.utg7168.12/evm.utg7168.17/evm.utg1786.18/evm.utg14876.3/evm.utg1575.28/evm.utg1786.17/evm.utg4157.38/evm.utg116.291/evm.utg2969.16/evm.utg55532.4/utg2969.equina_smart_124203.mrna2/evm.utg1786.19/evm.utg1277.42/evm.utg300.55/evm.utg1363.53/evm.utg364.46/evm.utg1551.1/evm.utg7938.3/evm.utg320.116/evm.utg1919.103/evm.utg5885.30/evm.utg378.53/evm.utg18.6/evm.utg714.18/evm.utg18.4/evm.utg280.52/evm.utg25155.5/evm.utg3284.40/evm.utg207.128/evm.utg10541.3,molecular_functions,salinity_added
GO:0005525,GTP binding ,GTP binding,190,0.477204677,2.132306046,5.23E-06,0.001113242,0.000984781,6496,"tags=26%, list=15%, signal=22%",evm.utg7168.11/evm.utg7168.18/evm.utg1786.18/evm.utg116.291/evm.utg1087.5/evm.utg1786.17/evm.utg1786.19/evm.utg14876.3/evm.utg4157.38/evm.utg693.46/evm.utg364.46/evm.utg300.55/evm.utg10541.3/evm.utg5885.30/evm.utg714.18/evm.utg55532.4/evm.utg1363.53/evm.utg1551.1/evm.utg2969.16/evm.utg597.9/evm.utg1919.103/utg2969.equina_smart_124203.mrna2/evm.utg6851.14/evm.utg178.17/evm.utg280.52/evm.utg861.122/evm.utg1277.42/evm.utg3201.11/evm.utg714.19/evm.utg693.45/evm.utg16443.2/evm.utg378.53/evm.utg1623.10/evm.utg3284.40/evm.utg7289.46/evm.utg2674.43/evm.utg320.116/evm.utg1818.26/evm.utg7168.14/evm.utg18.4/evm.utg18.6/evm.utg207.128/evm.utg7938.3/evm.utg18.5/evm.utg243.81/evm.utg225.71/evm.utg24438.4.6/evm.utg1623.11/evm.utg1575.28,molecular_functions,additive
