ID,Description,Description_QuickGO,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,GO,contrast
GO:0003724,ATP binding ,RNA helicase activity,114,-0.516345455,-1.959610813,0.000441105,0.020878968,0.017231468,9389,"tags=46%, list=22%, signal=36%",evm.utg479.32/evm.utg45299.4/evm.utg910.189/evm.utg34.16/evm.utg1931.60/evm.utg699.97/evm.utg622.103/evm.utg1663.5/evm.utg1285.90/evm.utg1609.78/evm.utg2967.34/evm.utg750.13/evm.utg109.17/evm.utg4326.50/evm.utg2323.1/evm.utg761.5/evm.utg16036.45/evm.utg77.7/evm.utg8380.10/evm.utg564.66/evm.utg715.74/evm.utg9150.15/evm.utg26219.2/evm.utg18.59/evm.utg125.71/evm.utg3284.30/evm.utg18.60/evm.utg2108.52/evm.utg26219.3/evm.utg95.45/evm.utg1285.86/evm.utg1031.83/evm.utg109.118/evm.utg207.129/evm.utg910.12/evm.utg17212.2/evm.utg431.25/evm.utg207.56/evm.utg637.28/evm.utg8609.11/evm.utg1571.14/evm.utg116.128/evm.utg8380.9/evm.utg637.27/evm.utg4901.15/evm.utg1285.91/evm.utg648.16/evm.utg3174.12/evm.utg1052.25/evm.utg648.20/evm.utg1290.22/evm.utg10588.3,molecular_functions,diesel_added
GO:0003735,structural constituent of ribosome ,structural constituent of ribosome,242,-0.465492302,-1.950419771,3.61E-06,0.000384101,0.000333135,13017,"tags=60%, list=31%, signal=42%",evm.utg420.100/evm.utg15585.12/evm.utg577.29/evm.utg3790.42/evm.utg479.145/evm.utg56.53/evm.utg1507.3/evm.utg1396.4/evm.utg2814.18/evm.utg415.116/evm.utg4.45/evm.utg798.61/evm.utg498.93/evm.utg910.151/evm.utg577.105/evm.utg1910.32/evm.utg1226.13/evm.utg544.4/evm.utg2757.28/evm.utg126.157/evm.utg77.183/evm.utg791.9/evm.utg1931.13/evm.utg334.75/evm.utg411.52/evm.utg236.39/evm.utg536.17/evm.utg4327.2/evm.utg9313.24/evm.utg77.8/evm.utg868.49/evm.utg715.49/evm.utg590.13/evm.utg1109.26/evm.utg2007.14/evm.utg4886.30/evm.utg699.4/evm.utg343339.2/evm.utg1866.29/evm.utg729.46/evm.utg7217.40/evm.utg597.212/evm.utg301.138/evm.utg798.17/evm.utg1588.14/evm.utg77.113/evm.utg2108.11/evm.utg4610.29/evm.utg2757.29/evm.utg4194.6/evm.utg378.108/evm.utg236.43/evm.utg129.21/evm.utg1925.24/evm.utg532.13/evm.utg496.27/evm.utg1648.24/evm.utg92.66/evm.utg3799.21/evm.utg1931.75/evm.utg6949.10/evm.utg73.14/evm.utg3553.8/evm.utg2017.4/evm.utg207.63/evm.utg1109.3/evm.utg320.85/evm.utg7145.43/evm.utg6078.32/evm.utg344.47/evm.utg1372.18/evm.utg107.57/evm.utg498.48/evm.utg18553.14/evm.utg498.143/evm.utg150.93/evm.utg150.50/evm.utg498.129/evm.utg890.45/evm.utg579.70/evm.utg10358.1/evm.utg483.56/evm.utg3092.46/evm.utg8494.117/evm.utg479.58/evm.utg1800.6/evm.utg505.41/evm.utg379.48/evm.utg234.64/evm.utg1517.5/evm.utg4464.12/evm.utg590.14/evm.utg219.71/evm.utg3677.28/evm.utg18294.33/evm.utg207.20/evm.utg535.38/evm.utg37634.4/evm.utg577.30/evm.utg14287.6/evm.utg7145.61/evm.utg3878.28/evm.utg868.5/evm.utg4716.3/evm.utg2417.10/evm.utg55.88/evm.utg1226.19/evm.utg2129.121/evm.utg1565.85/evm.utg125.18/evm.utg378.133/evm.utg4464.16/evm.utg535.37/utg2581.equina_smart_1098872.mrna2/evm.utg18.9/evm.utg7522.33/evm.utg597.210/evm.utg2108.6/evm.utg378.170/evm.utg5652.50/evm.utg17809.12/evm.utg62.20/evm.utg180.72/evm.utg18409.1/evm.utg62.148/evm.utg693.66/evm.utg17994.10/evm.utg152.56/evm.utg2298.39/evm.utg4187.32/evm.utg55.155/evm.utg1507.31/evm.utg15585.14/evm.utg797.57/evm.utg5176.12/evm.utg243.70/evm.utg2379.2/evm.utg62.88/evm.utg797.58/evm.utg378.169/evm.utg14.81/evm.utg4501.9/evm.utg324.97/evm.utg378.167/evm.utg378.168,molecular_functions,salinity_only
GO:0003735,structural constituent of ribosome ,structural constituent of ribosome,242,-0.376365437,-1.649227982,0.000437807,0.015542132,0.013863874,15841,"tags=62%, list=38%, signal=39%",evm.utg729.96/evm.utg116.287/evm.utg14287.6/evm.utg3019.36/evm.utg77.8/evm.utg4464.16/evm.utg1846.8/evm.utg1648.24/evm.utg343339.2/evm.utg389.13/evm.utg411.52/evm.utg791.8/evm.utg62.148/evm.utg1925.24/evm.utg729.98/evm.utg1372.18/evm.utg729.46/evm.utg301.37/evm.utg1588.14/evm.utg415.116/evm.utg483.56/evm.utg4716.3/utg788.equina_smart_1260423.mrna1/evm.utg3799.21/evm.utg479.58/evm.utg2929.10/evm.utg72.21/evm.utg6078.32/evm.utg126.157/utg86.equina_smart_1445806.mrna2/evm.utg3553.8/evm.utg301.138/evm.utg498.48/evm.utg579.15/evm.utg2017.4/evm.utg699.4/evm.utg579.70/evm.utg324.14/evm.utg1109.26/evm.utg798.61/evm.utg910.151/evm.utg418.50/evm.utg52.39/evm.utg236.39/evm.utg116.286/evm.utg207.19/evm.utg1800.6/evm.utg3839.30/evm.utg7145.61/evm.utg622.63/evm.utg207.63/evm.utg577.29/evm.utg344.47/evm.utg1910.32/evm.utg498.129/evm.utg55.155/evm.utg2757.29/evm.utg20618.3/evm.utg2129.121/evm.utg7217.40/evm.utg2814.18/evm.utg55.88/evm.utg577.105/evm.utg301.49/evm.utg496.27/evm.utg890.45/utg2581.equina_smart_1098872.mrna2/evm.utg62.20/evm.utg381.21/evm.utg2967.31/evm.utg798.17/evm.utg3235.7/evm.utg77.183/evm.utg5885.98/evm.utg7145.43/evm.utg129.21/evm.utg4501.9/evm.utg4610.29/evm.utg16027.9/evm.utg577.30/evm.utg1517.5/evm.utg320.85/evm.utg1910.34/evm.utg1931.82/evm.utg378.108/evm.utg236.43/evm.utg73.68/evm.utg868.49/evm.utg1565.85/evm.utg17809.12/evm.utg2007.14/evm.utg1109.3/evm.utg379.48/evm.utg4194.6/evm.utg597.5/evm.utg18.9/evm.utg3878.21/evm.utg498.143/evm.utg420.100/evm.utg535.37/evm.utg207.20/evm.utg1226.13/evm.utg1931.13/evm.utg48209.2/evm.utg2108.6/evm.utg234.86/evm.utg8494.9/evm.utg2013.21/evm.utg15585.12/evm.utg378.170/evm.utg498.93/evm.utg18409.1/evm.utg2108.11/evm.utg597.212/evm.utg544.4/evm.utg92.66/evm.utg2757.28/evm.utg9216.5/evm.utg5652.50/evm.utg55.156/evm.utg1056.36/evm.utg1931.75/evm.utg3677.28/evm.utg797.57/evm.utg150.50/evm.utg6072.8/evm.utg234.64/evm.utg4886.30/evm.utg324.97/evm.utg77.113/evm.utg1226.19/evm.utg5417.26/evm.utg535.38/evm.utg180.72/evm.utg17994.10/evm.utg152.56/evm.utg62.88/evm.utg243.70/evm.utg15585.14/evm.utg597.210/evm.utg797.58/evm.utg14.81/evm.utg378.169/evm.utg577.73/evm.utg1236.10/evm.utg1507.31/evm.utg4187.32/evm.utg3790.42/evm.utg378.167/evm.utg378.168,molecular_functions,salinity_added
GO:0003735,structural constituent of ribosome ,structural constituent of ribosome,242,-0.414519329,-1.794608313,1.73E-05,0.001470559,0.001300865,15522,"tags=67%, list=37%, signal=42%",evm.utg62.20/evm.utg715.49/evm.utg324.14/evm.utg219.71/evm.utg47.27/evm.utg483.56/evm.utg9313.24/evm.utg4.45/evm.utg8494.9/evm.utg3019.36/evm.utg3092.46/evm.utg3799.21/evm.utg1962.9/evm.utg411.52/evm.utg590.13/evm.utg1588.14/evm.utg868.5/evm.utg622.63/evm.utg301.37/evm.utg729.96/evm.utg172.23/evm.utg125.18/evm.utg791.8/evm.utg56.53/evm.utg1372.18/evm.utg5176.12/evm.utg505.41/evm.utg1565.17/evm.utg1648.24/evm.utg389.13/evm.utg2013.21/evm.utg3878.28/evm.utg1846.8/evm.utg7522.33/evm.utg73.14/evm.utg415.116/evm.utg729.46/evm.utg343339.2/utg86.equina_smart_1445806.mrna2/evm.utg577.29/evm.utg693.66/utg2581.equina_smart_1098872.mrna2/evm.utg2967.31/evm.utg301.138/evm.utg4716.3/evm.utg236.39/evm.utg16027.9/evm.utg890.45/evm.utg532.13/evm.utg62.88/evm.utg344.47/evm.utg107.57/evm.utg910.151/evm.utg699.4/evm.utg798.61/evm.utg378.133/evm.utg1925.24/evm.utg77.8/evm.utg2814.18/evm.utg2929.10/evm.utg1109.26/evm.utg150.93/utg788.equina_smart_1260423.mrna1/evm.utg1800.6/evm.utg6078.32/evm.utg2129.121/evm.utg577.105/evm.utg381.21/evm.utg3235.7/evm.utg77.183/evm.utg116.286/evm.utg14287.6/evm.utg2757.29/evm.utg1910.32/evm.utg17809.12/evm.utg2379.2/evm.utg129.21/evm.utg301.49/evm.utg3553.8/evm.utg12897.18/evm.utg496.27/evm.utg579.70/evm.utg498.48/evm.utg5885.98/evm.utg9216.5/evm.utg798.17/evm.utg48209.2/evm.utg3878.21/evm.utg18.9/evm.utg7217.40/evm.utg4464.16/evm.utg15585.12/evm.utg7145.61/evm.utg207.63/evm.utg498.129/evm.utg597.5/evm.utg2007.14/evm.utg55.155/evm.utg1109.3/evm.utg1565.85/evm.utg1910.34/evm.utg420.100/evm.utg378.108/evm.utg868.49/evm.utg1226.13/evm.utg320.85/evm.utg498.143/evm.utg236.43/evm.utg2108.11/evm.utg544.4/evm.utg234.64/evm.utg207.20/evm.utg1931.82/evm.utg55.156/evm.utg498.93/evm.utg55.88/evm.utg1931.13/evm.utg4194.6/evm.utg126.157/evm.utg92.66/evm.utg1056.36/evm.utg1517.5/evm.utg234.86/evm.utg1931.75/evm.utg17994.10/evm.utg597.212/evm.utg3677.28/evm.utg324.97/evm.utg77.113/evm.utg378.170/evm.utg6072.8/evm.utg4610.29/evm.utg5417.26/evm.utg379.48/evm.utg577.30/evm.utg7145.43/evm.utg535.38/evm.utg5652.50/evm.utg4501.9/evm.utg535.37/evm.utg1226.19/evm.utg4886.30/evm.utg1236.10/evm.utg150.50/evm.utg577.73/evm.utg2108.6/evm.utg180.72/evm.utg797.57/evm.utg152.56/evm.utg18409.1/evm.utg15585.14/evm.utg597.210/evm.utg14.81/evm.utg243.70/evm.utg3790.42/evm.utg797.58/evm.utg1507.31/evm.utg378.169/evm.utg4187.32/evm.utg378.167/evm.utg378.168,molecular_functions,additive
GO:0003779,actin binding ,actin binding,103,0.457667643,1.825533295,0.002812223,0.047920282,0.039548738,8768,"tags=45%, list=21%, signal=35%",evm.utg622.89/evm.utg24438.20/evm.utg13994.14/evm.utg1623.32/evm.utg470.9/evm.utg868.14/utg55.equina_smart_484893.mrna1/evm.utg868.11/evm.utg30575.7/evm.utg4273.1/utg439.equina_smart_1359756.mrna1/evm.utg1918.9/evm.utg15585.4/evm.utg1745.8/evm.utg910.72/evm.utg19866.6/evm.utg2428.17/evm.utg1683.64/evm.utg209.1/evm.utg3092.57/evm.utg370.97/utg194.equina_smart_1178281.mrna1/evm.utg10026.1/evm.utg225.10/evm.utg512.18/evm.utg370.61/evm.utg301.86/evm.utg381.74/evm.utg370.63/evm.utg7522.5/evm.utg439.24/evm.utg370.65/evm.utg405.11/evm.utg15585.6/evm.utg12553.2/evm.utg1786.34/evm.utg52.131/evm.utg31272.7/evm.utg5854.2/evm.utg1205.83/evm.utg3199.59/evm.utg7244.4/evm.utg14923.4/evm.utg544.35/evm.utg86.29/evm.utg18.69,molecular_functions,diesel_added
GO:0003924,GTP binding ,GTPase activity,306,0.391578111,1.792940576,0.000257206,0.01826163,0.015071372,6251,"tags=29%, list=15%, signal=25%",evm.utg514.15/evm.utg116.291/evm.utg10541.3/evm.utg1272.62/evm.utg2994.55/evm.utg420.132/evm.utg56.4/evm.utg300.55/evm.utg14876.3/evm.utg405.37/evm.utg1102.20/evm.utg116.364/evm.utg12197.15/evm.utg4567.24/evm.utg418.60/evm.utg7.14/evm.utg498.29/evm.utg2129.200/evm.utg14.37/evm.utg1455.19/evm.utg4.20/evm.utg77.24/evm.utg16050.14/evm.utg280.52/evm.utg470.8/evm.utg590.16/evm.utg2350.7/evm.utg12975.1/evm.utg86.26/evm.utg16443.2/evm.utg2817.16/evm.utg4567.33/evm.utg1846.35/evm.utg1925.63/evm.utg1919.113/evm.utg8494.90/evm.utg4972.20/evm.utg1354.3/evm.utg356.108/evm.utg6035.10/evm.utg6958.21/evm.utg1663.37/evm.utg194.90/evm.utg52.66/evm.utg219.31/evm.utg192.3/evm.utg1031.19/evm.utg7840.14/evm.utg408.3/evm.utg7289.46/evm.utg12975.3/evm.utg4610.7/evm.utg1455.9/evm.utg2099.35/evm.utg5513.9/evm.utg924.67/evm.utg1091.38/evm.utg8672.10/evm.utg924.68/evm.utg6924.5/evm.utg1745.6/evm.utg1272.141/evm.utg286.25/evm.utg7821.1/evm.utg18036.3/evm.utg1819.17/evm.utg1565.104/evm.utg6894.6/evm.utg3509.8/evm.utg190.45/evm.utg5950.62/evm.utg1754.6/evm.utg15664.6/evm.utg734.49/evm.utg5950.52/evm.utg55.78/evm.utg1272.142/evm.utg924.74/evm.utg1031.20/evm.utg1363.21/evm.utg1623.10/evm.utg5815.4/evm.utg4567.23/evm.utg1177.10/evm.utg597.9/evm.utg1432.2/evm.utg12975.2/evm.utg1337.8/utg55.equina_smart_1459409.mrna2,molecular_functions,diesel_added
GO:0003964,RNA-directed DNA polymerase activity ,RNA-directed DNA polymerase activity,418,0.32099508,1.497109517,0.002124714,0.049833084,0.044452047,10618,"tags=33%, list=25%, signal=25%",evm.utg924.14/evm.utg470.3/evm.utg1101.17/evm.utg3470.17/evm.utg4607.13/evm.utg777.82/evm.utg2097.25/evm.utg101.180/evm.utg298.50/evm.utg2247.20/evm.utg1243.6/evm.utg279.16/evm.utg5975.25/evm.utg6829.7/evm.utg5066.14/evm.utg4318.6/evm.utg5080.12/evm.utg1742.6/evm.utg912.13/evm.utg463.4/evm.utg8262.19/evm.utg18927.4/evm.utg298.110/evm.utg20813.5/evm.utg1800.22/evm.utg5885.79/evm.utg15197.1/evm.utg1683.46/evm.utg5885.80/evm.utg1691.7/evm.utg382.56/evm.utg684.35/evm.utg3339.27/utg2123.evm.utg4318.6.mrna4/evm.utg418.78/utg2849.evm.utg8262.19.mrna2/utg2350.equina_smart_1611950.mrna8/evm.utg1819.42/evm.utg29.16/evm.utg4695.18/evm.utg2901.29/evm.utg16223.16/evm.utg31.90/evm.utg910.134/evm.utg192.80/evm.utg2333.2/evm.utg4.25/evm.utg4695.82/evm.utg6183.17/evm.utg2757.64/utg21625.equina_smart_1665064.mrna1/evm.utg464.226/evm.utg192.84/evm.utg38960.22/evm.utg4321.7/evm.utg4613.93/evm.utg7839.7/evm.utg7652.8/evm.utg2603.38/utg31363.equina_smart_1611950.mrna6/evm.utg1395.37/evm.utg2674.31/evm.utg29.15/evm.utg125.129/evm.utg2379.24/evm.utg14556.4/evm.utg209.4/evm.utg498.68/utg597.evm.utg2599.16.mrna4/evm.utg221.3/evm.utg372.42/evm.utg55.191/utg389.equina_smart_1611950.mrna7/evm.utg1663.14/evm.utg5294.35/evm.utg691.18/evm.utg10114.21/evm.utg41344.14/evm.utg9141.7/evm.utg192.79/evm.utg1648.22/evm.utg1201.29/evm.utg101.199/evm.utg29847.1/evm.utg599.32/evm.utg221.43/evm.utg192.83/evm.utg17102.18/evm.utg6504.6/evm.utg3093.5/evm.utg1138.12/evm.utg7286.2/evm.utg597.6/evm.utg4856.6/evm.utg4046.20/evm.utg599.30/utg5447.evm.utg8262.27.mrna5/evm.utg17809.3/evm.utg109.2/evm.utg12336.31/evm.utg5066.13/evm.utg186.11/evm.utg19673.18/utg92.equina_smart_1611950.mrna1/utg410.equina_smart_1611950.mrna2/evm.utg989.36/utg542.equina_smart_1611950.mrna9/evm.utg1140.5/evm.utg6373.12/evm.utg4605.49/evm.utg5246.6/evm.utg24357.24/evm.utg31.10/evm.utg8262.27/evm.utg407.2/evm.utg542.92/evm.utg19545.4/evm.utg3210.15/evm.utg207.1/evm.utg13981.26/evm.utg26337.7/evm.utg4972.5/evm.utg10114.11/evm.utg6504.1/evm.utg1694.57/utg1923.equina_smart_1488230.mrna3/evm.utg29.12/evm.utg622.56/utg1290.equina_smart_1488230.mrna2/utg162.equina_smart_1488230.mrna1/evm.utg1395.39/evm.utg6430.6/evm.utg4.54/evm.utg464.102/evm.utg234.42/evm.utg10385.4/evm.utg464.178,molecular_functions,salinity_added
GO:0004198,calcium ion binding ,calcium-dependent cysteine-type endopeptidase activity,14,0.764729698,2.046917722,0.000533235,0.028394749,0.024627025,3010,"tags=43%, list=7%, signal=40%",evm.utg2483.62/evm.utg2483.61/evm.utg2083.44/evm.utg55.47/evm.utg1919.1/evm.utg2070.2,molecular_functions,salinity_only
GO:0004252,metal ion binding ,serine-type endopeptidase activity,293,-0.40827006,-1.74319125,3.35E-05,0.002851697,0.002473303,9061,"tags=32%, list=22%, signal=25%",evm.utg145.21/evm.utg14412.1/evm.utg52.25/evm.utg2483.60/evm.utg15164.49/evm.utg11123.2/utg300.equina_smart_321240.mrna1/evm.utg42547.3/evm.utg1302.12/evm.utg12382.25/evm.utg3761.28/evm.utg616.128/evm.utg4856.11/evm.utg18537.7/evm.utg4157.6/evm.utg2779.10/evm.utg1819.5/evm.utg2083.34/evm.utg9313.44/evm.utg699.53/evm.utg1270.11/evm.utg5689.4/evm.utg86.55/evm.utg262.35/evm.utg1372.9/evm.utg2083.28/evm.utg2483.41/evm.utg699.52/evm.utg479.78/evm.utg293.38/evm.utg213.2/evm.utg338.40/evm.utg2155.5/evm.utg625.112/evm.utg52.48/evm.utg5689.12/evm.utg5689.2/evm.utg1404.18/evm.utg868.84/evm.utg78.73/evm.utg376.34/evm.utg8494.84/evm.utg1754.56/evm.utg868.83/evm.utg699.90/evm.utg2704.29/evm.utg868.85/evm.utg858.25/evm.utg600.6/evm.utg125.190/evm.utg192.82/evm.utg5370.2/evm.utg150.55/evm.utg234.133/evm.utg5370.3/evm.utg2246.41/evm.utg300.47/evm.utg234.138/evm.utg1754.57/utg234.evm.utg234.133.mrna2/evm.utg3041.34/evm.utg729.124/evm.utg1285.84/evm.utg1565.90/evm.utg1754.60/evm.utg5033.10/evm.utg729.128/evm.utg2704.30/evm.utg1754.58/evm.utg2716.16/evm.utg300.48/evm.utg616.127/evm.utg2159.33/evm.utg2757.78/evm.utg101.176/evm.utg1629.15/evm.utg2115.17/evm.utg1629.18/evm.utg2716.17/evm.utg594.23/evm.utg4605.4/evm.utg214.48/evm.utg5689.7/evm.utg2716.9/evm.utg666.12/evm.utg116.256/evm.utg666.10/evm.utg616.126/evm.utg1819.6/evm.utg26572.6/evm.utg129.41/utg9150.equina_smart_1164076.mrna1/evm.utg13322.6/evm.utg5689.8,molecular_functions,salinity_only
GO:0004252,metal ion binding ,serine-type endopeptidase activity,293,-0.376568598,-1.679989262,0.000128842,0.006098503,0.00543998,8969,"tags=33%, list=21%, signal=27%",evm.utg699.52/utg501.equina_smart_1416296.mrna1/evm.utg324.60/evm.utg125.190/evm.utg307.8/evm.utg1002.26/evm.utg52.25/utg1910.equina_smart_44201.mrna1/evm.utg234.109/evm.utg78.75/evm.utg2156.29.31/evm.utg293.38/evm.utg234.77/evm.utg625.112/evm.utg2779.10/evm.utg86.55/evm.utg2083.34/evm.utg52.48/evm.utg1302.12/evm.utg1236.2/evm.utg21429.1/evm.utg4880.18/evm.utg479.78/evm.utg2929.16/evm.utg8494.84/evm.utg125.192/evm.utg1372.13/evm.utg77.4/evm.utg1629.8/evm.utg3041.34/evm.utg5033.10/evm.utg78.73/evm.utg616.127/evm.utg1754.56/evm.utg1629.15/evm.utg5885.37/evm.utg109.108/evm.utg129201.4/evm.utg338.40/evm.utg1819.6/evm.utg401.8/evm.utg24783.15/evm.utg699.53/evm.utg1270.11/evm.utg6183.5/evm.utg1754.60/evm.utg26572.6/evm.utg868.85/evm.utg234.79/evm.utg2159.33/evm.utg24053.6/evm.utg1372.9/evm.utg234.133/evm.utg11123.4/evm.utg699.89/evm.utg225.2/evm.utg150.55/utg234.evm.utg234.133.mrna2/evm.utg729.128/evm.utg868.84/evm.utg1754.58/evm.utg234.138/evm.utg910.128/evm.utg666.10/evm.utg1270.27/evm.utg1372.11/evm.utg699.90/evm.utg5370.3/evm.utg868.83/evm.utg2757.78/evm.utg15197.20/evm.utg14412.1/evm.utg5689.7/evm.utg5689.8/evm.utg729.124/evm.utg597.215/evm.utg1285.84/evm.utg5689.4/evm.utg24053.5/evm.utg234.140/evm.utg616.126/evm.utg2716.9/evm.utg666.12/evm.utg3834.6/evm.utg1629.18/evm.utg1404.18/evm.utg5370.2/evm.utg300.47/evm.utg101.176/evm.utg214.48/evm.utg116.256/evm.utg2246.41/utg9150.equina_smart_1164076.mrna1/evm.utg129.41/evm.utg2704.30/evm.utg13322.6/evm.utg2704.29/evm.utg1052.21,molecular_functions,salinity_added
GO:0004252,metal ion binding ,serine-type endopeptidase activity,293,-0.363154323,-1.601832111,0.000263343,0.013148861,0.01163156,9196,"tags=30%, list=22%, signal=24%",evm.utg2155.5/evm.utg234.79/evm.utg24783.15/evm.utg234.77/evm.utg389.6/utg1910.equina_smart_44201.mrna1/evm.utg2159.33/evm.utg1285.84/evm.utg78.75/evm.utg1819.5/evm.utg5370.3/evm.utg910.187/evm.utg293.38/evm.utg7145.24/evm.utg52.48/evm.utg5033.10/evm.utg2716.9/evm.utg6183.5/evm.utg625.112/evm.utg1754.57/evm.utg86.55/evm.utg307.8/evm.utg300.48/evm.utg2115.17/evm.utg699.53/evm.utg234.138/evm.utg868.85/evm.utg1302.12/evm.utg5885.37/utg501.equina_smart_1416296.mrna1/evm.utg2929.16/evm.utg761.10/evm.utg24053.6/evm.utg699.89/evm.utg125.190/evm.utg2156.29.31/evm.utg1464.8/evm.utg600.6/evm.utg868.84/evm.utg1629.15/evm.utg8494.84/evm.utg2083.34/evm.utg150.55/evm.utg666.10/evm.utg4880.18/evm.utg1270.27/evm.utg234.140/evm.utg1629.18/evm.utg1754.54/evm.utg868.83/evm.utg26572.6/evm.utg1754.60/utg300.equina_smart_321240.mrna1/evm.utg3834.6/evm.utg910.128/evm.utg11123.4/evm.utg125.192/evm.utg338.40/evm.utg1754.58/evm.utg666.12/evm.utg401.8/evm.utg1819.6/evm.utg597.215/evm.utg1404.18/evm.utg5689.4/evm.utg616.127/evm.utg13322.6/evm.utg1754.56/evm.utg729.124/evm.utg109.108/evm.utg5370.2/evm.utg2757.78/evm.utg14412.1/evm.utg2704.30/evm.utg729.128/evm.utg699.90/evm.utg2704.29/utg9150.equina_smart_1164076.mrna1/evm.utg24053.5/evm.utg300.47/evm.utg5689.8/evm.utg116.256/evm.utg5689.7/evm.utg2246.41/evm.utg101.176/evm.utg616.126/evm.utg214.48/evm.utg129.41/evm.utg1052.21,molecular_functions,additive
GO:0004386,helicase activity ,helicase activity,145,-0.488782739,-1.91897679,0.000703692,0.027252083,0.022491218,5154,"tags=19%, list=12%, signal=16%",evm.utg4613.48/evm.utg26219.2/evm.utg18.59/evm.utg10321.4/evm.utg26219.3/evm.utg27.91/evm.utg1337.10/evm.utg18409.2/evm.utg431.25/evm.utg788.40/evm.utg5975.26/evm.utg1972.73/utg109.equina_smart_295906.mrna1/evm.utg1463.26/evm.utg1127.64/evm.utg432.62/evm.utg498.165/evm.utg648.16/evm.utg1463.24/evm.utg648.20/evm.utg347.21/evm.utg2969.3/evm.utg78.81/evm.utg594.45/evm.utg594.46/evm.utg2969.2/evm.utg11411.7,molecular_functions,diesel_added
GO:0004497,FAD binding ,monooxygenase activity,96,0.485207915,1.917079745,0.000877212,0.031141009,0.025700759,10180,"tags=46%, list=24%, signal=35%",evm.utg12986.46/evm.utg1931.67/evm.utg33682.14/evm.utg10156.22/evm.utg15013.9/evm.utg116.44/evm.utg24438.11/evm.utg6392.11/evm.utg1972.129/evm.utg1194.3/evm.utg8792.16/evm.utg4856.19/evm.utg1056.58/evm.utg1708.32/evm.utg684.21/evm.utg9657.7/evm.utg101.173/evm.utg1925.57/evm.utg6806.17/evm.utg125.5/evm.utg401.9/evm.utg40512.14/evm.utg572.10/evm.utg101.172/evm.utg15164.48/evm.utg4187.49/evm.utg101.171/evm.utg1056.59/evm.utg12655.39/evm.utg1272.165/evm.utg579.94/evm.utg60191.1/evm.utg6123.6/evm.utg379.19/evm.utg522.7.8/evm.utg21228.10/evm.utg20788.2/utg1031.evm.utg11432.18.mrna2/evm.utg2071.10/evm.utg209.46/evm.utg1022.58/evm.utg729.162/evm.utg302.18/evm.utg359.4,molecular_functions,diesel_added
GO:0004500,dopamine beta-monooxygenase activity ,dopamine beta-monooxygenase activity,34,-0.643991123,-2.05421849,0.00014413,0.006139919,0.005476923,8037,"tags=41%, list=19%, signal=33%",evm.utg1281.3/evm.utg126.154/evm.utg625.13/evm.utg12986.65/evm.utg479.153/evm.utg1140.7/evm.utg659.16/evm.utg788.110/evm.utg579.102/utg432.equina_smart_1413652.mrna1/evm.utg125.186/evm.utg4207.21/evm.utg4207.19/evm.utg4207.20,molecular_functions,salinity_added
GO:0004519,endonuclease activity ,endonuclease activity,80,-0.497193589,-1.859018614,0.000993626,0.026892382,0.02398851,6067,"tags=30%, list=14%, signal=26%",evm.utg540.36/evm.utg45540.6/evm.utg12897.21/utg324.equina_smart_1104369.mrna1/evm.utg1025.1/evm.utg542.66/evm.utg386.35/evm.utg12897.14.16/evm.utg1049.20/evm.utg364.30/evm.utg115298.3/evm.utg320.58/evm.utg47.13/evm.utg3443.33/evm.utg1127.38/evm.utg35.22/evm.utg301.149/evm.utg112.46/evm.utg1799.4/evm.utg2143.2.3.4/evm.utg9668.24/evm.utg4207.9/evm.utg700.10/evm.utg4856.38,molecular_functions,salinity_added
GO:0004540,RNA nuclease activity ,RNA nuclease activity,139,-0.450817181,-1.758702008,0.001345452,0.037646911,0.031070097,8281,"tags=34%, list=20%, signal=27%",evm.utg55.43/evm.utg16094.20/evm.utg2115.27/evm.utg7127.43/evm.utg4451.4/evm.utg5950.9/evm.utg1272.86/evm.utg666.26/evm.utg666.27/evm.utg4468.8/evm.utg1051.2/evm.utg45299.6/evm.utg1087.24/evm.utg666.25/evm.utg186.12/evm.utg126.159/evm.utg1049.3/evm.utg791.62/evm.utg23189.3/evm.utg51603.8/evm.utg1127.62/evm.utg2661.10/evm.utg1127.63/evm.utg207.69/evm.utg1087.27/evm.utg51603.7/evm.utg2661.21/evm.utg1272.102/evm.utg4451.1/evm.utg51603.1.2/evm.utg4187.29/evm.utg3284.41/evm.utg23189.2/evm.utg178.6/evm.utg4451.7/evm.utg386.4/evm.utg1452.9/evm.utg23189.12/evm.utg20075.11/evm.utg4318.27/evm.utg1127.64/evm.utg1272.85/evm.utg1087.26/evm.utg4318.31/evm.utg1087.25/evm.utg4451.13/evm.utg3222.9,molecular_functions,diesel_added
