"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GO"
"GO:0030414","peptidase inhibitor activity",0.00710441334768568,0.00319378776967154,0.323529411764706,2.22444754004939,5.10979267601866,4.280286216564e-06,0.00402346904357016,0.0038522575949076,"evm.utg8.10/evm.utg52.99/evm.utg104.63/evm.utg104.64/evm.utg334.78/utg334.equina_smart_1340223.mrna2/evm.utg413.23/evm.utg413.26/evm.utg470.31/evm.utg532.10/evm.utg544.11/utg544.equina_smart_1559235utrorf.mrna1/evm.utg544.14/evm.utg580.6/evm.utg580.26/evm.utg616.126/evm.utg912.49/evm.utg1290.2/evm.utg1290.3/evm.utg1609.5/evm.utg2100.31/evm.utg2417.38/evm.utg4207.23/evm.utg5073.2/evm.utg5689.7/evm.utg5689.8/evm.utg14703.2/evm.utg15552.12/evm.utg19074.8/utg19074.equina_smart_1694011.mrna2/evm.utg20618.10/evm.utg20736.15/evm.utg37512.1",33,"molecular_functions"
"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",0.0139935414424112,0.00845414409618937,0.240740740740741,1.65522864091217,4.46053274058785,2.16357494911904e-05,0.0101688022608595,0.0097360872710357,"evm.utg86.58/evm.utg92.89/evm.utg92.154.157/evm.utg109.23/evm.utg109.42/evm.utg116.210/evm.utg194.31/evm.utg194.35/evm.utg207.61/evm.utg207.64/evm.utg207.80/evm.utg214.63/evm.utg219.28/evm.utg256.12/evm.utg377.28/evm.utg377.30/evm.utg401.67/evm.utg411.41/evm.utg464.224/evm.utg470.38/evm.utg470.49/evm.utg479.64/evm.utg505.42/evm.utg526.16/evm.utg526.19/evm.utg564.25/evm.utg564.44/evm.utg564.47/evm.utg798.18/evm.utg801.23/evm.utg857.16/evm.utg857.24/evm.utg989.15/evm.utg1051.49/evm.utg1056.123/evm.utg1396.19/evm.utg1565.65/evm.utg1623.8/evm.utg1721.60/utg1910.equina_smart_534762.mrna1/evm.utg1962.1/evm.utg2129.44/evm.utg2216.22/evm.utg2216.29/evm.utg2801.42/evm.utg2929.4/evm.utg3092.47/evm.utg3260.1/evm.utg3283.23/evm.utg3834.24/evm.utg3839.101/evm.utg3839.103/evm.utg4082.36/evm.utg4082.37/evm.utg7066.7/evm.utg7289.31/evm.utg7595.8/evm.utg8494.50/evm.utg10628.11/evm.utg11096.5/evm.utg14703.12/evm.utg15210.4/evm.utg15506.3/evm.utg25862.7/evm.utg44416.1",65,"molecular_functions"
