"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GO"
"GO:0006631","fatty acid metabolic process",0.0105740181268882,0.000842696629213483,0.388888888888889,12.5478348439074,8.76545612128795,6.28704657206722e-07,0.000325669012433082,0.000292513114195127,"evm.utg52.56/evm.utg109.63/evm.utg924.60/evm.utg2929.12/evm.utg4856.10/evm.utg6477.1/evm.utg7289.49",7,"biological_processes"
"GO:0071539","protein localization to centrosome",0.00755287009063444,0.000702247191011236,0.333333333333333,10.7552870090634,6.75916210859632,6.53193839185954e-05,0.0169177204349162,0.0151953514168522,"evm.utg172.38/evm.utg338.46/evm.utg338.47/evm.utg4172.3/evm.utg9769.13",5,"biological_processes"
"GO:0007015","actin filament organization",0.0105740181268882,0.00173220973782772,0.189189189189189,6.1043520862252,5.55741198368421,0.000121826763603131,0.0210354211821406,0.018893834916696,"evm.utg622.89/evm.utg801.66/evm.utg1972.74/evm.utg2757.30/evm.utg12382.26/evm.utg13994.14/evm.utg21228.2",7,"biological_processes"
