"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"evm.TU.utg4.37",1268.6769422125,2.59098015793919e-05,0.00953110270068054,0.96642812149013,0.99999995182314
"evm.TU.utg4.38",66.6726224055186,7.25140976272861e-05,0.00978154087961378,0.838265478414056,0.99999995182314
"evm.TU.utg4.39",330.392689318287,3.9027907668697e-05,0.00955875510176776,0.942471307079567,0.99999995182314
"evm.TU.utg4.40",382.41428227884,-0.000131992475555586,0.00953227051670039,0.83185871688784,0.99999995182314
"tRNAscan-SE.tRNA.utg4.SeC(TCA).1",1.17770250063476,-8.09905413118945e-05,0.0256308041031385,0.815215857322378,NA
"tRNAscan-SE.tRNA.utg4.Pseudo(TGC).3",0.104259495557441,-0.000112388555529728,0.0327345841378947,0.740365486863452,NA
"evm.TU.utg4.41",9.20763798073512,0.000108489633995362,0.0121823733563097,0.653123025676121,NA
"evm.TU.utg4.42",68.1117016679693,0.000483260249524647,0.0111454028523547,0.193234775487154,0.99999995182314
"evm.TU.utg4.43",623.45970779364,-0.000354252412270192,0.00960731573319854,0.515532156357215,0.99999995182314
"evm.TU.utg4.44",402.552605407845,-0.00138777803694059,0.0114217253656628,0.0361275893790521,0.99999995182314
"evm.TU.utg4.45",64035.8703288183,0.000630539424883104,0.00958745720881266,0.344655834506113,0.99999995182314
"evm.TU.utg4.46",238.759051354242,-0.000112676413956267,0.00953269258434706,0.855230687605938,0.99999995182314
"evm.TU.utg4.47",162965.864189251,-0.000129317880604459,0.00954441848311824,0.825321512599646,0.99999995182314
"evm.TU.utg4.48",951.36687373988,-0.000173203677974427,0.00965396924554497,0.696222232457702,0.99999995182314
"evm.TU.utg4.49",4834.64636298521,-0.000231082941862946,0.00952177607987618,0.732283250245432,0.99999995182314
"evm.TU.utg4.50",867.766385011925,0.000476182474840001,0.00953035730415547,0.505040640109187,0.99999995182314
"evm.TU.utg4.51",236.708579670108,-0.000217634015665049,0.0099525696422755,0.539017416734312,0.99999995182314
"evm.TU.utg4.52",327.910560794836,0.000102217888796275,0.00960247859361294,0.830031941625096,0.99999995182314
"evm.TU.utg4.53",3974.98178749054,0.000939401903125696,0.011717451025225,0.0662068555064229,0.99999995182314
"evm.TU.utg4.54",173.411616387942,0.000376715403252666,0.00986594528278129,0.381587606371912,0.99999995182314
"evm.TU.utg4.55",5.81696956798527,7.53351857617315e-05,0.0135313720077591,0.755318007939165,NA
"evm.TU.utg4.56",2.80639498257398,-3.80013360910956e-05,0.0188202373691831,0.896605260929606,NA
"tRNAscan-SE.tRNA.utg4.SeC(TCA).2",0.919030860491963,4.02041776279717e-05,0.0298016211444058,0.908071722520295,NA
"evm.TU.utg4.57",6.26085733633265,-0.000101128017327476,0.0144577548938832,0.685672499499264,NA
"evm.TU.utg4.59",6.55964139848245,0.000201623082830997,0.0149331126264681,0.44381493792562,NA
"evm.TU.utg4.61",48.2490133004932,0.000225123770669104,0.0101602209147448,0.494742625968126,0.99999995182314
"evm.TU.utg4.62",42.9198788836252,0.00014939919239879,0.0120419665051733,0.549367152885522,0.99999995182314
"evm.TU.utg4.63",834.377426189297,0.000668179823224061,0.0120597147524051,0.10728205379508,0.99999995182314
"tRNAscan-SE.tRNA.utg4.Pseudo(AGA).4",0.456516078965387,-2.83565439225062e-06,0.0319678313803105,0.993258983221124,NA
"tRNAscan-SE.tRNA.utg4.Ser(AGA).2",7.03076524674307,-6.08717794002325e-05,0.0128084280087961,0.797343166927089,NA
"tRNAscan-SE.tRNA.utg4.Pseudo(AGA).5",0.244580544445506,-1.09586169692184e-05,0.0320205257041775,0.97392843894741,NA
"evm.TU.utg4.64",0.505937255198441,-1.64629650117497e-05,0.0319578799954974,0.960910899027825,NA
"evm.TU.utg4.65",0.437855356061163,1.3119375542444e-05,0.0319870745722892,0.968817715150378,NA
"evm.TU.utg4.66",2870.82729160591,-0.00039216278790506,0.00967617912714663,0.43755177088246,0.99999995182314
"tRNAscan-SE.tRNA.utg4.Glu(CTC).1",0.0700707571656316,7.37443888228248e-06,0.0320894316127765,0.98242310829559,NA
"evm.TU.utg4.67",100.3608774162,-0.000294586066808939,0.0100831770161474,0.41752702689207,0.99999995182314
"utg4.equina_smart_1391783.path1",16.2031967507981,-9.26799755586771e-06,0.0126692704054919,0.968483854575922,0.99999995182314
